"start_date","b1","loss"
2020-01-31,0,5.94651225427027
2020-02-07,0,6.25598916858967
2020-02-14,0,6.62308266276385
2020-02-21,0,7.06836946577984
2020-02-28,0,7.6230724878273
2020-03-06,0,8.33615906992503
2020-01-31,0.05,5.72497996764411
2020-02-07,0.05,6.02013546267357
2020-02-14,0.05,6.37179929047535
2020-02-21,0.05,6.79856647815067
2020-02-28,0.05,7.32699848562501
2020-03-06,0.05,7.99566089967687
2020-01-31,0.1,5.51737849758321
2020-02-07,0.1,5.83896960236183
2020-02-14,0.1,6.22329081131759
2020-02-21,0.1,6.68711039692905
2020-02-28,0.1,7.25403364888542
2020-03-06,0.1,7.9583313502114
2020-01-31,0.15,5.10457367824174
2020-02-07,0.15,5.50915758129552
2020-02-14,0.15,5.97929646836403
2020-02-21,0.15,6.52323590504871
2020-02-28,0.15,7.15832957656435
2020-03-06,0.15,7.91444374846705
2020-01-31,0.2,4.40084440759308
2020-02-07,0.2,4.94124300240559
2020-02-14,0.2,5.58750742220033
2020-02-21,0.2,6.28506395503404
2020-02-28,0.2,7.03358892277942
2020-03-06,0.2,7.86298059336964
2020-01-31,0.25,20.7124608033511
2020-02-07,0.25,5.59554430100161
2020-02-14,0.25,4.98868033672646
2020-02-21,0.25,5.94457898047989
2020-02-28,0.25,6.87210260924779
2020-03-06,0.25,7.80278860873034
2020-01-31,0.3,184.307336671353
2020-02-07,0.3,50.2942010211997
2020-02-14,0.3,7.61478894514224
2020-02-21,0.3,5.35408965105725
2020-02-28,0.3,6.6645805529157
2020-03-06,0.3,7.7325635921149
2020-01-31,0.35,576.960282221223
2020-02-07,0.35,214.518057555222
2020-02-14,0.35,46.4125665912996
2020-02-21,0.35,3.37196842273319
2020-02-28,0.35,6.40008158513172
2020-03-06,0.35,7.65083483642323
2020-01-31,0.4,1340.52589530858
2020-02-07,0.4,527.230498067719
2020-02-14,0.4,156.693972517084
2020-02-21,0.4,14.4166670420214
2020-02-28,0.4,5.60825351664464
2020-03-06,0.4,7.55594802785619
2020-01-31,0.45,2663.64752082557
2020-02-07,0.45,1064.63839549414
2020-02-14,0.45,343.180655482437
2020-02-21,0.45,62.4718222722623
2020-02-28,0.45,2.6042314621728
2020-03-06,0.45,7.44604836206084
2020-01-31,0.5,4665.69637898265
2020-02-07,0.5,1923.12911946585
2020-02-14,0.5,634.712840854722
2020-02-21,0.5,142.659698172528
2020-02-28,0.5,4.67580295390014
2020-03-06,0.5,7.31906350606405
2020-01-31,0.55,7237.35154038997
2020-02-07,0.55,3187.77266467097
2020-02-14,0.55,1069.65257188646
2020-02-21,0.55,260.153489335263
2020-02-28,0.55,16.3655317512139
2020-03-06,0.55,7.17268781087621
2020-01-31,0.6,10027.7559613376
2020-02-07,0.6,4877.5132664378
2020-02-14,0.6,1691.12529563679
2020-02-21,0.6,424.641048848348
2020-02-28,0.6,45.3647890456696
2020-03-06,0.6,6.82435686373689
2020-01-31,0.65,12663.4408034995
2020-02-07,0.65,6899.02046578689
2020-02-14,0.65,2537.51157632132
2020-02-21,0.65,648.567465745593
2020-02-28,0.65,86.9187565529566
2020-03-06,0.65,5.72379118050829
2020-01-31,0.7,14944.2775451249
2020-02-07,0.7,9063.72255075612
2020-02-14,0.7,3627.78273729469
2020-02-21,0.7,946.372629418276
2020-02-28,0.7,141.844583498109
2020-03-06,0.7,3.98599463768236
2020-01-31,0.75,16842.489555779
2020-02-07,0.75,11170.3736906656
2020-02-14,0.75,4946.48355660603
2020-02-21,0.75,1333.39111904113
2020-02-28,0.75,212.207503041368
2020-03-06,0.75,1.85295490278574
2020-01-31,0.8,18412.2165422611
2020-02-07,0.8,13082.5354031628
2020-02-14,0.8,6437.93700096473
2020-02-21,0.8,1824.04388496521
2020-02-28,0.8,300.596690417861
2020-03-06,0.8,2.23542182051199
2020-01-31,0.85,19723.4072797981
2020-02-07,0.85,14747.234318103
2020-02-14,0.85,8016.76096215243
2020-02-21,0.85,2429.24659469693
2020-02-28,0.85,410.04902625107
2020-03-06,0.85,8.43975146248068
2020-01-31,0.9,20835.7571921133
2020-02-07,0.9,16169.8472836571
2020-02-14,0.9,9591.23120126231
2020-02-21,0.9,3153.39226485351
2020-02-28,0.9,543.99182441588
2020-03-06,0.9,18.7889159515734
2020-01-31,0.95,21794.0323882282
2020-02-07,0.95,17382.3312322049
2020-02-14,0.95,11086.5877784263
2020-02-21,0.95,3991.76340137719
2020-02-28,0.95,706.154466364319
2020-03-06,0.95,33.1619925268697
2020-01-31,1,22630.5219983021
2020-02-07,1,18422.4418371306
2020-02-14,1,12456.8080969139
2020-02-21,1,4929.26995522419
2020-02-28,1,900.435561846213
2020-03-06,1,51.221329601956
2020-01-31,1.05,23368.5809956827
2020-02-07,1.05,19324.3043264037
2020-02-14,1.05,13683.6142970522
2020-02-21,1.05,5941.3669439847
2020-02-28,1.05,1130.71324498576
2020-03-06,1.05,72.9544576777939
2020-01-31,1.1,24025.5514175084
2020-02-07,1.1,20115.6933850626
2020-02-14,1.1,14768.4180758382
2020-02-21,1.1,6997.1695141773
2020-02-28,1.1,1400.586746997
2020-03-06,1.1,98.5389211361467
2020-01-31,1.15,24614.6388922194
2020-02-07,1.15,20818.078603829
2020-02-14,1.15,15723.4683448111
2020-02-21,1.15,8063.94640124653
2020-02-28,1.15,1713.09248335303
2020-03-06,1.15,128.254724247049
2020-01-31,1.2,25146.1778449079
2020-02-07,1.2,21447.7399396884
2020-02-14,1.2,16565.2589345871
2020-02-21,1.2,9111.644306135
2020-02-28,1.2,2070.35981142953
