"start_date","b1","initial.infected","loss"
2020-02-21,1.1,1,3428.5191936673
2020-02-28,1.1,1,1198.82354424003
2020-03-06,1.1,1,1356.66461988988
2020-01-31,1.15,1,294142.871525195
2020-02-07,1.15,1,166125.770968378
2020-02-14,1.15,1,50262.9314822824
2020-02-21,1.15,1,5299.95609812434
2020-02-28,1.15,1,1149.16142564593
2020-03-06,1.15,1,1356.3440805546
2020-01-31,1.2,1,316059.889147071
2020-02-07,1.2,1,188791.695573809
2020-02-14,1.2,1,64032.728215678
2020-02-21,1.2,1,7676.20996027482
2020-02-28,1.2,1,1053.90754893829
2020-03-06,1.2,1,1355.98463688251
2020-01-31,1.25,1,336254.234013579
2020-02-07,1.25,1,210065.882973994
2020-02-14,1.25,1,79148.7947675045
2020-02-21,1.25,1,10642.4299860967
2020-02-28,1.25,1,904.25300597824
2020-03-06,1.25,1,1355.5819539277
2020-01-31,1.3,1,354929.706775813
2020-02-07,1.3,1,229888.06972789
2020-02-14,1.3,1,95156.6993758333
2020-02-21,1.3,1,14282.9561894432
2020-02-28,1.3,1,695.743907857188
2020-03-06,1.3,1,1355.13125564855
