region,date,mean,median,lower_90,upper_90,lower_50,upper_50
United States,2020-02-27,1.7194822394927611,1.7180922207506204,1.5995743774855806,1.8257574964159222,1.6658499920103569,1.7615656229478822
United States,2020-02-28,1.721004101426776,1.7215002069837433,1.609868055666292,1.824083025050582,1.6818872035598655,1.7728341046189142
United States,2020-02-29,1.724332573951956,1.7218267216817056,1.6298332868350502,1.8287595613434282,1.684029603707579,1.769719620436476
United States,2020-03-01,1.7247629786466008,1.7235435763845648,1.6187194066284827,1.810883603199923,1.6754767768693721,1.7600573302166989
United States,2020-03-02,1.7218011444903327,1.7190580352832532,1.6303653438616115,1.8215383570563255,1.6755324307511987,1.756951234803461
United States,2020-03-03,1.7201374005222456,1.7187328724114075,1.6288662649981995,1.8057196965846642,1.6729057433474537,1.7481388218194032
United States,2020-03-04,1.72011958365962,1.7185303176940048,1.6405249003209574,1.8042023368117044,1.6796091284163865,1.7480680601084397
United States,2020-03-05,1.7167901397292635,1.7164380784173043,1.6424517765910818,1.8100883401788779,1.6809597969243653,1.7497836400959252
United States,2020-03-06,1.7149131411183616,1.7166030511318398,1.6304092014863871,1.799920411973903,1.6786444813857713,1.7492055840814826
United States,2020-03-07,1.7105118577392326,1.7086264485699207,1.6248012986630567,1.7893360122749078,1.6720289061001263,1.7390392576832665
United States,2020-03-08,1.7021200938596144,1.7015831763552196,1.6261512778850338,1.7846697381551822,1.6653414713507662,1.7306054399690207
United States,2020-03-09,1.6853977027057048,1.685101423713471,1.614418234464674,1.774310231032723,1.6557364663814025,1.7209385550964278
United States,2020-03-10,1.6655875985911985,1.6621932983669523,1.5966219856778328,1.7506082048304779,1.6292069340122939,1.6904977609242722
United States,2020-03-11,1.6389240617753156,1.63773611321371,1.567692923618198,1.7139825375459563,1.6081962846981153,1.667248403471971
United States,2020-03-12,1.6160649949121768,1.614905473429729,1.5486065672477614,1.680439286139391,1.5780511044922676,1.6362858308711337
United States,2020-03-13,1.5889543982210006,1.5885268313787821,1.5260190539217564,1.6545634304647623,1.5661395482264318,1.6168007309174712
United States,2020-03-14,1.5589143081044827,1.5590819783883305,1.498713299937509,1.6226957715721497,1.5321844540800147,1.5815352691238187
United States,2020-03-15,1.5261308416289758,1.5247602128758673,1.4699197252837553,1.5870691167050455,1.49284995050459,1.543233474496811
United States,2020-03-16,1.492124431852175,1.4909636084856706,1.4295692127508373,1.5475537745523782,1.4679957386641784,1.5163971075833096
United States,2020-03-17,1.453030461072712,1.4523077077320812,1.4012247906875885,1.5094129716410731,1.4279831178838964,1.4738970870975208
United States,2020-03-18,1.4090000635415618,1.4085066270597653,1.357573958977282,1.4557437866248888,1.3857988986369576,1.4243634112870325
United States,2020-03-19,1.369725134691728,1.3676072483170434,1.3199361521369506,1.4137078666209117,1.3508329965770887,1.3863273261139195
United States,2020-03-20,1.3415290808503937,1.3409552110264618,1.296813205113542,1.3837165259456135,1.324126626279118,1.3583154442609537
United States,2020-03-21,1.310852262169118,1.3098758704235596,1.2682640024991583,1.3532790896492972,1.2912953472537787,1.3249543233837808
United States,2020-03-22,1.2847929682786525,1.2844155518620661,1.242829522542115,1.3273621364933792,1.2649649104709912,1.2985842890191543
United States,2020-03-23,1.2512761662900354,1.2502826682172419,1.2132984383488499,1.2890240951146845,1.2358019397143958,1.2658567526933109
United States,2020-03-24,1.222195920365246,1.2207559111058495,1.186809108440348,1.2560667634230762,1.2036919521262126,1.2328555985337608
United States,2020-03-25,1.1910459043371835,1.1900525388252892,1.156604500823486,1.224839084835299,1.17720057700943,1.2040752437937572
United States,2020-03-26,1.1522907975940964,1.1526561883466133,1.1191765507829294,1.1825408932897037,1.1410876098353244,1.167443525227127
United States,2020-03-27,1.1257793177755941,1.1253931826373174,1.0975647468625163,1.1572788222775277,1.113726590773629,1.1392693912814964
United States,2020-03-28,1.1118134438819656,1.1109735773020866,1.0815515831847413,1.1408052200824212,1.1000735634257237,1.1247136652220744
United States,2020-03-29,1.0972449221142384,1.0970635876168482,1.0679409444536025,1.1243024200654963,1.0828463533578379,1.1060517468120237
United States,2020-03-30,1.06722189278421,1.0668917877618174,1.0406288359460512,1.0937219921132275,1.0566676178793006,1.0784259902989752
United States,2020-03-31,1.039017720169944,1.0385271421775961,1.0140819993554397,1.0677409749844509,1.0287721876726514,1.0504753312070756
United States,2020-04-01,1.0138443914796935,1.013799134965374,0.9891852060362188,1.0413496950434702,1.002962029119756,1.0255243236805396
United States,2020-04-02,0.9860296193216422,0.9863904906813737,0.9580613708749077,1.0097197479686424,0.9767861454384791,0.998067500033774
United States,2020-04-03,0.9710048908935014,0.9715982106065268,0.9476113450993277,1.0005591073245867,0.9582192645646214,0.9812893016857288
United States,2020-04-04,0.9731687507617215,0.9732378215836147,0.9463381776650965,1.002541730081633,0.9582722343908732,0.9807992232854896
United States,2020-04-05,0.9884237982416888,0.9881108460157326,0.9615750733056273,1.016480174174583,0.9781156354707872,1.0013322571367615
United States,2020-04-06,0.9834676430945908,0.9835655934744966,0.9527543088352665,1.0085433654524552,0.9748567776952054,0.9956093226336076
United States,2020-04-07,0.9747409810304416,0.9752866886376659,0.9477820499489749,1.0045396126682389,0.9602463236002745,0.9828258721303907
United States,2020-04-08,0.9621594077198631,0.9621874436718045,0.9356171209763877,0.9909874306569149,0.9513502655087289,0.9715305831510177
United States,2020-04-09,0.9607911163474713,0.9611705018762953,0.9335570263661241,0.9885045833938632,0.9486034071352808,0.9723220034516157
United States,2020-04-10,0.9724803904802986,0.9732695440380085,0.9444780576615863,0.9989371897929192,0.9614301803055949,0.9833256003518968
United States,2020-04-11,0.9908411623154159,0.9909429029734051,0.9615491442338806,1.019933097050983,0.9780980948961554,1.0011520357812747
United States,2020-04-12,1.0073982595183224,1.007176894984775,0.980685969352173,1.036692030949941,0.993614279441894,1.016828736727271
United States,2020-04-13,1.0140464924273127,1.0144562964300397,0.9839762954015503,1.0401799335740896,1.004471211648199,1.0276390170270457
United States,2020-04-14,1.0098505430651912,1.010364627913352,0.9808343797764316,1.0375006427871916,0.997950429902589,1.0209186129051824
United States,2020-04-15,0.9927762109218553,0.9932024774394913,0.9604068169794422,1.0189831615426612,0.9829837330969623,1.0067121036498472
United States,2020-04-16,0.9756318951576145,0.9753618002336478,0.9509723251280569,1.002179786383718,0.9651625924125556,0.9863384424861324
United States,2020-04-17,0.9733750954229838,0.9737377611654721,0.9434889791268124,0.9977718106658329,0.966645688606352,0.9895142239930764
United States,2020-04-18,0.9872234492331027,0.9875843345347755,0.9570334465330601,1.0134040320910245,0.9775565912049964,1.000249518894228
United States,2020-04-19,0.9952897620102179,0.9954169490484439,0.964490184010942,1.0196227390303394,0.9843102683998112,1.006534805681085
