start.date,start.middate,state,window,b1
2020-03-10,2020-03-19,IN,20,0.323916277
2020-03-11,2020-03-20,IN,20,0.329321895
2020-03-12,2020-03-21,IN,20,0.366551039
2020-03-13,2020-03-22,IN,20,0.476114747
2020-03-14,2020-03-23,IN,20,0.545575919
2020-03-15,2020-03-24,IN,20,0.609717387
2020-03-16,2020-03-25,IN,20,0.631847904
2020-03-17,2020-03-26,IN,20,0.635012705
2020-03-18,2020-03-27,IN,20,0.563206217
2020-03-19,2020-03-28,IN,20,0.516041935
2020-03-20,2020-03-29,IN,20,0.488041748
2020-03-21,2020-03-30,IN,20,0.422687895
2020-03-22,2020-03-31,IN,20,0.379748024
2020-03-23,2020-04-01,IN,20,0.326315734
2020-03-24,2020-04-02,IN,20,0.281115502
2020-03-25,2020-04-03,IN,20,0.235464403
2020-03-26,2020-04-04,IN,20,0.248966716
2020-03-27,2020-04-05,IN,20,0.17400126
2020-03-28,2020-04-06,IN,20,0.143295502
2020-03-29,2020-04-07,IN,20,0.11315097
2020-03-30,2020-04-08,IN,20,0.078948308
2020-03-31,2020-04-09,IN,20,0.052959147
2020-04-01,2020-04-10,IN,20,0.029131132
2020-04-02,2020-04-11,IN,20,0.020987139
2020-04-03,2020-04-12,IN,20,0.022316905
2020-03-08,2020-03-17,KS,20,0.813052339
2020-03-09,2020-03-18,KS,20,0.552476697
2020-03-10,2020-03-19,KS,20,0.433678919
2020-03-11,2020-03-20,KS,20,0.382389216
2020-03-12,2020-03-21,KS,20,0.367272247
2020-03-13,2020-03-22,KS,20,0.405713775
2020-03-14,2020-03-23,KS,20,0.427427191
2020-03-15,2020-03-24,KS,20,0.46639488
2020-03-16,2020-03-25,KS,20,0.496024867
2020-03-17,2020-03-26,KS,20,0.519269527
2020-03-18,2020-03-27,KS,20,0.523412973
2020-03-19,2020-03-28,KS,20,0.464004254
2020-03-20,2020-03-29,KS,20,0.405396824
2020-03-21,2020-03-30,KS,20,0.354628845
2020-03-22,2020-03-31,KS,20,0.307896859
2020-03-23,2020-04-01,KS,20,0.275499741
2020-03-24,2020-04-02,KS,20,0.241910811
2020-03-25,2020-04-03,KS,20,0.234884943
2020-03-26,2020-04-04,KS,20,0.236292586
2020-03-27,2020-04-05,KS,20,0.214696046
2020-03-28,2020-04-06,KS,20,0.200459569
2020-03-29,2020-04-07,KS,20,0.169968431
2020-03-30,2020-04-08,KS,20,0.124309662
2020-03-31,2020-04-09,KS,20,0.085750152
2020-04-01,2020-04-10,KS,20,0.050524363
2020-04-02,2020-04-11,KS,20,0.041545996
2020-04-03,2020-04-12,KS,20,0.057034418
2020-03-09,2020-03-18,KY,20,0.835565517
2020-03-10,2020-03-19,KY,20,0.656526346
2020-03-11,2020-03-20,KY,20,0.527034452
2020-03-12,2020-03-21,KY,20,0.478278152
2020-03-13,2020-03-22,KY,20,0.468512484
2020-03-14,2020-03-23,KY,20,0.493594294
2020-03-15,2020-03-24,KY,20,0.495428157
2020-03-16,2020-03-25,KY,20,0.5008041
2020-03-17,2020-03-26,KY,20,0.4833434
2020-03-18,2020-03-27,KY,20,0.453279252
2020-03-19,2020-03-28,KY,20,0.44410421
2020-03-20,2020-03-29,KY,20,0.412269857
2020-03-21,2020-03-30,KY,20,0.354599744
2020-03-22,2020-03-31,KY,20,0.31286636
2020-03-23,2020-04-01,KY,20,0.318233888
2020-03-24,2020-04-02,KY,20,0.303833186
2020-03-25,2020-04-03,KY,20,0.311226109
2020-03-26,2020-04-04,KY,20,0.339785372
2020-03-27,2020-04-05,KY,20,0.365483528
2020-03-28,2020-04-06,KY,20,0.371012376
2020-03-29,2020-04-07,KY,20,0.320186487
2020-03-30,2020-04-08,KY,20,0.253962194
2020-03-31,2020-04-09,KY,20,0.207141812
2020-04-01,2020-04-10,KY,20,0.153966269
2020-04-02,2020-04-11,KY,20,0.108495163
2020-04-03,2020-04-12,KY,20,0.07116366
2020-03-09,2020-03-18,LA,20,0.837239857
2020-03-10,2020-03-19,LA,20,0.627254267
2020-03-11,2020-03-20,LA,20,0.499020821
2020-03-12,2020-03-21,LA,20,0.442137475
2020-03-13,2020-03-22,LA,20,0.432311307
2020-03-14,2020-03-23,LA,20,0.429884685
2020-03-15,2020-03-24,LA,20,0.44239084
2020-03-16,2020-03-25,LA,20,0.452723781
2020-03-17,2020-03-26,LA,20,0.466237119
2020-03-18,2020-03-27,LA,20,0.486168742
2020-03-19,2020-03-28,LA,20,0.512208207
2020-03-20,2020-03-29,LA,20,0.535837175
2020-03-21,2020-03-30,LA,20,0.549177283
2020-03-22,2020-03-31,LA,20,0.556625761
2020-03-23,2020-04-01,LA,20,0.494712329
2020-03-24,2020-04-02,LA,20,0.37173115
2020-03-25,2020-04-03,LA,20,0.272971932
2020-03-26,2020-04-04,LA,20,0.190567365
2020-03-27,2020-04-05,LA,20,0.113791878
2020-03-28,2020-04-06,LA,20,0.049195989
2020-03-29,2020-04-07,LA,20,0
2020-03-30,2020-04-08,LA,20,0
2020-03-31,2020-04-09,LA,20,0
2020-04-01,2020-04-10,LA,20,0
2020-04-02,2020-04-11,LA,20,0
2020-04-03,2020-04-12,LA,20,0
2020-02-01,2020-02-10,MA,20,0
2020-02-02,2020-02-11,MA,20,0
2020-02-03,2020-02-12,MA,20,0
2020-02-04,2020-02-13,MA,20,0
2020-02-05,2020-02-14,MA,20,0
2020-02-06,2020-02-15,MA,20,0
2020-02-07,2020-02-16,MA,20,0
2020-02-08,2020-02-17,MA,20,0
2020-02-09,2020-02-18,MA,20,0
2020-02-10,2020-02-19,MA,20,0
2020-02-11,2020-02-20,MA,20,0
2020-02-12,2020-02-21,MA,20,0
2020-02-13,2020-02-22,MA,20,0
2020-02-14,2020-02-23,MA,20,0
2020-02-15,2020-02-24,MA,20,0
2020-02-16,2020-02-25,MA,20,0
2020-02-17,2020-02-26,MA,20,0
2020-02-18,2020-02-27,MA,20,0.244519164
2020-02-19,2020-02-28,MA,20,0.506205282
2020-02-20,2020-02-29,MA,20,0.824219275
2020-02-21,2020-03-01,MA,20,1.119432498
2020-02-22,2020-03-02,MA,20,1.170458026
2020-02-23,2020-03-03,MA,20,1.466800236
2020-02-24,2020-03-04,MA,20,1.533264232
2020-02-25,2020-03-05,MA,20,1.866387355
2020-02-26,2020-03-06,MA,20,1.448033734
2020-02-27,2020-03-07,MA,20,1.097149842
2020-02-28,2020-03-08,MA,20,0.787099028
2020-02-29,2020-03-09,MA,20,0.558506473
2020-03-01,2020-03-10,MA,20,0.399239982
2020-03-02,2020-03-11,MA,20,0.31565812
2020-03-03,2020-03-12,MA,20,0.303290779
2020-03-04,2020-03-13,MA,20,0.336916766
2020-03-05,2020-03-14,MA,20,0.406712992
2020-03-06,2020-03-15,MA,20,0.512389838
2020-03-07,2020-03-16,MA,20,0.602893531
2020-03-08,2020-03-17,MA,20,0.755297295
2020-03-09,2020-03-18,MA,20,0.940999159
2020-03-10,2020-03-19,MA,20,1.236890636
2020-03-11,2020-03-20,MA,20,1.294394684
2020-03-12,2020-03-21,MA,20,1.267101511
2020-03-13,2020-03-22,MA,20,1.155253911
2020-03-14,2020-03-23,MA,20,1.000448799
2020-03-15,2020-03-24,MA,20,0.840191694
2020-03-16,2020-03-25,MA,20,0.691241756
2020-03-17,2020-03-26,MA,20,0.559700576
2020-03-18,2020-03-27,MA,20,0.459467532
2020-03-19,2020-03-28,MA,20,0.390574962
2020-03-20,2020-03-29,MA,20,0.339294831
2020-03-21,2020-03-30,MA,20,0.292776829
2020-03-22,2020-03-31,MA,20,0.241638967
2020-03-23,2020-04-01,MA,20,0.187057226
2020-03-24,2020-04-02,MA,20,0.151532676
2020-03-25,2020-04-03,MA,20,0.143937414
2020-03-26,2020-04-04,MA,20,0.147017191
2020-03-27,2020-04-05,MA,20,0.174476418
2020-03-28,2020-04-06,MA,20,0.207139564
2020-03-29,2020-04-07,MA,20,0.1990446
2020-03-30,2020-04-08,MA,20,0.182145621
2020-03-31,2020-04-09,MA,20,0.144116738
2020-04-01,2020-04-10,MA,20,0.10584817
2020-04-02,2020-04-11,MA,20,0.072948041
2020-04-03,2020-04-12,MA,20,0.057379625
2020-03-06,2020-03-15,MD,20,1.120464773
2020-03-07,2020-03-16,MD,20,0.6858183
2020-03-08,2020-03-17,MD,20,0.527124089
2020-03-09,2020-03-18,MD,20,0.459539468
2020-03-10,2020-03-19,MD,20,0.445824933
2020-03-11,2020-03-20,MD,20,0.455933747
2020-03-12,2020-03-21,MD,20,0.487593991
2020-03-13,2020-03-22,MD,20,0.522225916
2020-03-14,2020-03-23,MD,20,0.541588912
2020-03-15,2020-03-24,MD,20,0.598218702
2020-03-16,2020-03-25,MD,20,0.617667433
2020-03-17,2020-03-26,MD,20,0.624182614
2020-03-18,2020-03-27,MD,20,0.611652743
2020-03-19,2020-03-28,MD,20,0.553167053
2020-03-20,2020-03-29,MD,20,0.546901565
2020-03-21,2020-03-30,MD,20,0.489609259
2020-03-22,2020-03-31,MD,20,0.459384856
2020-03-23,2020-04-01,MD,20,0.422199885
2020-03-24,2020-04-02,MD,20,0.397037771
2020-03-25,2020-04-03,MD,20,0.388071606
2020-03-26,2020-04-04,MD,20,0.404257802
2020-03-27,2020-04-05,MD,20,0.41278373
2020-03-28,2020-04-06,MD,20,0.396626988
2020-03-29,2020-04-07,MD,20,0.35384737
2020-03-30,2020-04-08,MD,20,0.280982919
2020-03-31,2020-04-09,MD,20,0.21586028
2020-04-01,2020-04-10,MD,20,0.164428102
2020-04-02,2020-04-11,MD,20,0.126759327
2020-04-03,2020-04-12,MD,20,0.110107558
2020-03-12,2020-03-21,ME,20,0.320520689
2020-03-13,2020-03-22,ME,20,0.353334991
2020-03-14,2020-03-23,ME,20,0.355944648
2020-03-15,2020-03-24,ME,20,0.357475057
2020-03-16,2020-03-25,ME,20,0.404521122
2020-03-17,2020-03-26,ME,20,0.369335936
2020-03-18,2020-03-27,ME,20,0.350905691
2020-03-19,2020-03-28,ME,20,0.343631346
2020-03-20,2020-03-29,ME,20,0.343633717
2020-03-21,2020-03-30,ME,20,0.333892668
2020-03-22,2020-03-31,ME,20,0.315999155
2020-03-23,2020-04-01,ME,20,0.256582834
2020-03-24,2020-04-02,ME,20,0.168450768
2020-03-25,2020-04-03,ME,20,0.111073967
2020-03-26,2020-04-04,ME,20,0.049749575
2020-03-27,2020-04-05,ME,20,0.007644099
2020-03-28,2020-04-06,ME,20,0.040826481
2020-03-29,2020-04-07,ME,20,0.098030569
2020-03-30,2020-04-08,ME,20,0.131253967
2020-03-31,2020-04-09,ME,20,0.123070185
2020-04-01,2020-04-10,ME,20,0.25862167
2020-04-02,2020-04-11,ME,20,0.272272407
2020-04-03,2020-04-12,ME,20,0.240696872
2020-03-10,2020-03-19,MI,20,1.044756645
2020-03-11,2020-03-20,MI,20,0.613009895
2020-03-12,2020-03-21,MI,20,0.460787852
2020-03-13,2020-03-22,MI,20,0.409058301
2020-03-14,2020-03-23,MI,20,0.412599793
2020-03-15,2020-03-24,MI,20,0.426378754
2020-03-16,2020-03-25,MI,20,0.449747058
2020-03-17,2020-03-26,MI,20,0.471469728
2020-03-18,2020-03-27,MI,20,0.490120009
2020-03-19,2020-03-28,MI,20,0.48986681
2020-03-20,2020-03-29,MI,20,0.4889191
2020-03-21,2020-03-30,MI,20,0.483980748
2020-03-22,2020-03-31,MI,20,0.423710562
2020-03-23,2020-04-01,MI,20,0.357432072
2020-03-24,2020-04-02,MI,20,0.298178616
2020-03-25,2020-04-03,MI,20,0.239806047
2020-03-26,2020-04-04,MI,20,0.184568624
2020-03-27,2020-04-05,MI,20,0.139572155
2020-03-28,2020-04-06,MI,20,0.099854253
2020-03-29,2020-04-07,MI,20,0.051710047
2020-03-30,2020-04-08,MI,20,0.013844752
2020-03-31,2020-04-09,MI,20,0
2020-04-01,2020-04-10,MI,20,0
2020-04-02,2020-04-11,MI,20,0
2020-04-03,2020-04-12,MI,20,0.01069397
2020-03-06,2020-03-15,MN,20,0.674066353
2020-03-07,2020-03-16,MN,20,0.624574544
2020-03-08,2020-03-17,MN,20,0.472034822
2020-03-09,2020-03-18,MN,20,0.417732895
2020-03-10,2020-03-19,MN,20,0.405715503
2020-03-11,2020-03-20,MN,20,0.4079294
2020-03-12,2020-03-21,MN,20,0.403435321
2020-03-13,2020-03-22,MN,20,0.407223469
2020-03-14,2020-03-23,MN,20,0.411736933
2020-03-15,2020-03-24,MN,20,0.405021689
2020-03-16,2020-03-25,MN,20,0.391952029
2020-03-17,2020-03-26,MN,20,0.370960674
2020-03-18,2020-03-27,MN,20,0.337403602
2020-03-19,2020-03-28,MN,20,0.284750223
2020-03-20,2020-03-29,MN,20,0.249824334
2020-03-21,2020-03-30,MN,20,0.210364258
2020-03-22,2020-03-31,MN,20,0.19130876
2020-03-23,2020-04-01,MN,20,0.223784899
2020-03-24,2020-04-02,MN,20,0.211407101
2020-03-25,2020-04-03,MN,20,0.202050792
2020-03-26,2020-04-04,MN,20,0.229415
2020-03-27,2020-04-05,MN,20,0.247624682
2020-03-28,2020-04-06,MN,20,0.261380985
2020-03-29,2020-04-07,MN,20,0.297513982
2020-03-30,2020-04-08,MN,20,0.31783353
2020-03-31,2020-04-09,MN,20,0.313407501
2020-04-01,2020-04-10,MN,20,0.296492765
2020-04-02,2020-04-11,MN,20,0.261325135
2020-04-03,2020-04-12,MN,20,0.236208671
2020-03-08,2020-03-17,MO,20,1.599460467
2020-03-09,2020-03-18,MO,20,0.562607578
2020-03-10,2020-03-19,MO,20,0.273909273
2020-03-11,2020-03-20,MO,20,0.346786689
2020-03-12,2020-03-21,MO,20,0.330322736
2020-03-13,2020-03-22,MO,20,0.344120629
2020-03-14,2020-03-23,MO,20,0.406599255
2020-03-15,2020-03-24,MO,20,0.468967183
2020-03-16,2020-03-25,MO,20,0.506872349
2020-03-17,2020-03-26,MO,20,0.53659245
2020-03-18,2020-03-27,MO,20,0.545294999
2020-03-19,2020-03-28,MO,20,0.501208129
2020-03-20,2020-03-29,MO,20,0.471369243
2020-03-21,2020-03-30,MO,20,0.396973218
2020-03-22,2020-03-31,MO,20,0.312454664
2020-03-23,2020-04-01,MO,20,0.257555336
2020-03-24,2020-04-02,MO,20,0.213678068
2020-03-25,2020-04-03,MO,20,0.194972902
2020-03-26,2020-04-04,MO,20,0.1976768
2020-03-27,2020-04-05,MO,20,0.190732226
2020-03-28,2020-04-06,MO,20,0.166288086
2020-03-29,2020-04-07,MO,20,0.102859731
2020-03-30,2020-04-08,MO,20,0.059747174
2020-03-31,2020-04-09,MO,20,0.05687647
2020-04-01,2020-04-10,MO,20,0.053836139
2020-04-02,2020-04-11,MO,20,0.055480844
2020-04-03,2020-04-12,MO,20,0.064401353
2020-03-12,2020-03-21,MS,20,0.616821927
2020-03-13,2020-03-22,MS,20,0.554521301
2020-03-14,2020-03-23,MS,20,0.493163617
2020-03-15,2020-03-24,MS,20,0.456328831
2020-03-16,2020-03-25,MS,20,0.454013854
2020-03-17,2020-03-26,MS,20,0.448711718
2020-03-18,2020-03-27,MS,20,0.441857865
2020-03-19,2020-03-28,MS,20,0.4365813
2020-03-20,2020-03-29,MS,20,0.415581342
2020-03-21,2020-03-30,MS,20,0.407966619
2020-03-22,2020-03-31,MS,20,0.387542518
2020-03-23,2020-04-01,MS,20,0.339999209
2020-03-24,2020-04-02,MS,20,0.281172691
2020-03-25,2020-04-03,MS,20,0.218172832
2020-03-26,2020-04-04,MS,20,0.197031432
2020-03-27,2020-04-05,MS,20,0.15003811
2020-03-28,2020-04-06,MS,20,0.13104338
2020-03-29,2020-04-07,MS,20,0.236451265
2020-03-30,2020-04-08,MS,20,0.231865986
2020-03-31,2020-04-09,MS,20,0.212656169
2020-04-01,2020-04-10,MS,20,0.208924321
2020-04-02,2020-04-11,MS,20,0.207290463
2020-04-03,2020-04-12,MS,20,0.283442114
2020-03-13,2020-03-22,MT,20,0.801983
2020-03-14,2020-03-23,MT,20,0.573792695
2020-03-15,2020-03-24,MT,20,0.422034629
2020-03-16,2020-03-25,MT,20,0.359635304
2020-03-17,2020-03-26,MT,20,0.331169637
2020-03-18,2020-03-27,MT,20,0.311344736
2020-03-19,2020-03-28,MT,20,0.300094289
2020-03-20,2020-03-29,MT,20,0.259349388
2020-03-21,2020-03-30,MT,20,0.226492442
2020-03-22,2020-03-31,MT,20,0.186727455
2020-03-23,2020-04-01,MT,20,0.149361677
2020-03-24,2020-04-02,MT,20,0.083080065
2020-03-25,2020-04-03,MT,20,0.026976167
2020-03-26,2020-04-04,MT,20,0
2020-03-27,2020-04-05,MT,20,0
2020-03-28,2020-04-06,MT,20,0
2020-03-29,2020-04-07,MT,20,0
2020-03-30,2020-04-08,MT,20,0
2020-03-31,2020-04-09,MT,20,0
2020-04-01,2020-04-10,MT,20,0
2020-04-02,2020-04-11,MT,20,0.091614083
2020-04-03,2020-04-12,MT,20,0.099595376
2020-03-03,2020-03-12,NC,20,0.78753291
2020-03-04,2020-03-13,NC,20,0.477866615
2020-03-05,2020-03-14,NC,20,0.270327105
2020-03-06,2020-03-15,NC,20,0.187336065
2020-03-07,2020-03-16,NC,20,0.327533253
2020-03-08,2020-03-17,NC,20,0.347237942
2020-03-09,2020-03-18,NC,20,0.361879721
2020-03-10,2020-03-19,NC,20,0.408962763
2020-03-11,2020-03-20,NC,20,0.459182544
2020-03-12,2020-03-21,NC,20,0.510071008
2020-03-13,2020-03-22,NC,20,0.558752037
2020-03-14,2020-03-23,NC,20,0.583574361
2020-03-15,2020-03-24,NC,20,0.612379865
2020-03-16,2020-03-25,NC,20,0.597956259
2020-03-17,2020-03-26,NC,20,0.497700932
2020-03-18,2020-03-27,NC,20,0.421974083
2020-03-19,2020-03-28,NC,20,0.390491814
2020-03-20,2020-03-29,NC,20,0.323533927
2020-03-21,2020-03-30,NC,20,0.304662918
2020-03-22,2020-03-31,NC,20,0.3020703
2020-03-23,2020-04-01,NC,20,0.274567171
2020-03-24,2020-04-02,NC,20,0.262469851
2020-03-25,2020-04-03,NC,20,0.236727143
2020-03-26,2020-04-04,NC,20,0.209927542
2020-03-27,2020-04-05,NC,20,0.183035523
2020-03-28,2020-04-06,NC,20,0.163250724
2020-03-29,2020-04-07,NC,20,0.162300308
2020-03-30,2020-04-08,NC,20,0.134337638
2020-03-31,2020-04-09,NC,20,0.111150165
2020-04-01,2020-04-10,NC,20,0.059110359
2020-04-02,2020-04-11,NC,20,0.044515281
2020-04-03,2020-04-12,NC,20,0.035024378
2020-03-12,2020-03-21,ND,20,0.343069965
2020-03-13,2020-03-22,ND,20,0.500849036
2020-03-14,2020-03-23,ND,20,0.530305845
2020-03-15,2020-03-24,ND,20,0.477741402
2020-03-16,2020-03-25,ND,20,0.452625998
2020-03-17,2020-03-26,ND,20,0.422213036
2020-03-18,2020-03-27,ND,20,0.407876421
2020-03-19,2020-03-28,ND,20,0.362271589
2020-03-20,2020-03-29,ND,20,0.340854022
2020-03-21,2020-03-30,ND,20,0.338083579
2020-03-22,2020-03-31,ND,20,0.289891609
2020-03-23,2020-04-01,ND,20,0.235011305
2020-03-24,2020-04-02,ND,20,0.195190325
2020-03-25,2020-04-03,ND,20,0.175958063
2020-03-26,2020-04-04,ND,20,0.166036975
2020-03-27,2020-04-05,ND,20,0.13701341
2020-03-28,2020-04-06,ND,20,0.170009881
2020-03-29,2020-04-07,ND,20,0.121626177
2020-03-30,2020-04-08,ND,20,0.119283746
2020-03-31,2020-04-09,ND,20,0.147712275
2020-04-01,2020-04-10,ND,20,0.1983055
2020-04-02,2020-04-11,ND,20,0.202212503
2020-04-03,2020-04-12,ND,20,0.205295496
2020-03-06,2020-03-15,NE,20,0.29308987
2020-03-07,2020-03-16,NE,20,0.316194416
2020-03-08,2020-03-17,NE,20,0.299775125
2020-03-09,2020-03-18,NE,20,0.321140417
2020-03-10,2020-03-19,NE,20,0.277858721
2020-03-11,2020-03-20,NE,20,0.325794334
2020-03-12,2020-03-21,NE,20,0.335366713
2020-03-13,2020-03-22,NE,20,0.427746229
2020-03-14,2020-03-23,NE,20,0.585122288
2020-03-15,2020-03-24,NE,20,0.621440562
2020-03-16,2020-03-25,NE,20,0.647649434
2020-03-17,2020-03-26,NE,20,0.642793715
2020-03-18,2020-03-27,NE,20,0.633346714
2020-03-19,2020-03-28,NE,20,0.635704113
2020-03-20,2020-03-29,NE,20,0.585933094
2020-03-21,2020-03-30,NE,20,0.546006909
2020-03-22,2020-03-31,NE,20,0.478429524
2020-03-23,2020-04-01,NE,20,0.422342142
2020-03-24,2020-04-02,NE,20,0.384471693
2020-03-25,2020-04-03,NE,20,0.367348256
2020-03-26,2020-04-04,NE,20,0.360821361
2020-03-27,2020-04-05,NE,20,0.322909203
2020-03-28,2020-04-06,NE,20,0.307221735
2020-03-29,2020-04-07,NE,20,0.271488492
2020-03-30,2020-04-08,NE,20,0.233762496
2020-03-31,2020-04-09,NE,20,0.1899665
2020-04-01,2020-04-10,NE,20,0.157685402
2020-04-02,2020-04-11,NE,20,0.12814677
2020-04-03,2020-04-12,NE,20,0.098831288
2020-03-02,2020-03-11,NH,20,1.242660257
2020-03-03,2020-03-12,NH,20,0.571404155
2020-03-04,2020-03-13,NH,20,0.303885904
2020-03-05,2020-03-14,NH,20,0.365622637
2020-03-06,2020-03-15,NH,20,0.367926971
2020-03-07,2020-03-16,NH,20,0.382461674
2020-03-08,2020-03-17,NH,20,0.385850329
2020-03-09,2020-03-18,NH,20,0.402121587
2020-03-10,2020-03-19,NH,20,0.427000815
2020-03-11,2020-03-20,NH,20,0.457352549
2020-03-12,2020-03-21,NH,20,0.477926923
2020-03-13,2020-03-22,NH,20,0.49597694
2020-03-14,2020-03-23,NH,20,0.510914693
2020-03-15,2020-03-24,NH,20,0.509653722
2020-03-16,2020-03-25,NH,20,0.515435767
2020-03-17,2020-03-26,NH,20,0.507921168
2020-03-18,2020-03-27,NH,20,0.495147257
2020-03-19,2020-03-28,NH,20,0.495018602
2020-03-20,2020-03-29,NH,20,0.477036072
2020-03-21,2020-03-30,NH,20,0.447139741
2020-03-22,2020-03-31,NH,20,0.407193137
2020-03-23,2020-04-01,NH,20,0.359093904
2020-03-24,2020-04-02,NH,20,0.257643778
2020-03-25,2020-04-03,NH,20,0.184877272
2020-03-26,2020-04-04,NH,20,0.105703651
2020-03-27,2020-04-05,NH,20,0.056163261
2020-03-28,2020-04-06,NH,20,0.027147182
2020-03-29,2020-04-07,NH,20,0.044879634
2020-03-30,2020-04-08,NH,20,0.061454877
2020-03-31,2020-04-09,NH,20,0.086684981
2020-04-01,2020-04-10,NH,20,0.052128743
2020-04-02,2020-04-11,NH,20,0.136766218
2020-04-03,2020-04-12,NH,20,0.167851787
2020-03-05,2020-03-14,NJ,20,1.668512769
2020-03-06,2020-03-15,NJ,20,0.529426409
2020-03-07,2020-03-16,NJ,20,0.228875338
2020-03-08,2020-03-17,NJ,20,0.121889136
2020-03-09,2020-03-18,NJ,20,0.297526639
2020-03-10,2020-03-19,NJ,20,0.326796126
2020-03-11,2020-03-20,NJ,20,0.356359861
2020-03-12,2020-03-21,NJ,20,0.401877244
2020-03-13,2020-03-22,NJ,20,0.485792344
2020-03-14,2020-03-23,NJ,20,0.557349912
2020-03-15,2020-03-24,NJ,20,0.612789494
2020-03-16,2020-03-25,NJ,20,0.643798619
2020-03-17,2020-03-26,NJ,20,0.659960088
2020-03-18,2020-03-27,NJ,20,0.588671046
2020-03-19,2020-03-28,NJ,20,0.522249298
2020-03-20,2020-03-29,NJ,20,0.457097454
2020-03-21,2020-03-30,NJ,20,0.410650177
2020-03-22,2020-03-31,NJ,20,0.361387605
2020-03-23,2020-04-01,NJ,20,0.309181668
2020-03-24,2020-04-02,NJ,20,0.242234801
2020-03-25,2020-04-03,NJ,20,0.171556949
2020-03-26,2020-04-04,NJ,20,0.130079758
2020-03-27,2020-04-05,NJ,20,0.105978783
2020-03-28,2020-04-06,NJ,20,0.081048939
2020-03-29,2020-04-07,NJ,20,0.068971911
2020-03-30,2020-04-08,NJ,20,0.066613513
2020-03-31,2020-04-09,NJ,20,0.043332066
2020-04-01,2020-04-10,NJ,20,0.040270897
2020-04-02,2020-04-11,NJ,20,0.034519095
2020-04-03,2020-04-12,NJ,20,0.045350277
2020-03-11,2020-03-20,NM,20,0.54070372
2020-03-12,2020-03-21,NM,20,0.616071324
2020-03-13,2020-03-22,NM,20,0.61963978
2020-03-14,2020-03-23,NM,20,0.56061597
2020-03-15,2020-03-24,NM,20,0.536734843
2020-03-16,2020-03-25,NM,20,0.508813022
2020-03-17,2020-03-26,NM,20,0.498239195
2020-03-18,2020-03-27,NM,20,0.469318406
2020-03-19,2020-03-28,NM,20,0.450282464
2020-03-20,2020-03-29,NM,20,0.446662233
2020-03-21,2020-03-30,NM,20,0.461316892
2020-03-22,2020-03-31,NM,20,0.446761988
2020-03-23,2020-04-01,NM,20,0.441935197
2020-03-24,2020-04-02,NM,20,0.415628987
2020-03-25,2020-04-03,NM,20,0.392607972
2020-03-26,2020-04-04,NM,20,0.376704146
2020-03-27,2020-04-05,NM,20,0.399413956
2020-03-28,2020-04-06,NM,20,0.342716936
2020-03-29,2020-04-07,NM,20,0.288021338
2020-03-30,2020-04-08,NM,20,0.238866442
2020-03-31,2020-04-09,NM,20,0.168822689
2020-04-01,2020-04-10,NM,20,0.115261272
2020-04-02,2020-04-11,NM,20,0.081681238
2020-04-03,2020-04-12,NM,20,0.121299357
2020-03-05,2020-03-14,NV,20,1.012501879
2020-03-06,2020-03-15,NV,20,0.517881444
2020-03-07,2020-03-16,NV,20,0.318380829
2020-03-08,2020-03-17,NV,20,0.256213567
2020-03-09,2020-03-18,NV,20,0.279968846
2020-03-10,2020-03-19,NV,20,0.338920958
2020-03-11,2020-03-20,NV,20,0.357443204
2020-03-12,2020-03-21,NV,20,0.382278028
2020-03-13,2020-03-22,NV,20,0.424602008
2020-03-14,2020-03-23,NV,20,0.469873731
2020-03-15,2020-03-24,NV,20,0.508453816
2020-03-16,2020-03-25,NV,20,0.520812524
2020-03-17,2020-03-26,NV,20,0.531090339
2020-03-18,2020-03-27,NV,20,0.476289229
2020-03-19,2020-03-28,NV,20,0.41594418
2020-03-20,2020-03-29,NV,20,0.371348925
2020-03-21,2020-03-30,NV,20,0.28370574
2020-03-22,2020-03-31,NV,20,0.224116538
2020-03-23,2020-04-01,NV,20,0.178750468
2020-03-24,2020-04-02,NV,20,0.128173834
2020-03-25,2020-04-03,NV,20,0.128868678
2020-03-26,2020-04-04,NV,20,0.134901143
2020-03-27,2020-04-05,NV,20,0.075223183
2020-03-28,2020-04-06,NV,20,0.04879374
2020-03-29,2020-04-07,NV,20,0.049718549
2020-03-30,2020-04-08,NV,20,0
2020-03-31,2020-04-09,NV,20,0
2020-04-01,2020-04-10,NV,20,0
2020-04-02,2020-04-11,NV,20,0
2020-04-03,2020-04-12,NV,20,0.091837215
2020-03-02,2020-03-11,NY,20,1.586320585
2020-03-03,2020-03-12,NY,20,0.421601585
2020-03-04,2020-03-13,NY,20,0.062927612
2020-03-05,2020-03-14,NY,20,0
2020-03-06,2020-03-15,NY,20,0.222879183
2020-03-07,2020-03-16,NY,20,0.211539294
2020-03-08,2020-03-17,NY,20,0.360629575
2020-03-09,2020-03-18,NY,20,0.437619438
2020-03-10,2020-03-19,NY,20,0.4940179
2020-03-11,2020-03-20,NY,20,0.562502523
2020-03-12,2020-03-21,NY,20,0.609083932
2020-03-13,2020-03-22,NY,20,0.630391708
2020-03-14,2020-03-23,NY,20,0.548960172
2020-03-15,2020-03-24,NY,20,0.456688839
2020-03-16,2020-03-25,NY,20,0.37513896
2020-03-17,2020-03-26,NY,20,0.310017873
2020-03-18,2020-03-27,NY,20,0.266826024
2020-03-19,2020-03-28,NY,20,0.245631041
