fips,Asthma,COPD,Current.Smoker.Status,Diabetes,Kidney.Disease,Percent.of.pop.AIAN,HIV.Prevalence,Adult.Obesity,Percent.of.pop.65.,Avg.Res.Per.Day,Heart.Disease,Cancer,Organ.Transplant.Pct,f0886817,f0892117,f1256517,f0913917,f0913317,f1330917,f1130917,f1266417,f0931717,f0932017,f1321418,f1321818,f1321918,f1322018,f1525319,f1331817,f1392917,f1393717,f1198418,f1484010,f1348310,f0453110,f0453210,f0453310,f1332610,f1332710,f0453510,f1332810,f0453610,f1463510,f1433613,f1433713,f1491610,f1139619,f1319118,f1419612,f1193515,f1193615,f1194115,f1433913,f1434013,f1434113,f1434213,f1434313,f1434413,f1322317,f1440813,f1408416,f1547217,f1546116,f0679218,f0679418,f0679518,f1461311,f1461413,f1351510,f1492110,HPSA.Score,HPSA.Designation.Population,HPSA.Estimated.Underserved.Population,Total.workers
1021,82.42038217,84.96815287,75.54140127,93.75796178,81.33757962,18.69426752,45.79316389,81.99044586,27.75477707,51.11464968,88.53503185,93.94904459,37.92993631,45.22332506,45.58002481,71.77419355,69.40136476,42.78846154,45.70409429,42.63337469,46.6191067,40.53970223,40.98945409,74.27063935,57.13842334,36.29733085,27.90192427,64.26799007,60.25124069,65.80334988,46.99131514,65.47656007,62.35658915,26.82170543,65.33333333,71.84496124,54.31141439,52.93023256,81.70542636,75.6124031,54.71317829,69.79844961,65.78784119,71.58385093,62.01863354,24.8372093,62.42443525,64.51010886,66.17647059,9.552656104,60.52631579,67.53532182,70.79192547,71.72360248,62.77950311,66.84782609,64.56521739,61.98757764,69.02260427,73.15217391,70.80547596,65.74339382,67.08645337,64.2435539,60.11183597,39.77943461,39.65195774,50.18639329,64.15503876,25.62790698,20.15455951,20.15455951,20.17001546,71.7348154
1023,87.03821656,88.78980892,80.95541401,96.40127389,86.17834395,15.44585987,76.48992112,95.06369427,82.67515924,19.04458599,88.53503185,93.94904459,37.92993631,45.22332506,36.87965261,28.30334988,28.90818859,42.78846154,45.70409429,42.63337469,46.6191067,40.53970223,40.98945409,54.60893855,74.3327126,36.29733085,68.68404718,47.08436725,20.93672457,22.08436725,46.99131514,28.43837318,33.00775194,75.9379845,20.68217054,76.26356589,9.599875931,10.55813953,6.542635659,11.1627907,8.775193798,6.88372093,34.4292804,8.47826087,16.92546584,10.94573643,26.28062361,34.16796267,36.21751026,NA,NA,33.12401884,46.04037267,44.62732919,42.04968944,28.44720497,27.04968944,27.06521739,42.42279529,83.22981366,48.96529768,29.417383,50.20422056,23.82727555,30.38210624,84.17210314,3.356121815,8.325566946,32.35658915,10.94573643,20.15455951,20.15455951,20.17001546,2.858277094
1025,88.50318471,89.87261146,82.1656051,97.03821656,85.76433121,20.70063694,62.66432954,57.7866242,59.58598726,55.22292994,88.53503185,93.94904459,37.92993631,76.08560794,55.59863524,28.30334988,28.90818859,42.78846154,45.70409429,42.63337469,46.6191067,40.53970223,40.98945409,74.27063935,94.55307263,36.29733085,85.35071384,17.99007444,20.93672457,22.08436725,46.99131514,47.3144986,51.28682171,49.82945736,36.31007752,84.40310078,45.03722084,43.08527132,36.58914729,22.60465116,28.35658915,25.17829457,52.94665012,16.33540373,41.44409938,32.12403101,45.72064906,52.56609642,54.95896033,NA,20.49509367,49.74882261,73.33850932,52.90372671,47.20496894,47.39130435,39.67391304,49.11490683,61.47723655,89.51863354,65.9025788,48.71060172,45.84751532,37.24759242,53.68126747,95.24697111,25.21752641,12.61261261,50.60465116,33.20930233,20.15455951,20.15455951,20.17001546,1.032155617
1027,83.28025478,86.24203822,76.68789809,94.26751592,83.28025478,79.8089172,65.99474145,93.64649682,67.3089172,87.51592357,88.53503185,93.94904459,37.92993631,45.22332506,70.53349876,28.30334988,28.90818859,42.78846154,45.70409429,42.63337469,46.6191067,40.53970223,40.98945409,54.60893855,23.24643079,36.29733085,68.68404718,47.08436725,20.93672457,22.08436725,46.99131514,29.05929835,31.86046512,65.89147287,30.51162791,61.72093023,29.32692308,20,6.542635659,38.26356589,35.27131783,33.20930233,33.59181141,32.39130435,16.92546584,10.94573643,35.69837735,33.1881804,32.79753762,NA,4.192685103,32.62166405,37.77950311,39.92236025,35.0931677,33.05900621,28.22981366,27.45341615,34.65456861,71.86335404,30.08595989,29.9904489,NA,30.41317179,27.67940354,49.47188568,21.73710379,4.131717925,30.63565891,10.94573643,20.15455951,20.15455951,20.17001546,4.724096864
1029,80.22292994,84.39490446,75.15923567,93.18471338,81.43312102,47.92993631,49.75898335,79.8566879,57.6433121,51.14649682,88.53503185,93.94904459,37.92993631,10.98014888,10.98014888,28.30334988,28.90818859,42.78846154,45.70409429,42.63337469,46.6191067,40.53970223,40.98945409,20.43761639,23.24643079,36.29733085,27.90192427,47.08436725,20.93672457,22.08436725,46.99131514,32.75380317,31.00775194,53.28682171,36.37209302,45.10077519,27.52791563,19.27131783,54.62015504,36.24806202,25.75193798,27.96899225,36.04218362,30.85403727,38.81987578,10.94573643,28.53961184,32.08398134,33.85772914,NA,28.18911686,36.56200942,42.6242236,40.10869565,41.02484472,30.69875776,31.90993789,31.58385093,34.7182426,71.86335404,36.43744031,33.77905126,NA,29.54333644,28.72009941,58.6517552,46.78371659,13.42031687,30.41860465,10.94573643,20.15455951,20.15455951,20.17001546,NA
1031,59.74522293,71.21019108,62.6433121,86.91082803,73.85350318,83.40764331,60.29798422,58.55095541,32.4522293,18.69426752,88.53503185,93.94904459,37.92993631,45.22332506,58.77791563,28.30334988,28.90818859,42.78846154,45.70409429,42.63337469,46.6191067,40.53970223,40.98945409,74.27063935,23.24643079,76.70701428,85.35071384,47.08436725,20.93672457,22.08436725,46.99131514,69.79199007,68.58914729,26.82170543,65.64341085,80.68217054,79.2028536,75.68992248,86.88372093,73.39534884,73.27131783,68.7751938,69.85111663,69.31677019,67.95031056,61.03875969,81.3235762,68.33592535,62.89329685,NA,55.46387154,67.72370487,67.3447205,70.41925466,68.47826087,69.72049689,68.50931677,72.3447205,71.34670487,54.72049689,69.78669214,70.04138809,63.54663036,66.26281454,64.16589003,49.47188568,69.00248602,63.15625971,68.55813953,61.02325581,20.15455951,20.15455951,20.17001546,42.59626836
1033,69.14012739,76.91082803,67.5477707,89.96815287,76.62420382,75.03184713,40.40315513,33.07324841,62.75477707,66.87898089,88.53503185,93.94904459,37.92993631,76.08560794,81.97890819,71.77419355,80.47456576,42.78846154,94.40136476,42.63337469,46.6191067,40.53970223,40.98945409,20.43761639,57.13842334,36.29733085,68.68404718,47.08436725,84.04156328,70.14578164,46.99131514,70.69233157,74.60465116,64.24806202,70.07751938,81.45736434,65.64826303,62.93023256,68.89922481,56.17054264,66.60465116,52.46511628,72.6426799,57.90372671,38.81987578,64.29457364,69.13776647,73.62363919,70.51983584,26.88723206,73.41659233,75.82417582,74.44099379,76.08695652,76.11801242,71.25776398,73.19875776,66.67701863,72.3654887,59.17701863,71.90385228,70.64629099,72.49829816,68.99658279,70.98477788,68.57719789,38.92169049,42.80832557,71.72093023,65.25581395,20.15455951,20.15455951,20.17001546,28.66216753
1035,92.80254777,92.99363057,88.66242038,98.66242038,91.21019108,65.66878981,84.66257669,97.29299363,80.27070064,41.46496815,88.53503185,93.94904459,37.92993631,45.22332506,46.35545906,28.30334988,28.90818859,42.78846154,45.70409429,42.63337469,46.6191067,40.53970223,40.98945409,74.27063935,57.13842334,36.29733085,68.68404718,64.26799007,20.93672457,22.08436725,46.99131514,27.25861534,31.03875969,73.31782946,18.07751938,76.55813953,24.58126551,14.54263566,17.68992248,29.00775194,21.68992248,16.52713178,32.72332506,16.00931677,16.92546584,28.26356589,29.0009545,32.53499222,38.50889193,NA,10.72702944,31.64835165,43.21428571,45.85403727,37.4689441,28.85093168,20.80745342,13.50931677,41.32441897,91.22670807,50.0159185,28.49411016,NA,22.73998136,27.86579683,80.08698354,8.017402113,16.57347002,31.56589147,28.04651163,20.15455951,20.15455951,20.17001546,4.922588329
1037,77.42038217,81.40127389,72.3566879,92.13375796,79.29936306,16.17834395,58.41367222,92.6433121,81.13057325,47.48407643,88.53503185,93.94904459,37.92993631,10.98014888,10.98014888,28.30334988,28.90818859,42.78846154,45.70409429,42.63337469,46.6191067,40.53970223,40.98945409,20.43761639,57.13842334,36.29733085,27.90192427,17.99007444,20.93672457,22.08436725,46.99131514,23.93666563,26.26356589,80.21705426,20.49612403,69.39534884,22.65818859,13.70542636,62.88372093,33.96899225,17.20930233,22.20155039,29.52853598,10.66770186,16.92546584,10.94573643,28.31689469,26.23639191,23.15321477,NA,1.449598573,27.55102041,22.93478261,40.01552795,28.54037267,30.27950311,21.36645963,16.47515528,27.49124483,44.13043478,29.89493792,23.68672397,NA,21.90121156,22.4759242,58.6517552,14.80733375,12.78347313,29.33333333,10.94573643,20.15455951,20.15455951,20.17001546,27.23302898
1039,78.88535032,82.77070064,73.75796178,92.80254777,79.84076433,30.44585987,61.39351446,40.12738854,72.77070064,94.42675159,88.53503185,93.94904459,37.92993631,76.08560794,72.67369727,28.30334988,28.90818859,42.78846154,45.70409429,42.63337469,46.6191067,40.53970223,40.98945409,74.27063935,74.3327126,36.29733085,85.35071384,17.99007444,20.93672457,22.08436725,46.99131514,60.44706613,67.59689922,68.89922481,61.02325581,73.27131783,61.44540943,55.70542636,17.68992248,33.96899225,55.42635659,37.27131783,63.61662531,35.13975155,59.58074534,37.86046512,65.19249125,65.62986003,64.87688098,21.38863001,50.33452275,69.04238619,68.78881988,63.10559006,66.66149068,66.11801242,60.37267081,57.4689441,65.83890481,64.09937888,70.43935053,59.88538682,57.0115725,58.18577198,60.56228642,68.57719789,33.14170292,21.91674433,63.62790698,38.82170543,20.15455951,20.15455951,20.17001546,45.09726082
1041,78.91719745,82.67515924,72.48407643,92.51592357,82.10191083,77.42038217,75.17528484,83.45541401,52.80254777,70,88.53503185,93.94904459,37.92993631,76.08560794,64.42307692,28.30334988,28.90818859,42.78846154,45.70409429,86.21277916,46.6191067,81.60669975,85.88709677,54.60893855,57.13842334,36.29733085,27.90192427,47.08436725,20.93672457,22.08436725,46.99131514,30.33219497,29.24031008,54.26356589,27.53488372,67.79844961,30.13337469,59.65891473,50.27906977,29.25581395,31.62790698,20.17054264,34.18114144,34.25465839,16.92546584,10.94573643,30.95768374,32.25505443,36.14911081,NA,20.49509367,33.94034537,37.48447205,47.45341615,33.30745342,30.65217391,27.51552795,31.78571429,38.65011143,64.09937888,43.5370901,32.26679401,29.40776038,31.78005592,29.90059025,55.80925753,8.530142946,10.20503262,30.51162791,10.94573643,20.15455951,20.15455951,20.17001546,12.18737594
1043,77.22929936,82.61146497,74.7133758,92.5477707,79.7133758,64.29936306,29.05346188,77.5955414,49.53821656,87.2611465,88.53503185,93.94904459,37.92993631,45.22332506,68.22270471,71.77419355,79.21836228,42.78846154,45.70409429,42.63337469,46.6191067,40.53970223,40.98945409,82.97641217,84.761018,76.70701428,85.35071384,47.08436725,80.14888337,77.71401985,46.99131514,78.57808134,80.86821705,47.06976744,80.65116279,50.8372093,73.1544665,68.7751938,66.85271318,74.66666667,67.64341085,70.09302326,79.21836228,71.86335404,53.19875776,34.66666667,77.28285078,80.49766719,77.9753762,38.11742777,83.60838537,82.16640502,81.89440994,81.30434783,82.14285714,81.33540373,76.69254658,73.57142857,78.35084368,56.13354037,77.33205985,78.09614772,74.09802587,78.12985399,74.3398571,29.68313141,52.99875699,39.23578751,79.00775194,36.72868217,20.15455951,20.15455951,20.17001546,62.92179436
1045,79.55414013,83.24840764,73.63057325,92.96178344,81.01910828,73.28025478,77.95793164,79.15605096,30.36624204,90.15923567,88.53503185,93.94904459,37.92993631,45.22332506,58.37468983,28.30334988,28.90818859,42.78846154,45.70409429,42.63337469,46.6191067,40.53970223,40.98945409,74.27063935,23.24643079,36.29733085,85.35071384,47.08436725,20.93672457,22.08436725,46.99131514,68.3328159,66.79069767,18.01550388,65.5503876,82.60465116,71.47952854,73.73643411,78.80620155,64.86821705,76.15503876,67.2248062,70.25434243,64.34782609,69.56521739,57.5503876,80.8781419,68.55365474,66.86046512,NA,60.52631579,68.97959184,74.7826087,70.88509317,72.04968944,68.04347826,67.01863354,65.96273292,73.09773957,73.92857143,76.18592805,69.18178924,68.0735194,65.26871699,64.89593041,58.6517552,41.15910503,48.1360671,68.99224806,58.3875969,20.15455951,20.15455951,20.17001546,18.22151647
1047,94.96815287,94.29936306,91.65605096,99.36305732,91.56050955,9.140127389,91.10429448,97.4044586,37.10191083,95.35031847,88.53503185,93.94904459,37.92993631,45.22332506,72.96836228,71.77419355,77.94665012,88.95781638,45.70409429,42.63337469,46.6191067,40.53970223,40.98945409,82.97641217,23.24643079,36.29733085,68.68404718,64.26799007,73.99193548,22.08436725,46.99131514,61.44054641,63.84496124,27.50387597,33.76744186,92.62015504,39.77977667,55.03875969,56.60465116,26.24806202,41.34883721,28.13953488,68.02109181,49.31677019,16.92546584,62.62015504,59.17912822,66.00311042,78.65937073,NA,42.8412132,69.46624804,83.24534161,72.84161491,75.27950311,63.97515528,53.26086957,54.09937888,77.58675581,95.41925466,84.59089462,63.29194524,72.49829816,56.9120845,68.49953402,92.28021125,18.53635799,24.38645542,65.70542636,62.62015504,20.15455951,20.15455951,20.17001546,50.2977372
1049,89.64968153,91.01910828,84.68152866,97.57961783,87.96178344,84.74522293,35.03505697,24.87261146,32.4522293,65.03184713,88.53503185,93.94904459,37.92993631,45.22332506,68.22270471,28.30334988,28.90818859,42.78846154,45.70409429,42.63337469,46.6191067,40.53970223,40.98945409,74.27063935,94.55307263,36.29733085,68.68404718,73.6662531,20.93672457,22.08436725,46.99131514,76.21856566,75.62790698,26.35658915,76.68217054,53.86046512,83.808933,60.8372093,90.31007752,90.35658915,76.99224806,82.79069767,75.18610422,82.29813665,86.59937888,23.59689922,68.15144766,75.86314152,79.2749658,49.25442684,79.03657449,78.02197802,80.74534161,79.45652174,80.71428571,76.95652174,73.75776398,65.34161491,81.7574021,80.94720497,82.9353709,75.39000318,70.1837985,74.58838148,72.44485865,46.41192917,38.16034804,19.66449208,75.72093023,23.72093023,20.15455951,20.15455951,20.17001546,63.31877729
1051,45.54140127,61.62420382,52.96178344,79.61783439,67.29299363,43.43949045,74.80280456,59.28343949,18.13694268,65.95541401,88.53503185,93.94904459,37.92993631,76.08560794,65.01240695,28.30334988,28.90818859,42.78846154,45.70409429,42.63337469,46.6191067,40.53970223,40.98945409,74.27063935,90.98386096,36.29733085,68.68404718,47.08436725,20.93672457,22.08436725,46.99131514,78.23657249,74.51162791,28.23255814,76.7751938,87.90697674,66.71836228,73.25581395,83.06976744,65.48837209,72.31007752,62.75968992,79.34243176,65.1242236,66.56832298,54.26356589,82.50079542,77.91601866,72.40082079,9.552656104,72.12310437,77.61381476,73.16770186,72.4378882,74.9068323,76.92546584,77.79503106,79.59627329,74.21203438,38.41614907,77.17287488,78.2553327,77.73995916,77.9434607,74.93010252,32.80521901,71.34866377,77.55514135,76.65116279,50.03100775,20.15455951,20.15455951,20.17001546,22.74712187
1053,89.84076433,91.33757962,85.1910828,97.80254777,88.34394904,92.77070064,74.84662577,89.8566879,42.51592357,42.10191083,88.53503185,93.94904459,37.92993631,76.08560794,61.81761787,71.77419355,74.25558313,42.78846154,45.70409429,42.63337469,46.6191067,40.53970223,40.98945409,82.97641217,90.98386096,36.29733085,68.68404718,79.18734491,60.25124069,70.14578164,46.99131514,60.07451102,61.79844961,39.81395349,52.68217054,85.33333333,86.7866005,46.21705426,58.41860465,49.13178295,58.01550388,44.49612403,63.8337469,34.9068323,58.15217391,44.66666667,60.41998091,62.42612753,65.18467852,15.70363467,42.8412132,66.90737834,72.39130435,69.30124224,67.5621118,58.13664596,52.70186335,50.48136646,71.48997135,86.92546584,72.52467367,57.6567972,62.69571137,55.76265921,58.04597701,68.57719789,33.42137974,19.91301646,59.13178295,50.24806202,20.15455951,20.15455951,20.17001546,35.13298928
1055,76.46496815,81.24203822,71.94267516,92.2611465,78.59872611,63.53503185,68.49255039,67.99363057,52.80254777,75.54140127,88.53503185,93.94904459,37.92993631,90.29156328,90.53970223,71.77419355,91.54776675,42.78846154,45.70409429,88.0117866,46.6191067,89.46960298,93.37779156,87.29050279,57.13842334,86.57666046,93.12538796,92.24565757,87.98076923,73.43362283,46.99131514,81.37224464,84.89922481,49.82945736,82.13953488,87.84496124,74.50372208,76.12403101,91.44186047,76.65116279,76.60465116,70.04651163,83.46774194,76.08695652,75.77639752,70,81.03722558,84.91446345,84.8495212,67.38117428,87.9794826,86.84458399,83.66459627,87.17391304,87.79503106,82.82608696,81.05590062,76.45962733,86.34192932,66.04037267,83.47659981,80.73861827,80.83730429,79.8695247,80.08698354,55.80925753,39.82287135,36.25349487,83.10077519,71.92248062,20.15455951,20.15455951,20.17001546,31.32195316
1057,85.31847134,87.3566879,78.18471338,95.50955414,84.9044586,3.646496815,40.2936021,94.44267516,72.77070064,90.92356688,88.53503185,93.94904459,37.92993631,45.22332506,74.84491315,71.77419355,69.40136476,42.78846154,45.70409429,42.63337469,46.6191067,40.53970223,40.98945409,54.60893855,23.24643079,36.29733085,27.90192427,17.99007444,65.8808933,22.08436725,46.99131514,35.48587395,40.31007752,69.62790698,38.3255814,60.96124031,28.02419355,28.09302326,6.542635659,29.58139535,27.33333333,20.17054264,41.191067,17.2515528,16.92546584,28.88372093,37.78237353,43.60808709,38.54309166,NA,25.78055308,42.84144427,48.94409938,48.35403727,42.87267081,40.51242236,37.08074534,30.90062112,43.61668259,67.36024845,49.63387456,36.35784782,NA,32.49456353,31.23640882,55.80925753,11.93287756,8.620689655,37.1627907,29.56589147,20.15455951,20.15455951,20.17001546,6.470821755
