"county","cntyname","LandSQMI","afact"
"29051","Cole MO",393.75,1 
"29053","Cooper MO",564.765,1 
"29055","Crawford MO",742.517,1 
"29057","Dade MO",490.012,1 
"29059","Dallas MO",540.77,1 
"29061","Daviess MO",563.24,1 
"29063","DeKalb MO",421.356,1 
"29065","Dent MO",752.79,1 
"29067","Douglas MO",813.632,1 
"29069","Dunklin MO",541.069,1 
"29071","Franklin MO",922.681,1 
"29073","Gasconade MO",517.803,1 
"29075","Gentry MO",491.422,1 
"29077","Greene MO",675.304,1 
"29079","Grundy MO",435.276,1 
"29081","Harrison MO",722.504,1 
"29083","Henry MO",696.947,1 
"29085","Hickory MO",399.091,1 
"29087","Holt MO",462.693,1 
"29089","Howard MO",463.849,1 
"29091","Howell MO",927.248,1 
"29093","Iron MO",550.259,1 
"29095","Jackson MO",604.462,1 
"29097","Jasper MO",638.487,1 
"29099","Jefferson MO",656.629,1 
"29101","Johnson MO",829.282,1 
"29103","Knox MO",504.011,1 
"29105","Laclede MO",764.717,1 
"29107","Lafayette MO",628.433,1 
"29109","Lawrence MO",611.737,1 
"29111","Lewis MO",505.042,1 
"29113","Lincoln MO",626.556,1 
"29115","Linn MO",615.564,1 
"29117","Livingston MO",532.329,1 
"29119","McDonald MO",539.48,1 
"29121","Macon MO",801.227,1 
"29123","Madison MO",494.39,1 
"29125","Maries MO",526.979,1 
"29127","Marion MO",436.924,1 
"29129","Mercer MO",453.835,1 
"29131","Miller MO",592.595,1 
"29133","Mississippi MO",411.583,1 
"29135","Moniteau MO",415.025,1 
"29137","Monroe MO",647.653,1 
"29139","Montgomery MO",536.247,1 
"29141","Morgan MO",597.631,1 
"29143","New Madrid MO",674.84,1 
"29145","Newton MO",624.765,1 
"29147","Nodaway MO",876.964,1 
"29149","Oregon MO",789.796,1 
"29151","Osage MO",604.346,1 
"29153","Ozark MO",744.972,1 
"29155","Pemiscot MO",492.544,1 
"29157","Perry MO",474.354,1 
"29159","Pettis MO",682.222,1 
"29161","Phelps MO",671.784,1 
"29163","Pike MO",670.438,1 
"29165","Platte MO",420.19,1 
"29167","Polk MO",635.523,1 
"29169","Pulaski MO",547.099,1 
"29171","Putnam MO",517.317,1 
"29173","Ralls MO",469.781,1 
"29175","Randolph MO",482.684,1 
"29177","Ray MO",568.805,1 
"29179","Reynolds MO",808.478,1 
"29181","Ripley MO",629.537,1 
"29183","St. Charles MO",560.435,1 
"29185","St. Clair MO",669.983,1 
"29186","Ste. Genevieve MO",499.153,1 
"29187","St. Francois MO",451.887,1 
"29189","St. Louis MO",507.8,1 
"29195","Saline MO",755.504,1 
"29197","Schuyler MO",307.303,1 
"29199","Scotland MO",436.671,1 
"29201","Scott MO",419.99,1 
"29203","Shannon MO",1003.82,1 
"29205","Shelby MO",500.864,1 
"29207","Stoddard MO",823.222,1 
"29209","Stone MO",464.033,1 
"29211","Sullivan MO",647.981,1 
"29213","Taney MO",632.436,1 
"29215","Texas MO",1177.266,1 
"29217","Vernon MO",826.398,1 
"29219","Warren MO",428.601,1 
"29221","Washington MO",759.913,1 
"29223","Wayne MO",759.176,1 
"29225","Webster MO",592.562,1 
"29227","Worth MO",266.613,1 
"29229","Wright MO",681.771,1 
"29510","St. Louis city MO",61.909,1 
"30001","Beaverhead MT",5541.624,1 
"30003","Big Horn MT",4995.462,1 
"30005","Blaine MT",4227.546,1 
"30007","Broadwater MT",1192.541,1 
"30009","Carbon MT",2048.788,1 
"30011","Carter MT",3340.752,1 
"30013","Cascade MT",2698.158,1 
"30015","Chouteau MT",3972.488,1 
"30017","Custer MT",3783.362,1 
"30019","Daniels MT",1426.105,1 
"30021","Dawson MT",2371.865,1 
"30023","Deer Lodge MT",736.53,1 
"30025","Fallon MT",1620.772,1 
"30027","Fergus MT",4339.803,1 
"30029","Flathead MT",5087.66,1 
"30031","Gallatin MT",2602.689,1 
"30033","Garfield MT",4675.356,1 
"30035","Glacier MT",2995.937,1 
"30037","Golden Valley MT",1175.342,1 
"30039","Granite MT",1727.415,1 
"30041","Hill MT",2898.955,1 
"30043","Jefferson MT",1656.257,1 
"30045","Judith Basin MT",1869.821,1 
"30047","Lake MT",1490.15,1 
"30049","Lewis and Clark MT",3458.828,1 
"30051","Liberty MT",1430.045,1 
"30053","Lincoln MT",3612.916,1 
"30055","McCone MT",2643.172,1 
"30057","Madison MT",3587.484,1 
"30059","Meagher MT",2391.913,1 
"30061","Mineral MT",1219.437,1 
"30063","Missoula MT",2593.424,1 
"30065","Musselshell MT",1868.155,1 
"30067","Park MT",2803.063,1 
"30069","Petroleum MT",1654.871,1 
"30071","Phillips MT",5140.035,1 
"30073","Pondera MT",1622.863,1 
"30075","Powder River MT",3297.298,1 
"30077","Powell MT",2326.392,1 
"30079","Prairie MT",1736.737,1 
"30081","Ravalli MT",2390.821,1 
"30083","Richland MT",2084.143,1 
"30085","Roosevelt MT",2354.793,1 
"30087","Rosebud MT",5010.402,1 
"30089","Sanders MT",2760.524,1 
"30091","Sheridan MT",1677.08,1 
"30093","Silver Bow MT",718.477,1 
"30095","Stillwater MT",1795.35,1 
"30097","Sweet Grass MT",1855.205,1 
"30099","Teton MT",2272.375,1 
"30101","Toole MT",1915.647,1 
"30103","Treasure MT",977.398,1 
"30105","Valley MT",4925.819,1 
"30107","Wheatland MT",1423.195,1 
"30109","Wibaux MT",889.265,1 
"30111","Yellowstone MT",2633.294,1 
"31001","Adams NE",563.272,1 
"31003","Antelope NE",857.218,1 
"31005","Arthur NE",715.355,1 
"31007","Banner NE",746.114,1 
"31009","Blaine NE",710.874,1 
"31011","Boone NE",686.554,1 
"31013","Box Butte NE",1075.293,1 
"31015","Boyd NE",539.94,1 
"31017","Brown NE",1221.333,1 
"31019","Buffalo NE",968.112,1 
"31021","Burt NE",491.581,1 
"31023","Butler NE",584.907,1 
"31025","Cass NE",557.446,1 
"31027","Cedar NE",740.312,1 
"31029","Chase NE",894.419,1 
"31031","Cherry NE",5960.422,1 
"31033","Cheyenne NE",1196.287,1 
"31035","Clay NE",572.289,1 
"31037","Colfax NE",411.66,1 
"31039","Cuming NE",570.619,1 
"31041","Custer NE",2575.522,1 
"31043","Dakota NE",264.255,1 
"31045","Dawes NE",1396.464,1 
"31047","Dawson NE",1013.096,1 
"31049","Deuel NE",439.851,1 
"31051","Dixon NE",476.232,1 
"31053","Dodge NE",528.706,1 
"31055","Douglas NE",328.455,1 
"31057","Dundy NE",919.678,1 
"31059","Fillmore NE",575.371,1 
"31061","Franklin NE",575.816,1 
"31063","Frontier NE",974.592,1 
"31065","Furnas NE",719.132,1 
"31067","Gage NE",851.491,1 
"31069","Garden NE",1704.283,1 
"31071","Garfield NE",569.79,1 
"31073","Gosper NE",458.155,1 
"31075","Grant NE",776.224,1 
"31077","Greeley NE",569.811,1 
"31079","Hall NE",546.289,1 
"31081","Hamilton NE",542.878,1 
"31083","Harlan NE",553.466,1 
"31085","Hayes NE",713.062,1 
"31087","Hitchcock NE",709.943,1 
"31089","Holt NE",2412.399,1 
"31091","Hooker NE",721.121,1 
"31093","Howard NE",569.337,1 
"31095","Jefferson NE",570.185,1 
"31097","Johnson NE",376.051,1 
"31099","Kearney NE",516.244,1 
"31101","Keith NE",1061.6,1 
"31103","Keya Paha NE",773.072,1 
"31105","Kimball NE",951.846,1 
"31107","Knox NE",1108.35,1 
"31109","Lancaster NE",837.548,1 
"31111","Lincoln NE",2564.068,1 
"31113","Logan NE",570.66,1 
"31115","Loup NE",568.29,1 
"31117","McPherson NE",858.976,1 
"31119","Madison NE",572.743,1 
"31121","Merrick NE",484.881,1 
"31123","Morrill NE",1423.838,1 
"31125","Nance NE",441.633,1 
"31127","Nemaha NE",407.382,1 
"31129","Nuckolls NE",575.155,1 
"31131","Otoe NE",615.631,1 
"31133","Pawnee NE",431.075,1 
"31135","Perkins NE",883.335,1 
"31137","Phelps NE",539.79,1 
"31139","Pierce NE",573.249,1 
"31141","Platte NE",674.059,1 
"31143","Polk NE",438.345,1 
"31145","Red Willow NE",716.985,1 
"31147","Richardson NE",551.84,1 
"31149","Rock NE",1008.318,1 
"31151","Saline NE",574.018,1 
"31153","Sarpy NE",238.99,1 
"31155","Saunders NE",750.234,1 
"31157","Scotts Bluff NE",739.401,1 
"31159","Seward NE",571.428,1 
"31161","Sheridan NE",2440.862,1 
"31163","Sherman NE",565.828,1 
"31165","Sioux NE",2066.74,1 
"31167","Stanton NE",427.949,1 
"31169","Thayer NE",573.807,1 
"31171","Thomas NE",713.236,1 
"31173","Thurston NE",393.584,1 
"31175","Valley NE",568.048,1 
"31177","Washington NE",389.958,1 
"31179","Wayne NE",442.915,1 
"31181","Webster NE",574.913,1 
"31183","Wheeler NE",575.182,1 
"31185","York NE",572.51,1 
"32001","Churchill NV",4930.458,1 
"32003","Clark NV",7891.431,1 
"32005","Douglas NV",709.719,1 
"32007","Elko NV",17169.834,1 
"32009","Esmeralda NV",3581.876,1 
"32011","Eureka NV",4175.684,1 
"32013","Humboldt NV",9640.757,1 
"32015","Lander NV",5490.105,1 
"32017","Lincoln NV",10633.202,1 
"32019","Lyon NV",2001.187,1 
"32021","Mineral NV",3752.844,1 
"32023","Nye NV",18181.924,1 
"32027","Pershing NV",6036.563,1 
"32029","Storey NV",262.92,1 
"32031","Washoe NV",6302.366,1 
"32033","White Pine NV",8875.648,1 
"32510","Carson City NV",144.662,1 
"33001","Belknap NH",400.232,1 
"33003","Carroll NH",931.061,1 
"33005","Cheshire NH",706.66,1 
"33007","Coos NH",1794.685,1 
"33009","Grafton NH",1708.749,1 
"33011","Hillsborough NH",876.139,1 
"33013","Merrimack NH",934.116,1 
"33015","Rockingham NH",694.72,1 
"33017","Strafford NH",368.975,1 
"33019","Sullivan NH",537.313,1 
"34001","Atlantic NJ",555.704,1 
"34003","Bergen NJ",233.009,1 
"34005","Burlington NJ",798.576,1 
"34007","Camden NJ",221.263,1 
"34009","Cape May NJ",251.425,1 
"34011","Cumberland NJ",483.703,1 
"34013","Essex NJ",126.212,1 
"34015","Gloucester NJ",322.005,1 
"34017","Hudson NJ",46.191,1 
"34019","Hunterdon NJ",427.819,1 
"34021","Mercer NJ",224.557,1 
"34023","Middlesex NJ",308.914,1 
"34025","Monmouth NJ",468.793,1 
"34027","Morris NJ",460.177,1 
"34029","Ocean NJ",628.781,1 
"34031","Passaic NJ",184.593,1 
"34033","Salem NJ",331.899,1 
"34035","Somerset NJ",301.813,1 
"34037","Sussex NJ",519.014,1 
"34039","Union NJ",102.855,1 
"34041","Warren NJ",356.918,1 
"35001","Bernalillo NM",1160.828,1 
"35003","Catron NM",6923.69,1 
"35005","Chaves NM",6065.275,1 
"35006","Cibola NM",4539.48,1 
"35007","Colfax NM",3758.06,1 
"35009","Curry NM",1404.797,1 
"35011","DeBaca NM",2322.623,1 
"35013","Dona Ana NM",3807.511,1 
"35015","Eddy NM",4175.726,1 
"35017","Grant NM",3961.625,1 
"35019","Guadalupe NM",3030.482,1 
"35021","Harding NM",2125.442,1 
"35023","Hidalgo NM",3436.861,1 
"35025","Lea NM",4390.932,1 
"35027","Lincoln NM",4831.091,1 
"35028","Los Alamos NM",109.167,1 
"35029","Luna NM",2965.188,1 
"35031","McKinley NM",5449.809,1 
"35033","Mora NM",1931.274,1 
"35035","Otero NM",6613.209,1 
"35037","Quay NM",2874.349,1 
"35039","Rio Arriba NM",5860.837,1 
"35041","Roosevelt NM",2447.431,1 
"35043","Sandoval NM",3710.65,1 
"35045","San Juan NM",5513.067,1 
"35047","San Miguel NM",4715.821,1 
"35049","Santa Fe NM",1909.414,1 
"35051","Sierra NM",4178.956,1 
"35053","Socorro NM",6646.679,1 
"35055","Taos NM",2203.11,1 
"35057","Torrance NM",3344.845,1 
"35059","Union NM",3823.744,1 
"35061","Valencia NM",1066.175,1 
"36001","Albany NY",522.804,1 
"36003","Allegany NY",1029.308,1 
"36005","Bronx NY",42.096,1 
"36007","Broome NY",705.766,1 
"36009","Cattaraugus NY",1308.35,1 
"36011","Cayuga NY",691.582,1 
"36013","Chautauqua NY",1060.226,1 
"36015","Chemung NY",407.352,1 
"36017","Chenango NY",893.548,1 
"36019","Clinton NY",1037.852,1 
"36021","Columbia NY",634.705,1 
"36023","Cortland NY",498.76,1 
"36025","Delaware NY",1442.44,1 
"36027","Dutchess NY",795.63,1 
"36029","Erie NY",1042.693,1 
"36031","Essex NY",1794.228,1 
"36033","Franklin NY",1629.119,1 
"36035","Fulton NY",495.469,1 
"36037","Genesee NY",492.936,1 
"36039","Greene NY",647.161,1 
"36041","Hamilton NY",1717.373,1 
"36043","Herkimer NY",1411.47,1 
"36045","Jefferson NY",1268.59,1 
"36047","Kings NY",70.816,1 
"36049","Lewis NY",1274.679,1 
"36051","Livingston NY",631.763,1 
"36053","Madison NY",654.842,1 
"36055","Monroe NY",657.205,1 
"36057","Montgomery NY",403.043,1 
"36059","Nassau NY",284.716,1 
"36061","New York NY",22.829,1 
"36063","Niagara NY",522.359,1 
"36065","Oneida NY",1212.429,1 
"36067","Onondaga NY",778.39,1 
"36069","Ontario NY",644.065,1 
"36071","Orange NY",811.686,1 
"36073","Orleans NY",391.259,1 
"36075","Oswego NY",951.65,1 
"36077","Otsego NY",1001.7,1 
"36079","Putnam NY",230.312,1 
"36081","Queens NY",108.532,1 
"36083","Rensselaer NY",652.431,1 
"36085","Richmond NY",58.37,1 
"36087","Rockland NY",173.55,1 
"36089","St. Lawrence NY",2680.377,1 
"36091","Saratoga NY",809.984,1 
"36093","Schenectady NY",204.516,1 
"36095","Schoharie NY",621.819,1 
"36097","Schuyler NY",328.333,1 
"36099","Seneca NY",323.705,1 
"36101","Steuben NY",1390.559,1 
"36103","Suffolk NY",912.051,1 
"36105","Sullivan NY",968.132,1 
"36107","Tioga NY",518.602,1 
"36109","Tompkins NY",474.649,1 
"36111","Ulster NY",1124.235,1 
"36113","Warren NY",866.952,1 
"36115","Washington NY",831.184,1 
"36117","Wayne NY",603.826,1 
"36119","Westchester NY",430.497,1 
"36121","Wyoming NY",592.746,1 
"36123","Yates NY",338.143,1 
"37001","Alamance NC",423.943,1 
"37003","Alexander NC",259.994,1 
"37005","Alleghany NC",235.059,1 
"37007","Anson NC",531.452,1 
"37009","Ashe NC",426.135,1 
"37011","Avery NC",247.087,1 
"37013","Beaufort NC",827.192,1 
"37015","Bertie NC",699.27,1 
"37017","Bladen NC",874.328,1 
"37019","Brunswick NC",846.973,1 
"37021","Buncombe NC",656.672,1 
"37023","Burke NC",507.099,1 
"37025","Cabarrus NC",361.749,1 
"37027","Caldwell NC",471.566,1 
"37029","Camden NC",240.556,1 
"37031","Carteret NC",506.251,1 
"37033","Caswell NC",424.922,1 
"37035","Catawba NC",398.721,1 
"37037","Chatham NC",682.185,1 
"37039","Cherokee NC",455.426,1 
"37041","Chowan NC",172.473,1 
"37043","Clay NC",214.751,1 
"37045","Cleveland NC",464.252,1 
"37047","Columbus NC",937.293,1 
"37049","Craven NC",708.958,1 
"37051","Cumberland NC",652.315,1 
"37053","Currituck NC",261.852,1 
"37055","Dare NC",383.42,1 
"37057","Davidson NC",552.675,1 
"37059","Davie NC",264.105,1 
"37061","Duplin NC",816.219,1 
"37063","Durham NC",285.975,1 
"37065","Edgecombe NC",505.336,1 
"37067","Forsyth NC",408.148,1 
"37069","Franklin NC",491.682,1 
"37071","Gaston NC",356.027,1 
"37073","Gates NC",340.445,1 
"37075","Graham NC",292.079,1 
"37077","Granville NC",531.57,1 
"37079","Greene NC",265.928,1 
"37081","Guilford NC",645.704,1 
"37083","Halifax NC",724.086,1 
"37085","Harnett NC",594.987,1 
"37087","Haywood NC",553.692,1 
"37089","Henderson NC",373.068,1 
"37091","Hertford NC",353.06,1 
"37093","Hoke NC",390.744,1 
"37095","Hyde NC",612.7,1 
"37097","Iredell NC",573.833,1 
"37099","Jackson NC",490.755,1 
"37101","Johnston NC",791.299,1 
"37103","Jones NC",470.708,1 
"37105","Lee NC",254.959,1 
"37107","Lenoir NC",400.591,1 
"37109","Lincoln NC",297.938,1 
"37111","McDowell NC",440.608,1 
"37113","Macon NC",515.558,1 
"37115","Madison NC",449.57,1 
"37117","Martin NC",461.217,1 
"37119","Mecklenburg NC",523.842,1 
"37121","Mitchell NC",221.425,1 
"37123","Montgomery NC",491.76,1 
"37125","Moore NC",697.843,1 
"37127","Nash NC",540.407,1 
"37129","New Hanover NC",191.534,1 
"37131","Northampton NC",536.589,1 
"37133","Onslow NC",762.744,1 
"37135","Orange NC",397.958,1 
"37137","Pamlico NC",336.537,1 
"37139","Pasquotank NC",226.88,1 
"37141","Pender NC",869.795,1 
"37143","Perquimans NC",247.089,1 
"37145","Person NC",392.322,1 
"37147","Pitt NC",651.975,1 
"37149","Polk NC",237.789,1 
"37151","Randolph NC",782.517,1 
"37153","Richmond NC",473.821,1 
"37155","Robeson NC",949.221,1 
"37157","Rockingham NC",565.551,1 
"37159","Rowan NC",511.374,1 
"37161","Rutherford NC",564.151,1 
"37163","Sampson NC",944.74,1 
"37165","Scotland NC",318.845,1 
"37167","Stanly NC",395.086,1 
"37169","Stokes NC",448.857,1 
"37171","Surry NC",532.166,1 
"37173","Swain NC",527.996,1 
"37175","Transylvania NC",378.528,1 
"37177","Tyrrell NC",389.035,1 
"37179","Union NC",631.52,1 
"37181","Vance NC",253.517,1 
"37183","Wake NC",835.219,1 
"37185","Warren NC",428.456,1 
"37187","Washington NC",348.135,1 
"37189","Watauga NC",312.556,1 
"37191","Wayne NC",553.087,1 
"37193","Wilkes NC",754.278,1 
"37195","Wilson NC",368.174,1 
"37197","Yadkin NC",334.829,1 
"37199","Yancey NC",312.597,1 
"38001","Adams ND",987.619,1 
"38003","Barnes ND",1491.554,1 
"38005","Benson ND",1388.708,1 
"38007","Billings ND",1148.853,1 
"38009","Bottineau ND",1668.421,1 
"38011","Bowman ND",1161.807,1 
"38013","Burke ND",1103.568,1 
"38015","Burleigh ND",1632.653,1 
"38017","Cass ND",1764.937,1 
"38019","Cavalier ND",1488.751,1 
"38021","Dickey ND",1131.47,1 
"38023","Divide ND",1260.786,1 
"38025","Dunn ND",2008.46,1 
"38027","Eddy ND",630.171,1 
"38029","Emmons ND",1510.435,1 
"38031","Foster ND",635.453,1 
"38033","Golden Valley ND",1000.786,1 
"38035","Grand Forks ND",1436.376,1 
"38037","Grant ND",1659.139,1 
"38039","Griggs ND",708.815,1 
"38041","Hettinger ND",1132.221,1 
"38043","Kidder ND",1351.189,1 
"38045","LaMoure ND",1145.943,1 
"38047","Logan ND",992.818,1 
"38049","McHenry ND",1873.954,1 
"38051","McIntosh ND",974.733,1 
"38053","McKenzie ND",2760.323,1 
"38055","McLean ND",2110.876,1 
"38057","Mercer ND",1042.957,1 
"38059","Morton ND",1926.27,1 
"38061","Mountrail ND",1825.298,1 
"38063","Nelson ND",981.775,1 
"38065","Oliver ND",722.511,1 
"38067","Pembina ND",1118.694,1 
"38069","Pierce ND",1018.6,1 
"38071","Ramsey ND",1186.854,1 
"38073","Ransom ND",862.357,1 
"38075","Renville ND",877.053,1 
"38077","Richland ND",1435.779,1 
"38079","Rolette ND",903.079,1 
"38081","Sargent ND",858.513,1 
"38083","Sheridan ND",972.379,1 
"38085","Sioux ND",1094.094,1 
"38087","Slope ND",1214.922,1 
"38089","Stark ND",1334.735,1 
"38091","Steele ND",712.215,1 
"38093","Stutsman ND",2221.724,1 
"38095","Towner ND",1024.561,1 
"38097","Traill ND",861.949,1 
"38099","Walsh ND",1281.931,1 
"38101","Ward ND",2013.279,1 
"38103","Wells ND",1271.047,1 
"38105","Williams ND",2077.401,1 
"39001","Adams OH",583.867,1 
"39003","Allen OH",402.496,1 
"39005","Ashland OH",422.95,1 
"39007","Ashtabula OH",701.931,1 
"39009","Athens OH",503.598,1 
"39011","Auglaize OH",401.386,1 
"39013","Belmont OH",532.129,1 
"39015","Brown OH",490.016,1 
"39017","Butler OH",467.056,1 
"39019","Carroll OH",394.609,1 
"39021","Champaign OH",428.669,1 
"39023","Clark OH",397.473,1 
"39025","Clermont OH",452.1,1 
"39027","Clinton OH",408.684,1 
"39029","Columbiana OH",531.893,1 
"39031","Coshocton OH",563.913,1 
"39033","Crawford OH",401.786,1 
"39035","Cuyahoga OH",457.191,1 
"39037","Darke OH",598.1,1 
"39039","Defiance OH",411.46,1 
"39041","Delaware OH",443.098,1 
"39043","Erie OH",251.558,1 
"39045","Fairfield OH",504.411,1 
"39047","Fayette OH",406.357,1 
"39049","Franklin OH",532.188,1 
"39051","Fulton OH",405.443,1 
"39053","Gallia OH",466.53,1 
"39055","Geauga OH",400.164,1 
"39057","Greene OH",413.729,1 
"39059","Guernsey OH",522.254,1 
"39061","Hamilton OH",405.91,1 
"39063","Hancock OH",531.358,1 
"39065","Hardin OH",470.405,1 
"39067","Harrison OH",402.339,1 
"39069","Henry OH",416.01,1 
"39071","Highland OH",553.084,1 
"39073","Hocking OH",421.323,1 
"39075","Holmes OH",422.533,1 
"39077","Huron OH",491.495,1 
"39079","Jackson OH",420.304,1 
"39081","Jefferson OH",408.329,1 
"39083","Knox OH",525.494,1 
"39085","Lake OH",227.493,1 
"39087","Lawrence OH",453.371,1 
"39089","Licking OH",682.5,1 
"39091","Logan OH",458.429,1 
"39093","Lorain OH",491.101,1 
"39095","Lucas OH",340.855,1 
"39097","Madison OH",465.875,1 
"39099","Mahoning OH",411.623,1 
"39101","Marion OH",403.757,1 
"39103","Medina OH",421.358,1 
"39105","Meigs OH",430.098,1 
"39107","Mercer OH",462.449,1 
"39109","Miami OH",406.58,1 
"39111","Monroe OH",455.721,1 
"39113","Montgomery OH",461.553,1 
"39115","Morgan OH",416.423,1 
"39117","Morrow OH",406.079,1 
"39119","Muskingum OH",664.579,1 
"39121","Noble OH",398.012,1 
"39123","Ottawa OH",254.917,1 
"39125","Paulding OH",416.438,1 
"39127","Perry OH",407.971,1 
"39129","Pickaway OH",501.32,1 
"39131","Pike OH",440.282,1 
"39133","Portage OH",487.381,1 
"39135","Preble OH",424.12,1 
"39137","Putnam OH",482.522,1 
"39139","Richland OH",495.269,1 
"39141","Ross OH",689.188,1 
"39143","Sandusky OH",408.453,1 
"39145","Scioto OH",610.213,1 
"39147","Seneca OH",551.017,1 
"39149","Shelby OH",407.675,1 
"39151","Stark OH",575.271,1 
"39153","Summit OH",412.748,1 
"39155","Trumbull OH",618.297,1 
"39157","Tuscarawas OH",567.636,1 
"39159","Union OH",431.73,1 
"39161","Van Wert OH",409.158,1 
"39163","Vinton OH",412.36,1 
"39165","Warren OH",401.314,1 
"39167","Washington OH",631.972,1 
"39169","Wayne OH",554.929,1 
"39171","Williams OH",420.965,1 
"39173","Wood OH",617.205,1 
"39175","Wyandot OH",406.865,1 
"40001","Adair OK",573.477,1 
"40003","Alfalfa OK",866.455,1 
"40005","Atoka OK",975.517,1 
"40007","Beaver OK",1814.672,1 
"40009","Beckham OK",901.805,1 
"40011","Blaine OK",928.424,1 
"40013","Bryan OK",904.471,1 
"40015","Caddo OK",1278.289,1 
"40017","Canadian OK",896.626,1 
"40019","Carter OK",822.175,1 
"40021","Cherokee OK",749.408,1 
"40023","Choctaw OK",770.357,1 
"40025","Cimarron OK",1834.738,1 
"40027","Cleveland OK",538.766,1 
"40029","Coal OK",516.682,1 
"40031","Comanche OK",1069.287,1 
"40033","Cotton OK",632.654,1 
"40035","Craig OK",761.354,1 
"40037","Creek OK",950.141,1 
"40039","Custer OK",988.817,1 
"40041","Delaware OK",738.177,1 
"40043","Dewey OK",999.476,1 
"40045","Ellis OK",1231.515,1 
"40047","Garfield OK",1058.466,1 
"40049","Garvin OK",802.121,1 
"40051","Grady OK",1100.497,1 
"40053","Grant OK",1000.871,1 
"40055","Greer OK",639.324,1 
"40057","Harmon OK",537.194,1 
"40059","Harper OK",1039.017,1 
"40061","Haskell OK",576.521,1 
"40063","Hughes OK",804.647,1 
"40065","Jackson OK",802.651,1 
"40067","Jefferson OK",758.832,1 
"40069","Johnston OK",642.94,1 
"40071","Kay OK",919.729,1 
"40073","Kingfisher OK",898.161,1 
"40075","Kiowa OK",1015.226,1 
"40077","Latimer OK",722.08,1 
"40079","Le Flore OK",1589.214,1 
"40081","Lincoln OK",952.314,1 
"40083","Logan OK",743.834,1 
"40085","Love OK",513.995,1 
"40087","McClain OK",570.701,1 
"40089","McCurtain OK",1850.005,1 
"40091","McIntosh OK",618.496,1 
"40093","Major OK",954.988,1 
"40095","Marshall OK",371.08,1 
"40097","Mayes OK",655.386,1 
"40099","Murray OK",416.458,1 
"40101","Muskogee OK",810.45,1 
"40103","Noble OK",731.895,1 
"40105","Nowata OK",565.777,1 
"40107","Okfuskee OK",618.567,1 
"40109","Oklahoma OK",708.819,1 
"40111","Okmulgee OK",697.349,1 
"40113","Osage OK",2246.358,1 
"40115","Ottawa OK",470.821,1 
"40117","Pawnee OK",567.955,1 
"40119","Payne OK",684.703,1 
"40121","Pittsburg OK",1305.462,1 
"40123","Pontotoc OK",720.435,1 
"40125","Pottawatomie OK",787.672,1 
"40127","Pushmataha OK",1395.836,1 
"40129","Roger Mills OK",1141.136,1 
"40131","Rogers OK",675.632,1 
"40133","Seminole OK",632.837,1 
"40135","Sequoyah OK",673.271,1 
"40137","Stephens OK",870.244,1 
"40139","Texas OK",2041.261,1 
"40141","Tillman OK",871.134,1 
"40143","Tulsa OK",570.246,1 
"40145","Wagoner OK",561.555,1 
"40147","Washington OK",415.454,1 
"40149","Washita OK",1003.167,1 
"40151","Woods OK",1286.454,1 
"40153","Woodward OK",1242.399,1 
"41001","Baker OR",3068.357,1 
"41003","Benton OR",675.941,1 
"41005","Clackamas OR",1870.322,1 
"41007","Clatsop OR",829.049,1 
"41009","Columbia OR",657.357,1 
"41011","Coos OR",1596.173,1 
"41013","Crook OR",2979.086,1 
"41015","Curry OR",1627.46,1 
"41017","Deschutes OR",3018.186,1 
"41019","Douglas OR",5036.075,1 
"41021","Gilliam OR",1204.809,1 
"41023","Grant OR",4528.541,1 
"41025","Harney OR",10133.17,1 
"41027","Hood River OR",521.949,1 
"41029","Jackson OR",2783.548,1 
"41031","Jefferson OR",1780.785,1 
"41033","Josephine OR",1639.668,1 
"41035","Klamath OR",5941.052,1 
"41037","Lake OR",8138.984,1 
"41039","Lane OR",4553.119,1 
"41041","Lincoln OR",979.765,1 
"41043","Linn OR",2290.129,1 
"41045","Malheur OR",9887.532,1 
"41047","Marion OR",1182.326,1 
"41049","Morrow OR",2031.609,1 
"41051","Multnomah OR",431.297,1 
"41053","Polk OR",740.787,1 
"41055","Sherman OR",823.694,1 
"41057","Tillamook OR",1102.58,1 
"41059","Umatilla OR",3215.509,1 
"41061","Union OR",2036.606,1 
"41063","Wallowa OR",3146.189,1 
"41065","Wasco OR",2381.519,1 
"41067","Washington OR",724.23,1 
"41069","Wheeler OR",1714.749,1 
"41071","Yamhill OR",715.86,1 
"42001","Adams PA",518.668,1 
"42003","Allegheny PA",730.075,1 
"42005","Armstrong PA",653.203,1 
"42007","Beaver PA",434.712,1 
"42009","Bedford PA",1012.296,1 
"42011","Berks PA",856.506,1 
"42013","Blair PA",525.8,1 
"42015","Bradford PA",1147.399,1 
"42017","Bucks PA",604.307,1 
"42019","Butler PA",788.604,1 
"42021","Cambria PA",688.351,1 
"42023","Cameron PA",396.231,1 
"42025","Carbon PA",381.46,1 
"42027","Centre PA",1109.921,1 
"42029","Chester PA",750.508,1 
"42031","Clarion PA",600.834,1 
"42033","Clearfield PA",1144.722,1 
"42035","Clinton PA",887.984,1 
"42037","Columbia PA",483.108,1 
"42039","Crawford PA",1012.298,1 
"42041","Cumberland PA",545.459,1 
"42043","Dauphin PA",525.047,1 
"42045","Delaware PA",183.843,1 
"42047","Elk PA",827.358,1 
"42049","Erie PA",799.154,1 
