"start.date"	"start.middate"	"state"	"window"	"b1"
"235"	"2020-03-02"	"2020-03-11"	"CA"	20	0.612740038330378
"236"	"2020-03-03"	"2020-03-12"	"CA"	20	0.604120511147521
"237"	"2020-03-04"	"2020-03-13"	"CA"	20	0.607721181230347
"238"	"2020-03-05"	"2020-03-14"	"CA"	20	0.593285043178182
"239"	"2020-03-06"	"2020-03-15"	"CA"	20	0.569717281676785
"240"	"2020-03-07"	"2020-03-16"	"CA"	20	0.563247675881938
"241"	"2020-03-08"	"2020-03-17"	"CA"	20	0.528740525848275
"242"	"2020-03-09"	"2020-03-18"	"CA"	20	0.541015731456522
"243"	"2020-03-10"	"2020-03-19"	"CA"	20	0.535044536482452
"244"	"2020-03-11"	"2020-03-20"	"CA"	20	0.578303699304067
"245"	"2020-03-12"	"2020-03-21"	"CA"	20	0.568163607418575
"246"	"2020-03-13"	"2020-03-22"	"CA"	20	0.554909944869758
"247"	"2020-03-14"	"2020-03-23"	"CA"	20	0.533411715963592
"248"	"2020-03-15"	"2020-03-24"	"CA"	20	0.500187280052497
"249"	"2020-03-16"	"2020-03-25"	"CA"	20	0.459636711337598
"250"	"2020-03-17"	"2020-03-26"	"CA"	20	0.430067853987887
"251"	"2020-03-18"	"2020-03-27"	"CA"	20	0.399148009594886
"252"	"2020-03-19"	"2020-03-28"	"CA"	20	0.370274579981039
"253"	"2020-03-20"	"2020-03-29"	"CA"	20	0.343593634859872
"254"	"2020-03-21"	"2020-03-30"	"CA"	20	0.30026241318599
"255"	"2020-03-22"	"2020-03-31"	"CA"	20	0.258147149686092
"256"	"2020-03-23"	"2020-04-01"	"CA"	20	0.222539880399913
"257"	"2020-03-24"	"2020-04-02"	"CA"	20	0.175888786293636
"258"	"2020-03-25"	"2020-04-03"	"CA"	20	0.135266150809963
"259"	"2020-03-26"	"2020-04-04"	"CA"	20	0.110800236065847
"260"	"2020-03-27"	"2020-04-05"	"CA"	20	0.08391228774715
"261"	"2020-03-28"	"2020-04-06"	"CA"	20	0.0535203516168215
"262"	"2020-03-29"	"2020-04-07"	"CA"	20	0.0145300489065831
"263"	"2020-03-30"	"2020-04-08"	"CA"	20	0
"264"	"2020-03-31"	"2020-04-09"	"CA"	20	0
"265"	"2020-04-01"	"2020-04-10"	"CA"	20	0
"266"	"2020-04-02"	"2020-04-11"	"CA"	20	0
"267"	"2020-04-03"	"2020-04-12"	"CA"	20	0.00132281503240761
"268"	"2020-04-04"	"2020-04-13"	"CA"	20	0.0193508614688065
"269"	"2020-04-05"	"2020-04-14"	"CA"	20	0.042220988585831
"270"	"2020-04-06"	"2020-04-15"	"CA"	20	0.0664525109909659
"271"	"2020-04-07"	"2020-04-16"	"CA"	20	0.0954456169470223
"272"	"2020-04-08"	"2020-04-17"	"CA"	20	0.141387024101904
"273"	"2020-04-09"	"2020-04-18"	"CA"	20	0.159863291865517
"274"	"2020-04-10"	"2020-04-19"	"CA"	20	0.164170593052194
"275"	"2020-04-11"	"2020-04-20"	"CA"	20	0.138118176013988
"276"	"2020-04-12"	"2020-04-21"	"CA"	20	0.0941120337124002
"277"	"2020-04-13"	"2020-04-22"	"CA"	20	0.0510945361858505
"278"	"2020-04-14"	"2020-04-23"	"CA"	20	0.0259928598081147
"279"	"2020-04-15"	"2020-04-24"	"CA"	20	0.0044812089212687
"280"	"2020-04-16"	"2020-04-25"	"CA"	20	0
"281"	"2020-04-17"	"2020-04-26"	"CA"	20	0
"282"	"2020-04-18"	"2020-04-27"	"CA"	20	0
"283"	"2020-03-06"	"2020-03-15"	"CO"	20	0.677900948894181
"284"	"2020-03-07"	"2020-03-16"	"CO"	20	0.360487155879184
"285"	"2020-03-08"	"2020-03-17"	"CO"	20	0.203405139436864
"286"	"2020-03-09"	"2020-03-18"	"CO"	20	0.113064347960645
"287"	"2020-03-10"	"2020-03-19"	"CO"	20	0.195328011071052
"288"	"2020-03-11"	"2020-03-20"	"CO"	20	0.199210786336003
"289"	"2020-03-12"	"2020-03-21"	"CO"	20	0.211872998143133
"290"	"2020-03-13"	"2020-03-22"	"CO"	20	0.24807234114903
"291"	"2020-03-14"	"2020-03-23"	"CO"	20	0.330236811384879
"292"	"2020-03-15"	"2020-03-24"	"CO"	20	0.369621463917781
"293"	"2020-03-16"	"2020-03-25"	"CO"	20	0.396353687941523
"294"	"2020-03-17"	"2020-03-26"	"CO"	20	0.42119590819403
"295"	"2020-03-18"	"2020-03-27"	"CO"	20	0.407757720505633
"296"	"2020-03-19"	"2020-03-28"	"CO"	20	0.370468397612282
"297"	"2020-03-20"	"2020-03-29"	"CO"	20	0.330972830065995
"298"	"2020-03-21"	"2020-03-30"	"CO"	20	0.296736117658676
"299"	"2020-03-22"	"2020-03-31"	"CO"	20	0.254118165796028
"300"	"2020-03-23"	"2020-04-01"	"CO"	20	0.204941038116951
"301"	"2020-03-24"	"2020-04-02"	"CO"	20	0.161427029919878
"302"	"2020-03-25"	"2020-04-03"	"CO"	20	0.110778389010421
"303"	"2020-03-26"	"2020-04-04"	"CO"	20	0.0912867162320144
"304"	"2020-03-27"	"2020-04-05"	"CO"	20	0.0685063971010148
"305"	"2020-03-28"	"2020-04-06"	"CO"	20	0.0562041045744136
"306"	"2020-03-29"	"2020-04-07"	"CO"	20	0.0329534216944199
"307"	"2020-03-30"	"2020-04-08"	"CO"	20	0.0253178768720638
"308"	"2020-03-31"	"2020-04-09"	"CO"	20	0.0292665915998569
"309"	"2020-04-01"	"2020-04-10"	"CO"	20	0.0572986660987641
"310"	"2020-04-02"	"2020-04-11"	"CO"	20	0.111980466003964
"311"	"2020-04-03"	"2020-04-12"	"CO"	20	0.198056876837536
"312"	"2020-04-04"	"2020-04-13"	"CO"	20	0.260889430304287
"313"	"2020-04-05"	"2020-04-14"	"CO"	20	0.290853653052183
"314"	"2020-04-06"	"2020-04-15"	"CO"	20	0.2541204627664
"315"	"2020-04-07"	"2020-04-16"	"CO"	20	0.211314085154845
"316"	"2020-04-08"	"2020-04-17"	"CO"	20	0.16456765669564
"317"	"2020-04-09"	"2020-04-18"	"CO"	20	0.172216735749525
"318"	"2020-04-10"	"2020-04-19"	"CO"	20	0.163456862757353
"319"	"2020-04-11"	"2020-04-20"	"CO"	20	0.187085285760216
"320"	"2020-04-12"	"2020-04-21"	"CO"	20	0.197591185102705
"321"	"2020-04-13"	"2020-04-22"	"CO"	20	0.186022765172244
"322"	"2020-04-14"	"2020-04-23"	"CO"	20	0.146555585677293
"323"	"2020-04-15"	"2020-04-24"	"CO"	20	0.10050041134016
"324"	"2020-04-16"	"2020-04-25"	"CO"	20	0.165074934033601
"325"	"2020-04-17"	"2020-04-26"	"CO"	20	0.122793583105201
"326"	"2020-04-18"	"2020-04-27"	"CO"	20	0.0857822761190427
"327"	"2020-03-09"	"2020-03-18"	"CT"	20	1.0513305894214
"328"	"2020-03-10"	"2020-03-19"	"CT"	20	0.403299069500455
"329"	"2020-03-11"	"2020-03-20"	"CT"	20	0.194313331074748
"330"	"2020-03-12"	"2020-03-21"	"CT"	20	0.0933744958322116
"331"	"2020-03-13"	"2020-03-22"	"CT"	20	0.214028098432155
"332"	"2020-03-14"	"2020-03-23"	"CT"	20	0.214249100970453
"333"	"2020-03-15"	"2020-03-24"	"CT"	20	0.233007883691031
"334"	"2020-03-16"	"2020-03-25"	"CT"	20	0.266933100725516
"335"	"2020-03-17"	"2020-03-26"	"CT"	20	0.331137515723801
"336"	"2020-03-18"	"2020-03-27"	"CT"	20	0.373063420355603
"337"	"2020-03-19"	"2020-03-28"	"CT"	20	0.40927843919037
"338"	"2020-03-20"	"2020-03-29"	"CT"	20	0.435743273193785
"339"	"2020-03-21"	"2020-03-30"	"CT"	20	0.449796469526824
"340"	"2020-03-22"	"2020-03-31"	"CT"	20	0.426844938241758
"341"	"2020-03-23"	"2020-04-01"	"CT"	20	0.394156507809756
"342"	"2020-03-24"	"2020-04-02"	"CT"	20	0.392214981555416
"343"	"2020-03-25"	"2020-04-03"	"CT"	20	0.394206848611743
"344"	"2020-03-26"	"2020-04-04"	"CT"	20	0.36199052244331
"345"	"2020-03-27"	"2020-04-05"	"CT"	20	0.336891063045488
"346"	"2020-03-28"	"2020-04-06"	"CT"	20	0.292257748678667
"347"	"2020-03-29"	"2020-04-07"	"CT"	20	0.265233566118665
"348"	"2020-03-30"	"2020-04-08"	"CT"	20	0.242331279387594
"349"	"2020-03-31"	"2020-04-09"	"CT"	20	0.21532553165954
"350"	"2020-04-01"	"2020-04-10"	"CT"	20	0.179247554100314
"351"	"2020-04-02"	"2020-04-11"	"CT"	20	0.134444667922586
"352"	"2020-04-03"	"2020-04-12"	"CT"	20	0.157204114121205
"353"	"2020-04-04"	"2020-04-13"	"CT"	20	0.121986442709435
"354"	"2020-04-05"	"2020-04-14"	"CT"	20	0.0946678378580391
"355"	"2020-04-06"	"2020-04-15"	"CT"	20	0.132579230925478
"356"	"2020-04-07"	"2020-04-16"	"CT"	20	0.15150403717918
"357"	"2020-04-08"	"2020-04-17"	"CT"	20	0.182433609458875
"358"	"2020-04-09"	"2020-04-18"	"CT"	20	0.205817686369237
"359"	"2020-04-10"	"2020-04-19"	"CT"	20	0.193213889412058
"360"	"2020-04-11"	"2020-04-20"	"CT"	20	0.178730030088532
"361"	"2020-04-12"	"2020-04-21"	"CT"	20	0.118040834322317
"362"	"2020-04-13"	"2020-04-22"	"CT"	20	0.101932371222827
"363"	"2020-04-14"	"2020-04-23"	"CT"	20	0.0368723907099026
"364"	"2020-04-15"	"2020-04-24"	"CT"	20	0
"365"	"2020-04-16"	"2020-04-25"	"CT"	20	0
"366"	"2020-04-17"	"2020-04-26"	"CT"	20	0
"367"	"2020-04-18"	"2020-04-27"	"CT"	20	0
"368"	"2020-03-08"	"2020-03-17"	"DC"	20	0.76323575511388
"369"	"2020-03-09"	"2020-03-18"	"DC"	20	0.446985577043681
"370"	"2020-03-10"	"2020-03-19"	"DC"	20	0.309087865016278
"371"	"2020-03-11"	"2020-03-20"	"DC"	20	0.226724446041737
"372"	"2020-03-12"	"2020-03-21"	"DC"	20	0.232470616954264
"373"	"2020-03-13"	"2020-03-22"	"DC"	20	0.249622285131555
"374"	"2020-03-14"	"2020-03-23"	"DC"	20	0.273588596668936
"375"	"2020-03-15"	"2020-03-24"	"DC"	20	0.305938235987472
"376"	"2020-03-16"	"2020-03-25"	"DC"	20	0.32993474480438
"377"	"2020-03-17"	"2020-03-26"	"DC"	20	0.349330069275692
"378"	"2020-03-18"	"2020-03-27"	"DC"	20	0.366130382417531
"379"	"2020-03-19"	"2020-03-28"	"DC"	20	0.359673839233029
"380"	"2020-03-20"	"2020-03-29"	"DC"	20	0.373093122056878
"381"	"2020-03-21"	"2020-03-30"	"DC"	20	0.374415554073585
"382"	"2020-03-22"	"2020-03-31"	"DC"	20	0.380581998402825
"383"	"2020-03-23"	"2020-04-01"	"DC"	20	0.384376906077872
