fips,Asthma,COPD,Current.Smoker.Status,Diabetes,Kidney.Disease,Percent.of.pop.AIAN,HIV.Prevalence,Adult.Obesity,Percent.of.pop.65.,Avg.Res.Per.Day,Heart.Disease,Cancer,Organ.Transplant.Pct,f0886817,f0892117,f1256517,f0913917,f0913317,f1330917,f1130917,f1266417,f0931717,f0932017,f1321418,f1321818,f1321918,f1322018,f1525319,f1331817,f1392917,f1393717,f1198418,f1484010,f1348310,f0453110,f0453210,f0453310,f1332610,f1332710,f0453510,f1332810,f0453610,f1463510,f1433613,f1433713,f1491610,f1139619,f1319118,f1419612,f1193515,f1193615,f1194115,f1433913,f1434013,f1434113,f1434213,f1434313,f1434413,f1322317,f1440813,f1408416,f1547217,f1546116,f0679218,f0679418,f0679518,f1461311,f1461413,f1351510,f1492110,HPSA.Score,HPSA.Designation.Population,HPSA.Estimated.Underserved.Population,Total.workers
17045,8.594388686,6.829635825,16.0599001,10.63605913,3.014708137,0.00068419,60.2,0.309,21,50.44606659,7.390648567,13.53695324,0.000601381,1,25,0,0,0,0,0,0,0,0,0,3,0,0,0,2,2,0,17360,3469,43.2,18268,64,25,33,4,52,130,187,18389,194,0,48.2,1293,4427,5173,NA,21,237,740,427,838,1952,2599,1113,2344,15.4,2905,12757,0,9200,430,4.7,76700,608,8803,49.4,17,12721,11318,NA
17047,8.457502339,6.576308076,15.7260633,10.33362644,2.936222326,0,NA,0.302,20.5,4.720205327,7.390648567,13.53695324,0.000601381,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6392,1191,42.7,6584,30,9,22,0,21,55,59,6662,47,0,0,443,1632,1340,NA,NA,75,155,132,337,791,926,469,697,11.5,803,4807,0,2779,126,4.5,69300,487,3187,0,16,5982,5982,NA
17049,8.657768142,6.448581731,15.66719207,10.20356489,2.850307853,0.000702288,28.3,0.272,16.8,55.49148751,7.390648567,13.53695324,0.000601381,1,123,1,10,0,0,0,0,0,0,1,9,1,1,1,7,5,0,34208,5196,39.2,33429,79,39,147,7,262,279,597,33645,471,7,40.3,2097,7636,8115,NA,21,357,616,647,1392,3516,4389,2890,3256,11.3,3523,26576,NA,19119,716,3.7,128200,610,14570,42.8,16,6612,5742,531.1891267
17051,9.30648529,7.383629369,17.13288056,11.06536133,3.033150616,0.00225557,269,0.242,18.3,32.54907794,7.390648567,13.53695324,0.000601381,1,110,0,0,0,0,0,0,0,0,1,4,0,1,1,3,1,0,21416,3580,39.9,20750,980,35,51,4,94,226,304,21836,200,44,33,1353,4708,5902,NA,17,235,559,513,1000,2184,2305,1098,3604,17.8,3452,14847,NA,9810,519,5.3,82400,612,9302,29.9,14,20513,6513,810.2482323
17053,8.939943042,6.894864532,16.26021629,10.76015394,2.988796952,0.004403642,53.4,0.252,18.6,50.14115972,7.390648567,13.53695324,0.000601381,1,67,1,3,0,0,0,0,0,0,0,4,0,0,0,6,1,0,13264,2633,42.4,13677,85,33,37,0,90,159,294,13787,161,15,58.2,917,3096,3402,NA,15,201,319,304,711,1461,1893,996,1482,15.7,1316,10023,NA,6334,305,4.8,93100,629,6282,58.5,0,0,0,NA
17055,9.403104816,7.564696614,17.34331403,11.33045573,3.107351698,0.002019066,66.8,0.266,19.8,37.41015093,7.390648567,13.53695324,0.000601381,1,16,0,0,0,0,0,0,0,0,0,6,0,0,2,4,0,0,38701,7278,41.8,38641,123,104,124,3,124,442,475,39086,362,0,51.4,3055,10083,13807,15,49,531,1909,1127,2380,4352,4673,1905,7468,19.9,9027,28742,NA,17065,1049,6.1,66300,625,18525,52.6,17,16907,16337,192.3973064
17057,9.117705578,7.002304785,16.53904998,10.75614294,2.954620847,0.002456378,186.3,0.288,19.6,47.31841455,7.390648567,13.53695324,0.000601381,1,87,1,5,0,0,0,0,0,0,2,5,0,0,0,3,3,0,34844,6692,41.9,34625,1269,131,112,2,596,334,896,36173,734,0,40,2636,8505,9147,NA,36,471,1038,784,1789,3623,4754,2081,4890,15.5,5766,23990,11,15224,951,6.2,81500,631,16195,37.1,13,12153,11913,374.417671
17059,9.478298618,7.441843488,17.26908896,11.14179677,3.02515476,0.005235602,NA,0.23,23.5,8.749812131,7.390648567,13.53695324,0.000601381,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5058,1145,44.4,5473,12,14,5,0,20,65,66,5523,32,0,0,422,1489,1857,NA,NA,76,181,147,336,657,695,256,955,16.6,1142,3624,NA,2434,140,5.8,65700,411,2746,0,15,5295,5295,277.5629449
17061,8.875216611,7.082181719,16.57701507,10.72567871,2.985925377,0.003026176,53.6,0.282,18.8,22.89063085,7.390648567,13.53695324,0.000601381,1,65,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,13044,2388,41.6,13588,119,23,16,2,39,99,115,13771,45,0,29.2,925,3159,4074,NA,15,172,400,377,610,1469,1563,668,1895,17.9,2368,9736,NA,6015,295,4.9,76000,588,6389,30.4,16,5354,5354,514.3310453
17063,8.293274933,5.852471017,14.7681593,9.588130869,2.684994293,0.000336574,24.2,0.349,13.3,55.64809092,7.390648567,13.53695324,0.000601381,1,89,1,12,0,0,0,0,0,0,3,0,1,0,0,5,6,0,50972,5546,36.1,46933,605,114,327,15,1336,733,4096,45967,1878,70,75.6,3123,9081,9576,12,33,407,918,791,1289,3463,6448,6097,3543,9.4,4301,41460,17,25255,1183,4.7,182400,971,19996,74.6,0,0,0,325.3445221
17065,8.515830771,6.466084122,15.62987455,10.25615422,2.91389005,0.002797713,NA,0.254,21,26.91590285,7.390648567,13.53695324,0.000601381,1,25,0,0,0,0,0,0,0,0,0,3,0,0,0,2,2,0,8163,1671,43.1,8305,31,20,19,1,22,59,105,8352,40,10,31.9,455,1977,2332,NA,10,103,210,301,412,809,1048,633,1046,13.9,976,6039,NA,4493,196,4.4,84700,581,4104,33.3,11,8134,4546,255.866785
17067,8.767047055,6.68017436,16.0226942,10.42201129,2.919160054,0.000165636,32.3,0.311,22.4,12.20754816,7.390648567,13.53695324,0.000601381,1,18,0,0,0,0,0,0,0,0,2,6,0,0,1,0,0,0,17844,3786,44.6,18723,52,40,46,11,56,176,185,18919,191,12,29,1368,4895,4518,NA,11,203,398,347,805,2055,2813,1105,2079,11.2,2147,13066,NA,8469,400,4.7,83400,621,9274,28.1,15,5770,5072,568.9637242
17069,9.170784163,7.173146871,16.81030651,10.87368072,2.99316986,0.002743826,0,0.245,21.3,12.81888889,7.390648567,13.53695324,0.000601381,1,25,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,3910,878,46.3,4205,13,26,22,5,14,35,56,4264,10,0,0,286,1235,1369,NA,NA,69,160,109,236,370,427,150,850,16.6,952,2682,0,1343,105,7.8,68800,352,2488,0,15,8320,1320,23.99937326
17071,8.360450081,6.671590676,15.84196745,10.39587304,2.994456825,0.00232423,NA,0.265,24.7,6.633228755,7.390648567,13.53695324,0.000601381,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,6709,1532,47.2,7198,15,15,15,5,13,70,79,7252,78,0,0.3,533,1771,1498,NA,NA,85,118,150,311,1011,988,441,753,11.3,737,4713,NA,3664,183,5,87100,584,3827,0.3,13,6992,6992,375.6325917
17073,8.607272914,6.435366135,15.58858113,10.24551321,2.87060803,0.002062106,52.7,0.366,19.9,54.79739945,7.390648567,13.53695324,0.000601381,2,86,2,6,0,0,0,0,0,0,3,5,0,0,0,5,2,0,49090,8624,41.8,47846,796,93,191,14,814,732,2402,48084,1095,20,49.7,3433,11847,10328,13,42,548,1153,990,2251,4562,6746,4289,5318,12.5,6088,36629,NA,25083,1259,5,110800,624,22161,50.5,12,54846,20721,1036.314726
17075,8.90374701,6.950007249,16.37241029,10.75262631,3.009551287,0.000568,79.2,0.29,20.9,31.17915899,7.390648567,13.53695324,0.000601381,1,60,1,6,0,0,0,0,0,0,1,8,0,1,1,4,1,0,27604,5627,43.4,28155,233,51,103,2,779,395,1584,28134,797,36,28.3,1778,7214,7791,NA,25,395,616,831,1518,3075,3894,1911,3538,15.5,3575,20049,NA,14394,645,4.5,95900,632,13452,28.1,0,0,0,1214.588848
17077,9.923646963,7.982782884,18.00131721,11.79098068,3.133683803,0.001742071,82,0.237,14.3,50.45221396,7.390648567,13.53695324,0.000601381,2,192,1,21,0,0,0,0,0,0,0,5,1,0,10,12,7,0,57419,7002,29.1,46875,8589,227,1910,32,992,1593,2403,57815,3227,70,62.8,3634,10501,15373,12,29,473,4109,1710,3497,5493,5503,3630,15952,27.9,11676,42658,37,28137,1290,4.6,103000,665,28578,64.6,18,26632,23880,469.8416936
17079,8.63241221,6.697632618,15.8667211,10.59221689,2.990383179,0.001667014,NA,0.249,18.7,27.37368963,7.390648567,13.53695324,0.000601381,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,9611,1689,42.7,9564,11,13,24,2,26,58,79,9619,166,0,30.1,550,2306,2003,NA,NA,104,300,239,311,757,1478,638,1128,12.4,1013,7261,NA,4617,228,4.9,94500,568,4345,32.5,0,0,0,NA
17081,9.158370443,7.142834624,16.69380999,10.90648304,2.984150035,0.001152768,127.7,0.333,18.3,55.18076596,7.390648567,13.53695324,0.000601381,2,165,1,16,0,0,0,0,0,0,2,4,2,1,1,9,13,0,37820,6288,40.6,34315,3251,85,246,7,299,624,799,38028,691,34,41.2,2744,8825,11697,10,27,437,1307,1011,2033,3750,4552,2591,6247,18.9,7285,27361,12,17661,938,5.3,87300,623,16954,46.6,13,11397,4497,327.0563484
17083,8.405953859,6.145021081,15.13266569,10.01747738,2.841336397,0.001042186,31.9,0.338,18.6,76.07906877,7.390648567,13.53695324,0.000601381,1,46,1,4,0,0,0,0,0,0,1,2,0,0,0,2,2,0,21847,3605,40.5,22431,93,60,77,6,46,272,222,22763,346,0,39.4,1902,5343,4307,NA,22,271,536,377,988,2059,2860,2011,2164,9.4,2955,16378,NA,11007,534,4.9,124300,613,9848,40.4,9,26651,3901,NA
17085,8.39887681,6.229516122,15.27734468,10.04396679,2.860336309,0.002610607,63.3,0.287,26.4,23.26324191,7.390648567,13.53695324,0.000601381,1,25,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,21366,4832,47.1,22046,107,45,72,11,194,203,609,22069,563,0,27.4,1651,6625,3473,NA,NA,252,425,391,1070,2550,3408,1951,1980,7.6,1500,14569,NA,10983,482,4.4,138900,653,13574,23.4,0,0,0,380.2613591
17087,8.776408888,6.692015331,16.07735882,10.36427615,2.894257714,0.000714172,519.5,0.246,20.4,16.54662216,7.390648567,13.53695324,0.000601381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,12456,2167,42.2,11197,1006,29,22,1,201,126,376,12206,151,4,0,1018,3258,2996,NA,10,128,362,259,604,1160,1290,811,1660,13.9,1524,7989,NA,4100,320,7.8,93100,620,5598,0,12,10690,3690,NA
17089,8.503601859,6.205848391,15.32136414,9.923415069,2.777136759,0.000921183,78.7,0.288,12.6,72.13671957,7.390648567,13.53695324,0.000601381,5,1218,4,78,3,0,27,0,121,0,7,0,4,2,20,51,43,0,534216,49690,34.5,384548,29422,2887,17895,193,66818,13506,158390,356879,96552,2979,96.4,19321,81892,115136,69,153,3219,7296,4821,12663,32356,55100,63694,48756,10.4,64374,418471,348,273901,13452,4.9,213200,1080,182047,96.2,0,0,0,1136.646176
17091,8.90082691,6.688402321,16.03273909,10.47982932,2.893329515,0.001782804,139.3,0.412,15.9,58.07937453,7.390648567,13.53695324,0.000601381,2,474,2,42,15,0,0,0,0,0,2,1,3,1,2,24,19,0,110024,15237,36.7,87986,17187,286,1052,34,4502,2402,10167,103282,5661,118,75.5,7077,22654,30833,33,59,1171,2907,1870,4097,8776,14192,8397,15750,15.1,19674,82125,28,55920,3032,5.4,138700,851,45246,74,8,34810,4000,NA
17093,8.042712868,5.608945399,14.43788136,9.21948407,2.605566531,0.000866593,39.5,0.314,9.6,35.62284021,7.390648567,13.53695324,0.000601381,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,127915,8382,32.9,95891,6585,316,3467,33,5768,2676,17898,96838,11303,251,89.6,5234,16990,17464,NA,33,569,961,679,1422,6125,13781,16914,5993,5.6,7813,107859,51,67661,2380,3.5,200200,1249,40321,88.8,0,0,0,437.5871856
17095,9.25691994,7.331598847,16.97982152,11.12956896,3.065374039,0.000490206,189.3,0.292,20.4,90.29207724,7.390648567,13.53695324,0.000601381,2,200,1,9,0,0,0,0,0,0,2,0,0,2,1,8,5,0,50112,9762,42,46329,3810,104,338,9,1023,1306,2558,50361,1507,0,75.7,3854,12743,13948,18,65,685,1638,1595,2903,5926,6083,2836,7485,18.1,9424,34539,21,22203,1183,5.3,80400,600,24077,73.6,8,19349,29,791.9630834
17097,8.390590385,5.831545972,14.82745227,9.540812039,2.663596833,0.00124215,130.7,0.254,13.2,92.86295697,7.390648567,13.53695324,0.000601381,7,1200,5,74,18,0,48,0,287,11,13,0,7,5,13,58,57,4,700832,73093,36.7,528204,49033,3279,44358,294,60008,18286,139987,563475,129867,2061,98.7,33415,115256,125406,76,233,4584,10052,6123,15922,41855,68528,102043,52630,8.5,61113,551205,593,378401,17099,4.5,245300,1127,260310,98.5,0,0,0,556.6658797
17099,8.787416421,6.627825132,15.92602664,10.39244899,2.886130286,0.002028967,79.9,0.281,18.1,63.75675042,7.390648567,13.53695324,0.000601381,3,161,3,13,0,0,0,0,0,0,0,8,0,4,1,14,9,0,109430,18678,41,106187,2186,289,762,16,2838,1646,9135,104789,3880,48,69.8,8806,24868,26791,33,86,1334,2735,2410,4513,10761,14536,9493,15216,13.6,17080,82081,19,56230,3262,5.8,123100,736,49978,72.1,0,0,0,1240.436844
17101,9.038765038,7.26461951,16.82564575,10.98087549,3.042858385,0.002100191,63.8,0.226,17.1,42.25780312,7.390648567,13.53695324,0.000601381,1,25,0,0,0,0,0,0,0,0,1,2,0,1,0,2,1,0,15765,2683,39.7,14696,1608,38,38,2,280,171,553,16280,340,30,42,1036,3322,3958,NA,12,210,348,283,866,1981,1989,804,2341,16.4,2119,10214,NA,5981,352,5.9,66700,608,6936,50.7,16,4565,3995,281.2956502
17103,8.575879135,6.417623328,15.61232197,10.12994561,2.837349798,0.002664581,87.9,0.371,18.5,43.74863934,7.390648567,13.53695324,0.000601381,1,64,1,6,0,0,0,0,0,0,1,0,0,0,0,5,2,0,34223,5644,42,32745,1735,74,246,10,693,528,1802,34229,993,20,46.8,2396,8244,7606,NA,29,374,857,567,1297,3051,4891,2753,3589,11.8,3817,23827,NA,17831,788,4.4,113600,695,15049,45.1,0,0,0,593.5226822
17105,8.826765088,6.730120642,16.08633709,10.46027078,2.902491888,0,270.7,0.343,18.3,52.34817314,7.390648567,13.53695324,0.000601381,1,42,1,5,0,0,0,0,0,0,0,1,0,0,0,3,3,0,35761,6142,40.8,35752,1915,67,199,1,518,498,1532,37418,763,37,59.2,2311,7980,7952,NA,22,440,802,688,1838,3277,4800,2974,4330,13.3,4071,25982,NA,16610,734,4.4,107200,655,15895,57.6,0,0,0,940.9312969
17107,8.46263577,6.328125498,15.43033365,10.15422559,2.894617774,0.001403773,311.6,0.361,17.7,79.58490333,7.390648567,13.53695324,0.000601381,1,25,0,0,0,0,0,0,0,0,1,2,0,1,1,3,0,0,28925,4760,39.4,27008,2285,60,184,5,371,392,893,29412,423,2,60.1,1884,6147,6769,11,28,351,507,471,846,2781,4200,2206,3032,9.2,4559,19034,NA,12852,606,4.7,98900,683,12107,55.4,13,7192,7132,583.0535314
17109,9.359370229,7.388114357,17.01751321,11.21649589,3.039839254,0.001781377,75.9,0.348,16.6,57.88365733,7.390648567,13.53695324,0.000601381,1,60,1,7,0,0,0,0,0,0,2,3,0,1,0,3,2,0,29955,4644,28.9,29476,1642,75,580,2,237,600,867,31745,1188,2,70.5,1944,6249,6095,10,23,321,1482,790,1343,2706,3144,2016,5008,22.3,4086,20464,NA,13359,684,5.1,89900,630,14419,68.5,16,12008,5588,541.6135891
17111,8.191290902,5.605082525,14.43956885,9.3289114,2.61721082,0.000779755,46.6,0.33,13.5,52.40087027,7.390648567,13.53695324,0.000601381,3,450,3,41,0,0,0,0,0,0,7,0,1,1,4,25,43,0,308570,31320,38,278257,3283,939,7807,80,13194,5200,35249,273511,28425,512,90.1,14429,54987,45593,28,112,2106,3446,2350,6457,18937,36738,42932,18686,7.3,19203,249911,176,165849,5799,3.5,208200,1146,116040,89.7,0,0,0,1345.84556
17113,8.8335142,6.424998853,15.67150301,10.2098557,2.798742,0.001449033,107.2,0.335,12.3,56.91486844,7.390648567,13.53695324,0.000601381,2,347,2,26,0,0,0,0,0,0,2,0,7,2,3,19,22,0,172828,17340,32.1,142940,12426,383,7227,55,2603,3938,7434,162138,11969,74,83.5,8070,27079,27876,19,75,1182,5121,2826,5232,12618,20173,20100,25273,14.5,19152,133738,67,87889,3680,4.2,160500,811,69656,83.2,0,0,0,1237.998137
17115,9.010217957,6.870144722,16.30929436,10.63565727,2.923512083,0.002563091,158.6,0.315,18.9,74.37644865,7.390648567,13.53695324,0.000601381,2,534,2,46,0,0,0,0,0,0,3,0,1,1,6,26,9,0,104712,18142,40.3,87855,18027,226,1118,32,756,2754,2072,108696,2309,57,84.7,7400,25050,31154,29,73,1240,3801,2595,5193,10881,13648,8192,14566,16.6,23772,77636,21,49961,2795,5.6,94900,666,50475,85.8,0,0,0,602.766243
17117,8.815999239,6.704170716,16.0428281,10.46706509,2.91399785,0.001684201,72,0.28,19.2,41.53546484,7.390648567,13.53695324,0.000601381,2,50,0,0,0,0,0,0,0,0,0,9,0,0,9,2,0,0,45313,8171,41.7,46596,359,126,129,11,118,426,418,47347,332,4,41.5,3618,11541,12115,NA,32,574,1135,898,2149,4640,6146,3695,6152,13.3,7056,33947,NA,23066,1132,4.9,94300,658,21584,41.7,13,45358,8258,599.304064
17119,8.777088796,6.501323625,15.74726686,10.2914386,2.847266242,0.001814281,86.2,0.369,16.5,74.31831346,7.390648567,13.53695324,0.000601381,6,874,4,47,0,0,8,3,47,15,4,2,2,3,8,28,15,0,264461,38428,38.6,237641,21235,659,2254,107,2427,4959,7313,261969,6198,65,86.7,21349,55875,61893,55,163,2844,6905,5243,10381,24768,34517,25427,37768,13.5,38763,208339,92,134575,6080,4.5,126500,796,117106,87.8,0,0,0,1225.356448
17121,9.245723121,7.339951927,17.01046939,11.08704837,3.050236854,0.002258166,50.4,0.296,19.1,58.08915592,7.390648567,13.53695324,0.000601381,2,146,1,12,0,0,0,0,0,0,0,3,1,0,1,5,10,0,37620,6923,41.4,36734,1557,122,224,9,165,626,542,38895,522,0,54.9,2753,9849,15488,10,45,544,1186,920,2344,4349,5016,2186,5952,17.8,9302,28178,NA,17778,879,4.9,68600,610,18296,57.2,15,15776,9026,322.3114802
17123,8.629427344,6.403529773,15.58502324,10.20116636,2.860800666,0.000932678,59,0.265,22.7,40.21144778,7.390648567,13.53695324,0.000601381,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11534,2468,44.8,12271,44,22,45,2,137,119,314,12326,197,12,0,920,3173,3133,NA,NA,169,262,245,438,1276,1612,1067,1109,10.3,1261,8442,NA,5510,286,5.2,104600,636,5914,0,11,12021,8521,376.2135455
17125,9.096011689,7.159106311,16.79180291,10.80258933,2.982470223,0.001016113,NA,0.298,21.7,29.62119869,7.390648567,13.53695324,0.000601381,1,20,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,13565,2805,44,14382,54,36,40,0,19,135,117,14549,92,0,22.5,1095,3788,4315,NA,14,189,314,337,778,1809,1886,910,1842,13.9,2612,9940,NA,6318,379,6,81300,615,7077,21.7,12,14057,2857,554.5435481
17127,9.132304326,7.448049262,17.07149975,11.19149693,3.09894488,0.0004851,NA,0.334,21.1,78.59661017,7.390648567,13.53695324,0.000601381,1,25,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,14080,2838,42.1,14033,904,62,42,0,72,316,290,15139,122,0,49.5,1118,3861,5018,NA,18,218,512,492,865,1559,1927,729,2159,18.4,3451,10633,NA,5748,403,7,83900,714,7113,52.1,17,5893,4243,157.7487949
17129,8.444668424,6.113747426,15.21125546,9.756207266,2.719265178,0.001293766,104.8,0.301,18.8,42.43135773,7.390648567,13.53695324,0.000601381,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12288,1978,42.6,12383,76,32,30,2,46,136,121,12584,51,0,24.3,1030,2858,2361,NA,NA,129,319,173,501,1059,1889,1289,1054,11.4,1122,9359,NA,6689,268,4,127900,702,5654,26.7,10,12451,6851,281.2040851
17131,8.530842929,6.339340794,15.41481369,10.1887741,2.864880968,0.001019563,82.3,0.326,20.8,23.31298672,7.390648567,13.53695324,0.000601381,1,22,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,15601,3001,43.7,16153,47,17,52,1,42,122,307,16127,219,0,22.2,1183,4194,3192,NA,10,192,413,260,580,1635,2507,1225,1636,11.4,1564,11566,0,8103,428,5.3,98000,622,7358,22.9,7,15965,1860,327.0808867
17133,7.994997624,5.367464956,14.0448227,9.141718936,2.594773402,0.000500943,28,0.363,16.7,96.93149862,7.390648567,13.53695324,0.000601381,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,34335,4658,41,32287,69,67,144,7,111,272,450,32507,487,22,58.6,2353,7056,3034,NA,12,289,364,403,910,2669,4201,4680,1644,5.3,1197,27330,12,18595,644,3.5,191200,827,13392,59,0,0,0,420.4379753
17135,8.992721544,6.999788376,16.4719867,10.74571501,2.968925932,0.001551243,156.8,0.31,19.6,60.585759,7.390648567,13.53695324,0.000601381,2,50,1,4,0,0,0,0,0,0,0,7,0,0,0,4,3,0,28601,5199,41.9,28632,952,47,111,11,145,206,459,29645,231,0,58.4,2189,7013,8040,NA,19,362,827,639,1471,3008,3504,1785,4075,15.6,4627,19758,16,11891,706,5.9,78300,627,13080,55.7,16,8641,7981,605.5324301
17137,8.943143493,6.910884773,16.36630022,10.6429615,2.951505276,0.001830012,71.2,0.321,19.3,63.95231956,7.390648567,13.53695324,0.000601381,1,118,1,9,0,0,0,0,0,0,0,3,0,0,2,7,4,0,33976,5935,40.8,32321,2122,78,168,7,273,578,712,34835,719,0,63.8,2510,8172,8661,NA,23,399,849,842,1722,3609,4282,2590,4197,14.9,5918,23650,11,16309,719,4.4,98500,680,15515,62.7,14,11287,7717,389.740741
17139,8.570941315,6.403901915,15.63408366,10.10483421,2.849997919,0.002720533,NA,0.248,18.4,58.39267683,7.390648567,13.53695324,0.000601381,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,14717,2618,40.3,14622,41,28,31,0,34,90,129,14717,149,23,30.8,893,3280,2838,NA,14,188,249,293,634,1546,1997,1137,1288,12.1,1330,10925,NA,7524,289,3.8,100900,617,6260,34.1,7,14496,321,540.2640078
17141,8.603775405,6.420540193,15.63585595,10.17540906,2.867408581,0.002824969,64.9,0.371,17.8,44.78829348,7.390648567,13.53695324,0.000601381,1,17,1,4,0,0,0,0,0,0,0,0,0,2,0,2,4,0,50923,8122,40.7,49867,483,111,250,14,2015,757,4741,48756,2567,176,52.9,3813,11344,10980,NA,39,518,1060,889,1960,5080,6829,5012,4866,11.1,6027,38773,20,25289,1275,5,140000,712,22561,52.5,0,0,0,565.8169431
17143,9.051322257,6.853470729,16.31428785,10.61577921,2.910803173,0.002786467,226.3,0.359,16,64.79849634,7.390648567,13.53695324,0.000601381,4,1066,3,51,30,18,0,0,52,12,2,1,5,2,6,60,50,0,180621,25963,36.8,138800,33030,526,5856,62,2956,5264,7102,179392,10776,330,85.4,11080,37221,51214,60,115,1859,6196,3189,7981,17800,23094,16255,27364,15.9,36691,139586,68,87398,4846,5.5,126600,756,83034,86.7,12,61298,15038,NA
17145,9.013011391,7.068546446,16.57423124,10.78734638,2.976712124,0.001028807,243.9,0.321,18,50.28954522,7.390648567,13.53695324,0.000601381,2,42,0,0,0,0,0,0,0,0,1,3,0,0,1,4,3,0,21174,3515,39.4,19656,1866,55,87,8,365,313,599,21751,229,0,56.4,1491,4706,5173,NA,15,240,931,397,1085,2002,2569,1239,2932,14.7,3046,14232,NA,8456,505,6,78400,552,9426,52.9,17,7438,7198,NA
17147,8.097005204,5.733355984,14.55382981,9.47867034,2.699505357,0.000608754,NA,0.252,18.9,40.06045789,7.390648567,13.53695324,0.000601381,1,16,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,16396,2713,42.6,16393,58,29,51,6,35,157,167,16562,192,0,32.3,1126,3733,2423,NA,12,164,167,209,352,1915,2271,1762,1025,5.4,1037,12692,0,8430,363,4.3,123600,779,7269,33.6,0,0,0,497.0249421
17149,9.089412731,7.174742166,16.7924082,10.92631282,3.056807462,0.002729466,NA,0.298,20.3,34.23909933,7.390648567,13.53695324,0.000601381,1,25,1,4,0,0,0,0,0,0,1,4,0,0,0,2,1,0,15611,3136,42.5,15928,275,28,38,7,38,116,172,16258,80,0,27.7,1039,3860,4556,NA,17,212,526,459,868,2038,1820,918,2403,14.9,2348,11235,NA,7256,349,4.8,75300,542,7951,25.4,9,20753,6053,783.4947641
17151,8.670421775,7.071128004,16.49102746,10.64449975,2.985980873,0.002353495,NA,0.266,29.2,2.368520554,7.390648567,13.53695324,0.000601381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4212,965,46.6,4098,269,29,11,1,23,39,64,4406,61,0,0,357,1107,958,NA,NA,54,138,79,219,503,497,203,760,12.7,553,2768,0,1751,107,6.1,102000,407,2491,0,15,8320,1320,77.93016404
17153,9.761244828,7.863095881,18.05958626,11.39482821,3.095439827,0.001247549,230.7,0.346,21.2,0,7.390648567,13.53695324,0.000601381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5463,1124,43.2,3965,1994,26,13,3,41,119,97,6064,60,0,0,462,1555,2287,NA,NA,82,207,233,379,617,562,248,1260,17.1,1700,3937,0,2055,169,8.2,57600,525,3155,0,18,13411,13411,194.0367159
17155,8.347168484,6.037530777,15.0293739,9.776612733,2.751962715,0,NA,0.26,22.2,0.28159601,7.390648567,13.53695324,0.000601381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5740,1069,45.2,5803,32,6,13,1,82,69,252,5754,144,0,0,394,1482,1078,NA,NA,61,86,56,265,587,879,565,455,8.9,433,4171,NA,3040,159,5.2,121300,645,3074,0,12,12289,5749,NA
17157,8.920527373,6.716189319,16.14006799,10.46564609,2.909203481,0.00144411,174,0.272,18,40.66486438,7.390648567,13.53695324,0.000601381,4,435,0,0,0,0,16,2,88,30,2,8,0,0,1,2,2,0,32106,5340,41,29318,3263,62,104,15,403,311,867,32609,395,5,57.4,2230,7020,7196,NA,29,381,612,705,1219,3527,3998,1999,4402,12.3,4126,21227,NA,14202,630,4.4,96700,643,13707,51.8,0,0,0,455.7845542
17159,9.029083157,7.066343528,16.62199141,10.75873245,2.980210938,0.002833575,NA,0.281,19.8,81.8200218,7.390648567,13.53695324,0.000601381,1,74,1,6,0,0,0,0,0,0,1,2,0,1,1,5,3,0,15763,3110,42.1,15795,78,25,119,1,64,151,205,16028,292,0,56.5,1060,3881,4576,NA,14,218,533,414,744,1765,2001,1003,2385,15,2999,11783,NA,7455,350,4.7,83800,544,7513,57.5,15,5923,4885,173.7270374
17161,8.869640618,6.885166354,16.26558443,10.65461961,2.961391882,0.002168301,220.9,0.337,18.3,84.41540634,7.390648567,13.53695324,0.000601381,2,478,2,26,0,0,0,0,0,0,3,0,3,1,4,20,12,0,143477,23881,40,120382,13289,395,2419,48,6555,4458,17118,130428,11497,306,89.1,10123,31841,39277,38,95,1604,4571,2989,6129,15283,19559,11533,18069,14.6,23393,105913,50,71847,3757,5.2,113800,692,65756,89.7,0,0,0,260.2856943
