fips,Asthma,COPD,Current.Smoker.Status,Diabetes,Kidney.Disease,Percent.of.pop.AIAN,HIV.Prevalence,Adult.Obesity,Percent.of.pop.65.,Avg.Res.Per.Day,Heart.Disease,Cancer,Organ.Transplant.Pct,f0886817,f0892117,f1256517,f0913917,f0913317,f1330917,f1130917,f1266417,f0931717,f0932017,f1321418,f1321818,f1321918,f1322018,f1525319,f1331817,f1392917,f1393717,f1198418,f1484010,f1348310,f0453110,f0453210,f0453310,f1332610,f1332710,f0453510,f1332810,f0453610,f1463510,f1433613,f1433713,f1491610,f1139619,f1319118,f1419612,f1193515,f1193615,f1194115,f1433913,f1434013,f1434113,f1434213,f1434313,f1434413,f1322317,f1440813,f1408416,f1547217,f1546116,f0679218,f0679418,f0679518,f1461311,f1461413,f1351510,f1492110,HPSA.Score,HPSA.Designation.Population,HPSA.Estimated.Underserved.Population,Total.workers
1041,10.50767001,9.818298075,20.58068955,14.85070346,3.601490374,0.00764515,223.5,0.38,18.3,60.33755214,12.03451408,20.92037542,0.000497345,2,93,0,0,0,0,1,0,8,5,1,1,0,0,1,0,0,0,13824,2210,40.7,10097,3254,57,189,8,99,202,204,13702,288,0,0,956,3724,4196,NA,16,184,535,595,744,1425,1340,719,2722,17.6,2993,9812,22,6298,257,4.1,70600,532,6735,0,0,0,0,97.86709914
1043,10.44344821,9.814765602,20.835246,14.85968278,3.528946875,0.004227765,78.2,0.369,18,76.07226089,12.03451408,20.92037542,0.000497345,1,115,1,11,0,0,0,0,0,0,3,3,1,2,1,9,7,0,83442,12810,39.9,76133,856,408,343,18,1759,889,3454,76952,2271,19,26.8,5696,20368,18249,17,95,1025,2881,2013,4233,9065,8592,4313,11256,16.4,10518,58436,99,37830,1241,3.3,115200,644,37054,27,0,0,0,457.9949318
1045,10.53627805,9.871918126,20.6987907,14.95384419,3.56846575,0.006090752,244.1,0.372,16.1,79.4292403,12.03451408,20.92037542,0.000497345,1,69,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,48956,6759,36.1,37236,9679,371,534,44,882,1505,2821,47430,1413,59,49.1,7054,11189,11607,NA,40,533,1995,1263,2527,4682,5509,2849,8528,19.6,9871,36404,75,20120,846,4.2,101700,672,22677,48.8,0,0,0,138.6084709
1047,12.03028177,12.07680129,23.61076433,16.91420952,4.043948825,0.000249819,422.2,0.431,16.8,90.34176155,12.03451408,20.92037542,0.000497345,1,149,1,10,8,0,0,0,0,0,3,0,0,1,2,6,0,0,38310,6165,37.7,12769,30423,85,149,11,84,299,309,43511,588,0,54.4,2473,10286,18781,NA,26,545,3108,1350,2934,4116,3249,1730,10796,31.9,16191,28351,90,14860,973,6.5,81500,599,20208,53.2,0,0,0,340.322801
1049,11.29695735,10.97308794,22.22234537,15.90209086,3.799792637,0.012780899,88.3,0.292,16.3,56.63753252,12.03451408,20.92037542,0.000497345,1,115,0,0,0,0,0,0,0,0,2,5,0,1,3,0,0,0,71385,9875,37.5,60087,1078,969,203,147,7051,1574,9690,61419,5308,248,9.9,3549,16222,19448,21,77,811,2676,1809,3837,7083,7296,2781,13785,21.5,14487,48647,81,30129,1150,3.8,98500,579,31109,9.1,0,0,0,461.6213903
1051,9.433875435,8.170455512,18.3296985,13.53492912,3.173305687,0.002290302,222,0.343,14.5,57.38272268,12.03451408,20.92037542,0.000497345,2,96,0,0,0,0,0,0,0,0,2,4,0,1,1,0,0,0,81887,9436,37.8,60455,15900,285,518,63,938,1144,2129,77174,1472,47,45.8,7957,17880,14004,11,59,792,1853,1332,2901,7066,9398,6565,9151,13.5,10371,59171,126,37215,1283,3.4,147500,825,32657,40.1,0,0,0,162.1550562
1053,11.31677486,11.05305354,22.32429311,15.97825931,3.822529739,0.038442992,222.1,0.394,17.3,39.08111642,12.03451408,20.92037542,0.000497345,2,82,1,8,0,0,0,0,0,0,3,4,0,1,4,3,4,0,36748,5812,39.2,23784,12220,1288,92,12,343,580,718,37601,297,26,36.5,2610,9132,10865,12,26,495,1797,1198,2167,3395,3177,1492,7971,23.8,8471,23741,62,14352,656,4.6,93800,580,16486,40.4,0,0,0,236.6450294
1055,10.42384337,9.692839682,20.51985,14.81232666,3.500423101,0.004118944,187.3,0.355,18.3,64.79631236,12.03451408,20.92037542,0.000497345,4,671,1,40,0,0,2,0,63,23,4,1,3,4,10,18,5,0,102501,16508,40.2,83823,15796,448,672,171,1975,1545,3447,100983,2982,90,62.5,7116,26732,26980,32,125,1410,3157,2777,6175,10145,11607,5200,18257,17.9,15103,71756,152,43096,1768,4.1,100400,634,47454,64.1,0,0,0,212.0474884
1057,10.85113901,10.34092733,21.30203803,15.342422,3.691497139,0,99.5,0.41,20.5,80.46079694,12.03451408,20.92037542,0.000497345,1,167,1,6,0,0,0,0,0,0,1,0,0,0,0,4,0,0,16433,3084,42.5,14910,1969,52,37,0,102,171,204,17037,114,0,19.8,1180,5110,4545,NA,18,238,765,609,1015,1956,1913,697,3146,18.1,3652,11365,NA,6482,267,4.1,75200,523,8437,18.9,0,0,0,64.68028678
1059,11.01211411,10.6315757,21.841683,15.57505381,3.729867326,0.005040898,53.8,0.343,16.2,36.82418419,12.03451408,20.92037542,0.000497345,2,117,0,0,0,0,0,0,0,0,2,4,0,0,1,0,0,0,31363,4825,37.8,26320,1228,215,63,10,3338,530,4710,26994,3049,20,29.6,1470,7052,9455,11,32,374,958,737,2063,3351,3274,1150,6394,23,5783,21994,NA,14203,530,3.7,85600,596,14022,26.8,0,0,0,123.5529101
1061,11.19117661,10.83044085,22.1105925,15.84466134,3.707873324,0.007209996,151.9,0.387,19.4,37.88786861,12.03451408,20.92037542,0.000497345,1,147,1,6,0,0,0,0,0,0,2,0,0,0,2,2,1,0,26314,4674,42,23127,2539,224,67,8,409,416,920,25870,389,12,10.4,2513,7215,7686,NA,25,364,1022,850,1864,2730,3018,1209,5659,22.5,5366,17982,44,10851,426,3.9,77400,589,12687,10.2,0,0,0,364.4078794
1063,12.90535355,13.43478068,25.3960966,18.07884827,4.373513902,0.005696653,378.7,0.355,20.4,25.85028192,12.03451408,20.92037542,0.000497345,1,92,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,8233,1454,41.8,1575,7370,17,15,0,25,43,69,8976,3,0,0,466,2392,3780,NA,NA,114,679,494,471,669,535,177,2752,38.8,3200,5694,13,2838,191,6.7,69600,533,5007,0,0,0,0,76.57417141
1065,11.55610664,11.35382646,22.70992013,16.27574345,3.865961223,0.001948008,436,0.404,18.3,56.68154188,12.03451408,20.92037542,0.000497345,1,20,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,14726,2370,40,6266,9301,25,35,1,44,88,140,15620,166,6,10.8,820,4284,6129,NA,NA,190,812,636,725,1444,1436,611,3654,26.1,4266,10570,NA,5991,305,5.1,87400,483,7655,9.5,0,0,0,75.78697725
1067,10.21174955,9.325952296,19.85613357,14.44000417,3.494029815,0.00023359,212,0.363,21.6,40.70302277,12.03451408,20.92037542,0.000497345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17209,3044,42.8,11865,4942,57,54,2,206,176,389,16913,219,0,12.2,1260,5000,4195,NA,11,226,552,504,898,1778,1924,1071,2882,13.7,3129,11600,29,6766,300,4.4,96300,603,8891,11,0,0,0,372.819574
1069,10.47986736,9.741609786,20.47925702,14.86706401,3.53105812,0.002654477,366.5,0.381,16.9,66.39164525,12.03451408,20.92037542,0.000497345,5,661,1,13,5,0,2,1,150,41,3,0,2,2,1,28,18,0,104722,14675,38.5,71053,26176,446,820,49,1244,1759,2995,98552,2372,48,66.2,9382,24638,26935,16,57,1128,3488,2740,5261,10784,11019,6268,17095,18.5,19539,75641,189,45150,1825,4,123300,725,45319,66,0,0,0,NA
1071,10.96494355,10.48050128,21.54870451,15.48148173,3.690120276,0.010461857,74.3,0.387,19.1,35.80873349,12.03451408,20.92037542,0.000497345,1,92,0,0,0,0,0,0,0,0,1,4,0,3,6,0,0,0,51736,8773,41.4,48348,1781,719,185,48,768,1378,1339,51888,1006,4,23,3325,13582,12551,11,67,723,2253,1789,2417,6109,5417,2383,8539,19,7648,35963,78,23241,955,4.1,98900,607,24786,23.5,0,0,0,493.0757379
1073,10.09055227,9.135226923,19.57669457,14.36963089,3.402218943,0.00191698,621.1,0.346,15,74.26713118,12.03451408,20.92037542,0.000497345,14,4347,7,320,162,16,89,0,1689,68,8,1,8,11,13,207,174,94,659300,86443,37.1,349166,276525,1740,9158,244,14358,7275,25488,632978,26422,736,90.2,38717,136483,146348,156,321,7211,23527,15747,29844,62825,73498,55949,107752,17.6,112647,489517,1261,314014,11655,3.7,143400,847,300552,91,0,0,0,63.48776762
1075,10.99799447,10.54303339,21.56780898,15.52959919,3.728996872,0,134.9,0.357,21.1,41.50585691,12.03451408,20.92037542,0.000497345,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,13844,2732,43.5,12626,1643,24,4,2,82,183,180,14384,88,0,0,888,3994,4036,NA,19,208,592,618,818,1789,1525,677,2570,23.1,2683,9559,21,5721,218,3.8,67900,409,7354,0,0,0,0,141.5658874
1077,10.10417786,9.201448778,19.73479559,14.37187455,3.434596546,0.004503969,91.9,0.325,19.3,73.53805869,12.03451408,20.92037542,0.000497345,1,278,0,0,0,0,0,0,0,0,2,0,1,4,2,0,0,0,92387,15553,40.4,80112,9257,338,685,34,977,1306,2082,90627,1863,61,50.7,6899,22596,18894,30,71,1122,3017,2574,5146,10668,11370,5859,12395,16.3,11686,64564,151,42141,1766,4.2,118600,633,43791,52,0,0,0,434.3851268
1079,10.24951033,9.421361659,20.10905867,14.58980352,3.444665592,0.056615719,81.8,0.326,17.4,46.949917,12.03451408,20.92037542,0.000497345,1,43,1,6,0,0,0,0,0,0,3,5,0,0,1,2,2,0,32957,4999,40.6,26647,3938,1953,42,6,275,1478,574,33765,219,5,8.7,1777,8125,7737,11,29,406,1194,984,1666,3364,3964,1884,5494,16.6,6036,23122,39,13919,583,4.2,94800,531,15229,9.3,0,0,0,413.3520673
1081,10.52296527,9.77621917,20.42476204,14.95359719,3.532287566,0.001418823,197.7,0.299,11.1,49.21029124,12.03451408,20.92037542,0.000497345,1,560,1,36,8,0,0,0,0,0,3,1,0,1,0,20,4,0,163941,12716,29.5,100006,31901,445,3658,105,1873,2259,4571,135676,8593,323,72.6,11036,24613,23281,13,79,1045,7443,3578,6679,13034,16262,12005,27901,22,17097,124061,219,74654,2703,3.6,154300,818,62391,72.9,0,0,0,146.5107341
1083,9.680875269,8.530164155,18.78421175,13.8382852,3.265862505,0.008823024,129.5,0.339,14.7,61.46715633,12.03451408,20.92037542,0.000497345,1,71,1,10,0,0,0,0,0,0,1,3,0,1,1,9,4,0,96174,10187,38.4,66506,10429,547,924,42,2866,1468,4591,78191,3542,41,42.4,7277,18356,14548,11,57,784,2422,1743,3777,7374,9730,7340,10830,14.8,10348,69264,127,42393,1503,3.5,142100,622,34977,39.9,0,0,0,619.7321717
1085,11.81356966,11.69757303,23.04620656,16.57311813,3.975019309,0.001270027,606.4,0.469,17.9,20.69110541,12.03451408,20.92037542,0.000497345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9974,1655,40.6,2859,8310,25,14,0,31,60,87,11212,34,5,0,691,2983,4358,NA,NA,137,712,439,771,1088,914,385,2585,30.2,3993,7218,16,3625,265,7.3,67800,624,5140,0,0,0,0,106.2408174
1087,11.52133329,11.30471956,22.64614693,16.23241611,3.855172579,0.002256744,496.6,0.496,18.6,50.15190192,12.03451408,20.92037542,0.000497345,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,18439,3031,36.3,3319,17729,29,76,2,69,228,232,21220,231,7,44.5,1370,4867,6477,NA,NA,236,1420,597,1280,1950,1757,848,5213,25.9,6049,11949,40,7816,427,5.5,74700,603,10259,43,0,0,0,227.7184887
1089,9.440343535,8.128786585,18.13272367,13.51733212,3.18838866,0.005165567,236.6,0.329,14.3,60.39134399,12.03451408,20.92037542,0.000497345,5,1278,1,64,34,17,5,1,124,14,5,1,4,5,3,60,0,0,366519,40873,37.3,228280,80376,2551,8265,365,6719,8255,15404,319407,19423,243,83.6,35926,67210,52454,60,187,3164,8539,7762,12985,29936,40791,42240,44979,13.6,39658,273207,786,179752,6220,3.5,167900,801,146447,84.2,0,0,0,449.0165487
1091,11.10080783,10.66204998,21.63683152,15.63159333,3.77866071,0.002610298,195.6,0.422,18.9,43.5896942,12.03451408,20.92037542,0.000497345,1,47,0,0,0,0,0,0,0,0,1,1,0,2,2,0,0,0,19066,3424,40.4,9751,10872,34,53,13,140,164,352,20675,89,0,30.7,1189,5639,6610,NA,14,268,1429,656,1281,1822,1788,999,4356,25.6,5028,13893,32,7589,380,5,90800,552,10237,28.6,0,0,0,67.13573212
1093,10.78294844,10.28876048,21.32717035,15.24162034,3.690373689,0.004071417,113.5,0.368,20.8,60.55405836,12.03451408,20.92037542,0.000497345,2,81,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,29763,5645,42.8,28791,1184,101,54,14,291,341,632,30144,488,13,11.1,1806,7474,7893,11,31,416,1162,1167,2085,3588,2898,1553,5582,17.6,5621,20385,NA,12549,513,4.1,81400,517,14737,10.9,0,0,0,260.1970615
1095,10.88106461,10.34226624,21.27776882,15.3959272,3.663242938,0.003510431,115.4,0.344,16.8,80.2500505,12.03451408,20.92037542,0.000497345,2,204,2,20,0,0,0,0,0,0,1,8,0,1,1,9,2,0,96109,13862,38.2,81464,1494,706,478,103,7210,1564,11238,81781,6877,308,46.7,6667,21527,24845,33,93,1145,2951,2617,5074,9642,9062,5242,18873,21,16848,66127,130,42598,1441,3.4,115500,615,40342,44.7,0,0,0,187.1606871
1097,10.51673463,9.799519889,20.57944556,14.93574275,3.527000678,0.006926173,510.8,0.363,15.3,54.2583143,12.03451408,20.92037542,0.000497345,7,1490,3,77,34,7,7,0,576,31,7,2,4,5,26,35,9,0,413757,53321,36.6,248647,142992,3681,7561,204,3885,6022,9936,403056,13109,212,80,29797,85646,106242,90,247,4332,15132,9696,20207,36900,44922,26937,80116,19.3,88504,301850,860,187406,8798,4.7,122400,828,178196,80.7,0,0,0,910.6223433
1099,11.80845991,11.72873174,23.12058513,16.64855555,3.949780458,0.016084046,213.7,0.418,18.9,52.45093418,12.03451408,20.92037542,0.000497345,1,44,0,0,0,0,0,0,0,0,3,1,0,2,1,0,0,0,21067,3618,40.1,12718,9614,260,67,9,66,334,220,22848,116,0,21,1248,5480,6440,NA,15,266,1996,813,1176,1814,1571,837,5018,33.7,4792,14749,33,7158,442,6.2,81200,499,11333,20.3,0,0,0,170.0817051
1101,10.60909764,9.915382746,20.67101562,15.05212816,3.559797422,0.00124702,749.8,0.377,14.2,53.69840214,12.03451408,20.92037542,0.000497345,6,1195,3,56,28,6,0,0,69,19,5,0,3,5,7,45,21,1,225763,27421,34.9,90656,125477,589,4821,171,4743,2906,8314,221049,10422,405,89.5,18715,44732,60932,33,109,2158,8689,5920,10591,22345,24852,17379,46315,20.8,52074,163637,516,105579,4219,4,122300,846,101641,89.6,0,0,0,258.1811787
1103,10.09402693,9.18187714,19.76374113,14.37421001,3.401845119,0.00598546,140.7,0.324,16.7,88.47430174,12.03451408,20.92037542,0.000497345,1,110,0,0,0,0,0,0,0,0,2,3,2,2,2,0,0,0,119089,16871,39,95404,14185,1042,691,107,5697,2364,9156,110334,5110,186,61.4,8831,27180,25788,30,94,1347,3799,2675,5666,11821,14174,7769,17301,16.6,16422,85699,224,56339,1983,3.5,123500,622,51193,61.8,0,0,0,424.0024334
1105,13.29464611,13.96921256,26.23078166,18.60432398,4.415189932,0.000632511,272.4,0.434,18.6,51.96214465,12.03451408,20.92037542,0.000497345,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,9140,1769,37.2,3204,7276,17,30,5,16,43,114,10477,60,0,0,565,2601,4598,NA,11,131,682,359,592,778,405,223,3180,41.9,4191,5983,21,3397,222,6.5,66300,512,4737,0,0,0,0,150.5635396
1107,11.16776694,10.77006097,21.93208302,15.77918089,3.727634397,0.001231648,280.7,0.349,18.4,28.64441406,12.03451408,20.92037542,0.000497345,1,52,0,0,0,0,0,0,0,0,2,1,0,0,3,0,0,0,19938,3336,41.9,11110,8211,28,36,1,128,232,313,19433,547,27,0,1150,5157,5839,NA,16,241,1067,851,1007,1929,1837,929,4093,22.9,3997,13007,24,7805,356,4.6,82000,429,9483,0,0,0,0,123.0442493
1109,11.33769372,11.09368553,22.36277344,16.05600102,3.813246951,0.006256923,356.5,0.362,14.6,40.66620262,12.03451408,20.92037542,0.000497345,1,43,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,33338,4211,31.4,19144,12054,192,654,24,341,490,730,32169,1128,50,48.3,2201,6637,8608,NA,14,314,2087,776,1792,3143,2911,1575,8611,26.3,6900,22808,46,15230,686,4.5,105500,637,15267,45,0,0,0,192.3989144
1111,10.59447651,10.01704073,21.03311965,15.05068002,3.583985865,0.002259236,57.5,0.374,20,55.2375567,12.03451408,20.92037542,0.000497345,1,26,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,22725,3888,41.2,17532,4607,84,55,5,369,261,649,22264,349,0,18.7,1446,5967,6010,NA,22,318,935,955,906,2578,2630,863,3771,18.7,5010,15383,32,9538,383,4,85800,588,11982,17.1,0,0,0,78.97504512
1113,10.80751331,10.28711652,21.34397965,15.32238618,3.631385445,0.002748527,417,0.451,13.4,73.51275677,12.03451408,20.92037542,0.000497345,2,83,1,8,0,0,2,0,49,6,1,1,0,2,1,6,3,0,57781,6720,35.8,28449,22135,219,236,113,691,1104,1946,51001,1809,47,64.6,6678,12271,16310,17,46,658,2568,1663,3100,6262,6447,2650,13078,20.9,13541,42823,102,23753,955,4,111000,759,24595,64.8,0,0,0,153.2101936
