"region","b1","start_date","loss","initial.infected"
"Tulsa County, OK",0.79,"2020-03-06",0.633208923731013,1
"Turner County, GA",0,"2020-03-16",0.327860629891449,1
"Tuscaloosa County, AL",0,"2020-03-17",0.345686931203519,1
"Twin Falls County, ID",1.27,"2020-03-19",0.219812844107446,1
"Ulster County, NY",0.67,"2020-03-06",0.645613827934004,1
"Union County, NC",0,"2020-03-14",0.293781202241134,1
"Union County, NJ",0.94,"2020-02-28",4.9132161571047,1
"Upson County, GA",0,"2020-01-27",1.04460235228041,1
"Utah County, UT",0.33,"2020-03-02",1.28727299697393,1
"Vance County, NC",0,"2020-03-14",0.293821723125246,1
"Ventura County, CA",1.07,"2020-03-06",0.485653504609863,1
"Volusia County, FL",1.1,"2020-03-13",0.437933048295577,1
"Wagoner County, OK",0.99,"2020-03-13",0.321116006746256,1
"Wake County, NC",0,"2020-03-14",0.293773273006225,1
"Walker County, TX",0,"2020-03-20",0.29935857915646,1
"Walton County, GA",0.42,"2020-03-13",0.46072397706578,1
"Walworth County, WI",0.02,"2020-03-16",0.219593618221375,1
"Wapello County, IA",0,"2020-03-15",0.264038689679819,1
"Warren County, MS",0,"2020-03-17",0.325105727293318,1
"Warren County, NJ",0.68,"2020-03-06",0.271240030553089,1
"Warren County, NY",0,"2020-03-10",0.268211460804872,1
"Warren County, OH",0,"2020-03-10",0.286645119879056,1
"Warrick County, IN",0,"2020-03-16",0.216709225919575,1
"Washington County, AR",0,"2020-03-16",0.228937306339938,1
"Washington County, MD",0,"2020-03-10",0.356366417252638,1
"Washington County, MN",0.21,"2020-03-13",0.43854062327768,1
"Washington County, OH",0,"2020-03-10",0.286679668010493,1
"Washington County, OR",0.46,"2020-02-29",0.370559037052702,1
"Washington County, RI",0,"2020-03-16",0.274239973524007,1
"Washington County, TX",1.26,"2020-03-20",0.265689515999524,1
"Washoe County, NV",0.9,"2020-03-06",1.14483510252253,1
"Washtenaw County, MI",0.58,"2020-02-29",0.769710024078714,1
"Waukesha County, WI",1.33,"2020-03-13",0.622263222853267,1
"Wayne County, MI",0.97,"2020-02-22",17.1981546048087,1
"Wayne County, NC",0,"2020-03-14",0.293789252559157,1
"Wayne County, OH",0,"2020-03-10",0.286657190199749,1
"Webb County, TX",0.54,"2020-03-06",0.888686755691565,1
"Weld County, CO",1.24,"2020-03-06",0.683473150109062,1
"Westchester County, NY",1.25,"2020-02-28",19.9517657200273,1
"Westmoreland County, PA",0,"2020-03-10",0.284182162506803,1
"Whatcom County, WA",0.68,"2020-02-29",1.16863311522455,1
"Wicomico County, MD",0.18,"2020-03-08",0.238249132667115,1
"Will County, IL",1.17,"2020-03-06",0.432940652675577,1
"Williamson County, TX",0.73,"2020-03-13",0.470456860858109,1
"Wilson County, NC",0.83,"2020-03-14",0.445644051065205,1
"Wilson County, TN",0.03,"2020-03-16",0.290933657265924,1
"Winnebago County, IL",0.38,"2020-03-13",0.24959040597282,1
"Wood County, OH",0,"2020-03-10",0.286654557039299,1
"Woodbury County, IA",0,"2020-03-15",0.264004443301681,1
"Worcester County, MA",1.33,"2020-03-06",1.03150602227769,1
"Worcester County, MD",0,"2020-03-10",0.378678047495969,1
"Wyandotte County, KS",0.94,"2020-03-06",1.84744806423016,1
"Yakima County, WA",1.03,"2020-03-06",0.966844815430335,1
"Yolo County, CA",0.39,"2020-03-06",0.234449979246612,1
"York County, PA",0.01,"2020-03-10",0.272480786688435,1
"Yuma County, AZ",0,"2020-03-15",0.329682861632896,1
