"HospBedper","HospBedOcc","ICUBedper","ICUBedOcc","IncFluOcc","ConvMVCap","ContMVCap","CrisisMVCap","IncFLUMV"
2.80373831775701,0.66,0.258899676375405,0.68,0.1,0.0619195046439628,0.154798761609907,0.417956656346749,0.07
