"region","b1","start_date","loss","initial.infected","state"
"Ulster County, NY",0.67,2020-03-06,0.645613827934004,1,"Ulster County, NY"
"Union County, NC",0,2020-03-14,0.293781202241134,1,"Union County, NC"
"Union County, NJ",0.94,2020-02-28,4.9132161571047,1,"Union County, NJ"
"Upson County, GA",0,2020-01-27,1.04460235228041,1,"Upson County, GA"
"Utah",0.38,2020-02-18,6.9256965471765,1,"Utah"
"Ventura County, CA",1.07,2020-03-06,0.485653504609863,1,"Ventura County, CA"
"Vermont",0.51,2020-02-22,1.17119210698142,1,"Vermont"
"Virginia",0.94,2020-02-28,7.13068580531985,1,"Virginia"
"Volusia County, FL",1.1,2020-03-13,0.437933048295577,1,"Volusia County, FL"
"Wagoner County, OK",0.99,2020-03-13,0.321116006746256,1,"Wagoner County, OK"
"Wake County, NC",0,2020-03-14,0.293773273006225,1,"Wake County, NC"
"Warren County, NJ",0.68,2020-03-06,0.271240030553089,1,"Warren County, NJ"
"Warren County, NY",0,2020-03-10,0.268211460804872,1,"Warren County, NY"
"Warrick County, IN",0,2020-03-16,0.216709225919575,1,"Warrick County, IN"
"Washington",0.47,2020-01-27,4.44951528483679,1,"Washington"
"Washington County, OH",0,2020-03-10,0.286679668010493,1,"Washington County, OH"
"Washington County, RI",0,2020-03-16,0.274239973524007,1,"Washington County, RI"
"Washington County, TX",1.26,2020-03-20,0.265689515999524,1,"Washington County, TX"
"Washoe County, NV",0.9,2020-03-06,1.14483510252253,1,"Washoe County, NV"
"Washtenaw County, MI",0.58,2020-02-29,0.769710024078714,1,"Washtenaw County, MI"
"Waukesha County, WI",1.33,2020-03-13,0.622263222853267,1,"Waukesha County, WI"
"Wayne County, MI",0.97,2020-02-22,17.1981546048087,1,"Wayne County, MI"
"Wayne County, OH",0,2020-03-10,0.286657190199749,1,"Wayne County, OH"
"Webb County, TX",0.54,2020-03-06,0.888686755691565,1,"Webb County, TX"
"Weld County, CO",1.24,2020-03-06,0.683473150109062,1,"Weld County, CO"
"Westchester County, NY",1.25,2020-02-28,19.9517657200273,1,"Westchester County, NY"
"Westmoreland County, PA",0,2020-03-10,0.284182162506803,1,"Westmoreland County, PA"
"West Virginia",1.3,2020-03-13,0.363638597716152,1,"West Virginia"
"Whatcom County, WA",0.68,2020-02-29,1.16863311522455,1,"Whatcom County, WA"
"Will County, IL",1.17,2020-03-06,0.432940652675577,1,"Will County, IL"
"Winnebago County, IL",0.38,2020-03-13,0.24959040597282,1,"Winnebago County, IL"
"Wisconsin",0.97,2020-02-28,5.5827260540562,1,"Wisconsin"
"Wood County, OH",0,2020-03-10,0.286654557039299,1,"Wood County, OH"
"Worcester County, MA",1.33,2020-03-06,1.03150602227769,1,"Worcester County, MA"
"Wyandotte County, KS",0.94,2020-03-06,1.84744806423016,1,"Wyandotte County, KS"
"Wyoming",0.31,2020-03-03,1.61218327716464,1,"Wyoming"
"Yakima County, WA",1.03,2020-03-06,0.966844815430335,1,"Yakima County, WA"
"Yolo County, CA",0.39,2020-03-06,0.234449979246612,1,"Yolo County, CA"
