"state_abb","policy_long","policy","start_date","end_date","exp_start_date","exp_end_date","Prop_Reduction_Mild_Trans","Prop_Reduction_Severe_Trans","Prop_Reduction_Death","Country.Region","state","Details","Category"
"NJ","Stay At Home Order","H",2020-03-21,2020-06-09,NA,NA,0.7,0,0,"United States","New Jersey",NA,NA
"NM","Stay At Home Order","H",2020-03-23,2020-06-01,NA,NA,0.7,0,0,"United States","New Mexico",NA,NA
"NV","Stay At Home Order","H",2020-04-01,2020-05-09,NA,NA,0.7,0,0,"United States","Nevada",NA,NA
"NY","Stay At Home Order","H",2020-03-22,2020-06-08,NA,NA,0.7,0,0,"United States","New York",NA,NA
"OH","Stay At Home Order","H",2020-03-23,2020-05-19,NA,NA,0.7,0,0,"United States","Ohio",NA,NA
"OK","Stay At Home Order","H",2020-03-24,NA,NA,NA,0.7,0,0,"United States","Oklahoma",NA,NA
"OR","Stay At Home Order","H",2020-03-24,2020-06-19,NA,NA,0.7,0,0,"United States","Oregon",NA,NA
"PA","Stay At Home Order","H",2020-03-23,2020-06-05,NA,NA,0.7,0,0,"United States","Pennsylvania",NA,NA
"RI","Stay At Home Order","H",2020-03-28,2020-05-09,NA,NA,0.7,0,0,"United States","Rhode Island",NA,NA
"SC","Stay At Home Order","H",2020-04-07,2020-05-04,NA,NA,0.7,0,0,"United States","South Carolina",NA,NA
"SD","Stay At Home Order","H",NA,NA,NA,NA,0.7,0,0,"United States","South Dakota",NA,NA
"TN","Stay At Home Order","H",2020-04-02,2020-04-28,NA,NA,0.7,0,0,"United States","Tennessee",NA,NA
"TX","Stay At Home Order","H",2020-04-02,2020-05-01,NA,NA,0.7,0,0,"United States","Texas",NA,NA
"UT","Stay At Home Order","H",NA,NA,NA,NA,0.7,0,0,"United States","Utah",NA,NA
"VA","Stay At Home Order","H",2020-03-30,2020-05-29,NA,NA,0.7,0,0,"United States","Virginia",NA,NA
"VT","Stay At Home Order","H",2020-03-24,2020-05-16,NA,NA,0.7,0,0,"United States","Vermont",NA,NA
"WA","Stay At Home Order","H",2020-03-23,2020-06-01,NA,NA,0.7,0,0,"United States","Washington",NA,NA
"WI","Stay At Home Order","H",2020-03-24,2020-05-13,NA,NA,0.7,0,0,"United States","Wisconsin",NA,NA
"WV","Stay At Home Order","H",2020-03-24,2020-05-04,NA,NA,0.7,0,0,"United States","West Virginia",NA,NA
"WY","Stay At Home Order","H",NA,NA,NA,NA,0.7,0,0,"United States","Wyoming",NA,NA
"AK","Mandatory Masks","M",NA,NA,NA,NA,0.05,0,0,"United States","Alaska",NA,NA
"AL","Mandatory Masks","M",2020-05-21,NA,NA,NA,0.05,0,0,"United States","Alabama",NA,NA
"AR","Mandatory Masks","M",2020-05-11,NA,NA,NA,0.05,0,0,"United States","Arkansas",NA,NA
"AZ","Mandatory Masks","M",NA,NA,NA,NA,0.05,0,0,"United States","Arizona",NA,NA
"CA","Mandatory Masks","M",2020-05-09,NA,NA,NA,0.05,0,0,"United States","California",NA,NA
"CO","Mandatory Masks","M",2020-04-15,NA,NA,NA,0.05,0,0,"United States","Colorado",NA,NA
"CT","Mandatory Masks","M",2020-04-20,NA,NA,NA,0.05,0,0,"United States","Connecticut",NA,NA
"DC","Mandatory Masks","M",2020-04-15,NA,NA,NA,0.05,0,0,"United States","District of Columbia",NA,NA
"DE","Mandatory Masks","M",2020-05-01,NA,NA,NA,0.05,0,0,"United States","Delaware",NA,NA
"FL","Mandatory Masks","M",NA,NA,NA,NA,0.05,0,0,"United States","Florida",NA,NA
"GA","Mandatory Masks","M",2020-05-01,NA,NA,NA,0.05,0,0,"United States","Georgia",NA,NA
"HI","Mandatory Masks","M",2020-04-17,NA,NA,NA,0.05,0,0,"United States","Hawaii",NA,NA
"IA","Mandatory Masks","M",NA,NA,NA,NA,0.05,0,0,"United States","Iowa",NA,NA
"ID","Mandatory Masks","M",NA,NA,NA,NA,0.05,0,0,"United States","Idaho",NA,NA
"IL","Mandatory Masks","M",2020-05-01,NA,NA,NA,0.05,0,0,"United States","Illinois",NA,NA
"IN","Mandatory Masks","M",NA,NA,NA,NA,0.05,0,0,"United States","Indiana",NA,NA
"KS","Mandatory Masks","M",2020-07-03,NA,NA,NA,0.05,0,0,"United States","Kansas",NA,NA
"KY","Mandatory Masks","M",NA,NA,NA,NA,0.05,0,0,"United States","Kentucky",NA,NA
"LA","Mandatory Masks","M",2020-05-01,NA,NA,NA,0.05,0,0,"United States","Louisiana",NA,NA
"MA","Mandatory Masks","M",2020-05-06,NA,NA,NA,0.05,0,0,"United States","Massachusetts",NA,NA
"MD","Mandatory Masks","M",2020-04-18,NA,NA,NA,0.05,0,0,"United States","Maryland",NA,NA
"ME","Mandatory Masks","M",2020-05-01,NA,NA,NA,0.05,0,0,"United States","Maine",NA,NA
"MI","Mandatory Masks","M",2020-04-26,NA,NA,NA,0.05,0,0,"United States","Michigan",NA,NA
"MN","Mandatory Masks","M",2020-05-26,NA,NA,NA,0.05,0,0,"United States","Minnesota",NA,NA
"MO","Mandatory Masks","M",NA,NA,NA,NA,0.05,0,0,"United States","Missouri",NA,NA
"MS","Mandatory Masks","M",2020-05-08,NA,NA,NA,0.05,0,0,"United States","Mississippi",NA,NA
"MT","Mandatory Masks","M",NA,NA,NA,NA,0.05,0,0,"United States","Montana",NA,NA
"NC","Mandatory Masks","M",2020-06-26,NA,NA,NA,0.05,0,0,"United States","North Carolina",NA,NA
"ND","Mandatory Masks","M",NA,NA,NA,NA,0.05,0,0,"United States","North Dakota",NA,NA
"NE","Mandatory Masks","M",2020-05-04,NA,NA,NA,0.05,0,0,"United States","Nebraska",NA,NA
"NH","Mandatory Masks","M",2020-05-11,NA,NA,NA,0.05,0,0,"United States","New Hampshire",NA,NA
"NJ","Mandatory Masks","M",2020-04-10,NA,NA,NA,0.05,0,0,"United States","New Jersey",NA,NA
"NM","Mandatory Masks","M",2020-05-15,NA,NA,NA,0.05,0,0,"United States","New Mexico",NA,NA
"NV","Mandatory Masks","M",2020-06-26,NA,NA,NA,0.05,0,0,"United States","Nevada",NA,NA
"NY","Mandatory Masks","M",2020-04-15,NA,NA,NA,0.05,0,0,"United States","New York",NA,NA
"OH","Mandatory Masks","M",NA,NA,NA,NA,0.05,0,0,"United States","Ohio",NA,NA
"OK","Mandatory Masks","M",NA,NA,NA,NA,0.05,0,0,"United States","Oklahoma",NA,NA
"OR","Mandatory Masks","M",2020-05-07,NA,NA,NA,0.05,0,0,"United States","Oregon",NA,NA
"PA","Mandatory Masks","M",2020-04-19,NA,NA,NA,0.05,0,0,"United States","Pennsylvania",NA,NA
"RI","Mandatory Masks","M",2020-05-08,NA,NA,NA,0.05,0,0,"United States","Rhode Island",NA,NA
"SC","Mandatory Masks","M",NA,NA,NA,NA,0.05,0,0,"United States","South Carolina",NA,NA
"SD","Mandatory Masks","M",NA,NA,NA,NA,0.05,0,0,"United States","South Dakota",NA,NA
"TN","Mandatory Masks","M",NA,NA,NA,NA,0.05,0,0,"United States","Tennessee",NA,NA
"TX","Mandatory Masks","M",NA,NA,NA,NA,0.05,0,0,"United States","Texas",NA,NA
"UT","Mandatory Masks","M",2020-05-02,NA,NA,NA,0.05,0,0,"United States","Utah",NA,NA
"VA","Mandatory Masks","M",2020-05-27,NA,NA,NA,0.05,0,0,"United States","Virginia",NA,NA
"VT","Mandatory Masks","M",2020-04-23,NA,NA,NA,0.05,0,0,"United States","Vermont",NA,NA
"WA","Mandatory Masks","M",2020-06-08,NA,NA,NA,0.05,0,0,"United States","Washington",NA,NA
"WI","Mandatory Masks","M",NA,NA,NA,NA,0.05,0,0,"United States","Wisconsin",NA,NA
"WV","Mandatory Masks","M",NA,NA,NA,NA,0.05,0,0,"United States","West Virginia",NA,NA
"WY","Mandatory Masks","M",2020-06-01,NA,NA,NA,0.05,0,0,"United States","Wyoming",NA,NA
"AK","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Alaska",NA,NA
"AL","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Alabama",NA,NA
"AR","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Arkansas",NA,NA
"AZ","Reopening Plan Reversal","U",2020-06-29,NA,NA,NA,0.075,0,0,"United States","Arizona",NA,NA
"CA","Reopening Plan Reversal","U",2020-06-30,NA,NA,NA,0.075,0,0,"United States","California",NA,NA
"CO","Reopening Plan Reversal","U",2020-06-01,NA,NA,NA,0.075,0,0,"United States","Colorado",NA,NA
"CT","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Connecticut",NA,NA
"DC","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","District of Columbia",NA,NA
"DE","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Delaware",NA,NA
"FL","Reopening Plan Reversal","U",2020-06-26,NA,NA,NA,0.075,0,0,"United States","Florida",NA,NA
"GA","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Georgia",NA,NA
"HI","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Hawaii",NA,NA
"IA","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Iowa",NA,NA
"ID","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Idaho",NA,NA
"IL","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Illinois",NA,NA
"IN","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Indiana",NA,NA
"KS","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Kansas",NA,NA
"KY","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Kentucky",NA,NA
"LA","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Louisiana",NA,NA
"MA","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Massachusetts",NA,NA
"MD","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Maryland",NA,NA
"ME","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Maine",NA,NA
"MI","Reopening Plan Reversal","U",2020-06-01,NA,NA,NA,0.075,0,0,"United States","Michigan",NA,NA
"MN","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Minnesota",NA,NA
"MO","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Missouri",NA,NA
"MS","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Mississippi",NA,NA
"MT","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Montana",NA,NA
"NC","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","North Carolina",NA,NA
"ND","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","North Dakota",NA,NA
"NE","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Nebraska",NA,NA
"NH","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","New Hampshire",NA,NA
"NJ","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","New Jersey",NA,NA
"NM","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","New Mexico",NA,NA
"NV","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Nevada",NA,NA
"NY","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","New York",NA,NA
"OH","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Ohio",NA,NA
"OK","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Oklahoma",NA,NA
"OR","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Oregon",NA,NA
"PA","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Pennsylvania",NA,NA
"RI","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Rhode Island",NA,NA
"SC","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","South Carolina",NA,NA
"SD","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","South Dakota",NA,NA
"TN","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Tennessee",NA,NA
"TX","Reopening Plan Reversal","U",2020-06-26,NA,NA,NA,0.075,0,0,"United States","Texas",NA,NA
"UT","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Utah",NA,NA
"VA","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Virginia",NA,NA
"VT","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Vermont",NA,NA
"WA","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Washington",NA,NA
"WI","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Wisconsin",NA,NA
"WV","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","West Virginia",NA,NA
"WY","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Wyoming",NA,NA
"Singapore","Large Gatherings Ban","G",2020-03-27,NA,NA,NA,0.2,0,0,"Singapore","Singapore","limited to <10",""
"Singapore","Bar/Restaurant Limits","R",2020-03-27,NA,NA,NA,0.1,0,0,"Singapore","Singapore","",""
"Singapore","Non-Essential Business Closures","B",2020-03-27,NA,NA,NA,0.4,0,0,"Singapore","Singapore","",""
"Singapore","Mandatory Quarantine for Travelers","T",2020-03-21,NA,NA,NA,0,0,0,"Singapore","Singapore","All travel",""
"Singapore","Large Gatherings Ban","G",2020-03-13,NA,NA,NA,0.2,0,0,"Singapore","Singapore","Events >250",""
"Singapore","Stay At Home Order","H",2020-04-07,NA,NA,NA,0.7,0,0,"Singapore","Singapore","",""
"France","Large Gatherings Ban","G",2020-03-16,NA,NA,NA,0.2,0,0,"France","France","Including family and social gatherings",""
"France","Bar/Restaurant Limits","R",2020-03-15,NA,NA,NA,0.1,0,0,"France","France","",""
"France","Stay At Home Order","H",2020-03-16,NA,NA,NA,0.7,0,0,"France","France","",""
"France","Non-Essential Business Closures","B",2020-03-15,NA,NA,NA,0.4,0,0,"France","France","",""
"France","State-Mandated School Closures","S",2020-03-16,NA,NA,NA,0.2,0,0,"France","France","",""
"France","Mandatory Quarantine for Travelers","T",2020-03-16,NA,NA,NA,0,0,0,"France","France","Borders Closed",""
"Germany","Large Gatherings Ban","G",2020-03-22,NA,NA,NA,0.2,0,0,"Germany","Germany",">2 people",""
"Germany","Bar/Restaurant Limits","R",2020-03-22,NA,NA,NA,0.1,0,0,"Germany","Germany","",""
"Germany","Stay At Home Order","H",2020-03-16,NA,NA,NA,0.7,0,0,"Germany","Germany","",""
"Germany","Non-Essential Business Closures","B",2020-03-16,NA,NA,NA,0.4,0,0,"Germany","Germany","",""
"Germany","State-Mandated School Closures","S",2020-03-16,NA,NA,NA,0.2,0,0,"Germany","Germany","",""
"Germany","Mandatory Quarantine for Travelers","T",2020-03-16,NA,NA,NA,0,0,0,"Germany","Germany","Borders Closed",""
"Spain","Bar/Restaurant Limits","R",2020-03-14,NA,NA,NA,0.1,0,0,"Spain","Spain","",""
"Spain","Stay At Home Order","H",2020-03-14,NA,NA,NA,0.7,0,0,"Spain","Spain","",""
"Spain","Non-Essential Business Closures","B",2020-03-14,NA,NA,NA,0.4,0,0,"Spain","Spain","",""
"Spain","State-Mandated School Closures","S",2020-03-14,NA,NA,NA,0.2,0,0,"Spain","Spain","",""
"Spain","Mandatory Quarantine for Travelers","T",2020-03-14,NA,NA,NA,0,0,0,"Spain","Spain","",""
"Spain","Large Gatherings Ban","G",2020-03-14,NA,NA,NA,0.2,0,0,"Spain","Spain","Implied",""
"United Kingdom","Large Gatherings Ban","G",2020-03-16,NA,NA,NA,0.2,0,0,"United Kingdom","United Kingdom","",""
"United Kingdom","Bar/Restaurant Limits","R",2020-03-20,NA,NA,NA,0.1,0,0,"United Kingdom","United Kingdom","",""
"United Kingdom","Stay At Home Order","H",2020-03-24,NA,NA,NA,0.7,0,0,"United Kingdom","United Kingdom","",""
"United Kingdom","Non-Essential Business Closures","B",2020-03-20,NA,NA,NA,0.4,0,0,"United Kingdom","United Kingdom","",""
"United Kingdom","State-Mandated School Closures","S",2020-03-20,NA,NA,NA,0.2,0,0,"United Kingdom","United Kingdom","",""
"United Kingdom","Mandatory Quarantine for Travelers","T",2020-03-17,NA,NA,NA,0,0,0,"United Kingdom","United Kingdom","",""
"Italy","Large Gatherings Ban","G",2020-02-21,NA,NA,NA,0.2,0,0,"Italy","Italy","",""
"Italy","Bar/Restaurant Limits","R",2020-03-11,NA,NA,NA,0.1,0,0,"Italy","Italy","",""
"Italy","Stay At Home Order","H",2020-03-08,NA,NA,NA,0.7,0,0,"Italy","Italy","",""
"Italy","Non-Essential Business Closures","B",2020-03-08,NA,NA,NA,0.4,0,0,"Italy","Italy","",""
"Italy","State-Mandated School Closures","S",2020-03-01,NA,NA,NA,0.2,0,0,"Italy","Italy","",""
"Italy","Mandatory Quarantine for Travelers","T",2020-03-17,NA,NA,NA,0,0,0,"Italy","Italy","",""
"United States","Mandatory Quarantine for Travelers","T",2020-03-19,NA,NA,NA,0,0,0,"United States","United States","",""
"Korea, South","Large Gatherings Ban","G",2020-02-03,NA,NA,NA,0.2,0,0,"Korea, South","Korea, South","",""
"Korea, South","Bar/Restaurant Limits","R",2020-02-21,NA,NA,NA,0.1,0,0,"Korea, South","Korea, South","",""
"Korea, South","Stay At Home Order","H",2020-02-20,NA,NA,NA,0.7,0,0,"Korea, South","Korea, South","Not Mandatory",""
"Korea, South","Non-Essential Business Closures","B",2020-02-03,NA,NA,NA,0.4,0,0,"Korea, South","Korea, South","",""
"Korea, South","State-Mandated School Closures","S",2020-02-03,NA,NA,NA,0.2,0,0,"Korea, South","Korea, South","",""
"Korea, South","Mandatory Quarantine for Travelers","T",2020-01-30,NA,NA,NA,0,0,0,"Korea, South","Korea, South","",""
"China","Large Gatherings Ban","G",2020-01-25,NA,NA,NA,0.2,0,0,"China","China","",""
"China","Stay At Home Order","H",2020-01-23,NA,NA,NA,0.7,0,0,"China","China","",""
"China","Non-Essential Business Closures","B",2020-01-30,NA,NA,NA,0.4,0,0,"China","China","",""
"China","State-Mandated School Closures","S",2020-01-28,NA,NA,NA,0.2,0,0,"China","China","",""
"China","Mandatory Quarantine for Travelers","T",2020-01-23,NA,NA,NA,0,0,0,"China","China","",""
"China","Bar/Restaurant Limits","R",2020-01-23,NA,NA,NA,0.1,0,0,"China","China","Implied",""
"Taiwan","State-Mandated School Closures","S",2020-02-02,NA,NA,NA,0.2,0,0,"Taiwan","Taiwan","",""
"Taiwan","Mandatory Quarantine for Travelers","T",2020-02-07,NA,NA,NA,0,0,0,"Taiwan","Taiwan","",""
"Hong Kong","Large Gatherings Ban","G",2020-03-29,NA,NA,NA,0.2,0,0,"Hong Kong","Hong Kong","",""
"Hong Kong","Bar/Restaurant Limits","R",2020-03-28,NA,NA,NA,0.1,0,0,"Hong Kong","Hong Kong","",""
"Hong Kong","Non-Essential Business Closures","B",2020-03-28,NA,NA,NA,0.4,0,0,"Hong Kong","Hong Kong","",""
"Hong Kong","State-Mandated School Closures","S",2020-01-25,NA,NA,NA,0.2,0,0,"Hong Kong","Hong Kong","",""
"Hong Kong","Mandatory Quarantine for Travelers","T",2020-01-08,NA,NA,NA,0,0,0,"Hong Kong","Hong Kong","",""
"Sweden","Large Gatherings Ban","G",2020-03-29,NA,NA,NA,0.2,0,0,"Sweden","Sweden","",""
"Sweden","State-Mandated School Closures","S",2020-03-17,NA,NA,NA,0.2,0,0,"Sweden","Sweden","",""
"Sweden","Bar/Restaurant Limits","R",2020-03-24,NA,NA,NA,0.1,0,0,"Sweden","Sweden","",""
"Czech Republic","Large Gatherings Ban","G",2020-03-26,NA,NA,NA,0.2,0,0,"Czech Republic","Czech Republic","",""
"Czech Republic","Stay At Home Order","H",2020-03-16,NA,NA,NA,0.7,0,0,"Czech Republic","Czech Republic","",""
"Czech Republic","Non-Essential Business Closures","B",2020-03-14,NA,NA,NA,0.4,0,0,"Czech Republic","Czech Republic","",""
"Czech Republic","State-Mandated School Closures","S",2020-03-11,NA,NA,NA,0.2,0,0,"Czech Republic","Czech Republic","",""
"Czech Republic","Mandatory Quarantine for Travelers","T",2020-03-31,NA,NA,NA,0,0,0,"Czech Republic","Czech Republic","",""
"Czech Republic","Bar/Restaurant Limits","R",2020-03-14,NA,NA,NA,0.1,0,0,"Czech Republic","Czech Republic","",""
"Mexico","Large Gatherings Ban","G",2020-03-25,NA,NA,NA,0.2,0,0,"Mexico","Mexico","",""
"Mexico","Stay At Home Order","H",2020-03-27,NA,NA,NA,0.7,0,0,"Mexico","Mexico","",""
"Mexico","Non-Essential Business Closures","B",2020-03-22,NA,NA,NA,0.4,0,0,"Mexico","Mexico","",""
"Mexico","State-Mandated School Closures","S",2020-03-20,NA,NA,NA,0.2,0,0,"Mexico","Mexico","",""
"Mexico","Bar/Restaurant Limits","R",2020-03-22,NA,NA,NA,0.1,0,0,"Mexico","Mexico","",""
"Honduras","Stay At Home Order","H",2020-03-20,NA,NA,NA,0.7,0,0,"Honduras","Honduras","",""
"Honduras","Non-Essential Business Closures","B",2020-02-15,NA,NA,NA,0.4,0,0,"Honduras","Honduras","",""
"Honduras","State-Mandated School Closures","S",2020-03-12,NA,NA,NA,0.2,0,0,"Honduras","Honduras","",""
"Belize","Large Gatherings Ban","G",2020-03-20,NA,NA,NA,0.2,0,0,"Belize","Belize","",""
"Belize","Stay At Home Order","H",2020-03-23,NA,NA,NA,0.7,0,0,"Belize","Belize","",""
"Belize","Non-Essential Business Closures","B",2020-04-06,NA,NA,NA,0.4,0,0,"Belize","Belize","",""
"Belize","State-Mandated School Closures","S",2020-03-20,NA,NA,NA,0.2,0,0,"Belize","Belize","",""
"Belize","Mandatory Quarantine for Travelers","T",2020-03-22,NA,NA,NA,0,0,0,"Belize","Belize","Borders Closed",""
"Guatemala","Large Gatherings Ban","G",2020-03-15,NA,NA,NA,0.2,0,0,"Guatemala","Guatemala","",""
"Guatemala","Stay At Home Order","H",2020-03-22,NA,NA,NA,0.7,0,0,"Guatemala","Guatemala","",""
"Guatemala","Non-Essential Business Closures","B",2020-04-04,NA,NA,NA,0.4,0,0,"Guatemala","Guatemala","",""
"Guatemala","State-Mandated School Closures","S",2020-03-15,NA,NA,NA,0.2,0,0,"Guatemala","Guatemala","",""
"Guatemala","Mandatory Quarantine for Travelers","T",2020-03-05,NA,NA,NA,0,0,0,"Guatemala","Guatemala","Borders Closed",""
"Canada","Large Gatherings Ban","G",2020-03-25,NA,NA,NA,0.2,0,0,"Canada","Canada","",""
"Canada","State-Mandated School Closures","S",2020-03-17,NA,NA,NA,0.2,0,0,"Canada","Canada","",""
"Canada","Mandatory Quarantine for Travelers","T",2020-03-25,NA,NA,NA,0,0,0,"Canada","Canada","",""
"Iran","State-Mandated School Closures","S",2020-02-26,NA,NA,NA,0.2,0,0,"Iran","Iran","",""
"Turkey","Large Gatherings Ban","G",2020-04-02,NA,NA,NA,0.2,0,0,"Turkey","Turkey","",""
"Turkey","Stay At Home Order","H",2020-04-03,NA,NA,NA,0.7,0,0,"Turkey","Turkey","",""
"Turkey","State-Mandated School Closures","S",2020-03-12,NA,NA,NA,0.2,0,0,"Turkey","Turkey","",""
"El Salvador","Stay At Home Order","H",2020-03-21,NA,NA,NA,0.7,0,0,"El Salvador","El Salvador","",""
"El Salvador","State-Mandated School Closures","S",2020-03-11,NA,NA,NA,0.2,0,0,"El Salvador","El Salvador","",""
"El Salvador","Mandatory Quarantine for Travelers","T",2020-03-11,NA,NA,NA,0,0,0,"El Salvador","El Salvador","",""
"Costa Rica","Non-Essential Business Closures","B",2020-03-23,NA,NA,NA,0.4,0,0,"Costa Rica","Costa Rica","",""
"Costa Rica","State-Mandated School Closures","S",2020-03-16,NA,NA,NA,0.2,0,0,"Costa Rica","Costa Rica","",""
