"week","age_group_small","pct_cases","pct_deaths","pct_cases_raw","pct_deaths_raw","cases_update_date"
2020-07-12,"10-14 Years",0.0460133773165151,0.000210843632724577,0.047957384780933,7.83576241968344e-05,2020-07-12
2020-07-19,"10-14 Years",0.0460133773165151,0.000200891294913033,NA,0.000220783043862231,2020-07-12
2020-07-26,"10-14 Years",0.0460133773165151,0.000155942078460995,NA,0.000265158211065936,2020-07-12
2020-08-02,"10-14 Years",0.0460133773165151,8.33004636868332e-05,NA,0,2020-07-12
2020-08-09,"10-14 Years",0.0460133773165151,-1.75810656953151e-05,NA,0,2020-07-12
2020-03-15,"15-19 Years",0.0119546585135983,0.000937359855206886,0.0125546092405454,0.00087719298245614,2020-07-12
2020-03-22,"15-19 Years",0.0100715352437141,0.000835450547290767,0.00916720119734873,0.000952380952380952,2020-07-12
2020-03-29,"15-19 Years",0.00954410242067559,0.000752064388533192,0.0091712969237024,0.000701192026444956,2020-07-12
2020-04-05,"15-19 Years",0.0103604014312828,0.000686302173255581,0.0106425973326148,0.000743817021012831,2020-07-12
2020-04-12,"15-19 Years",0.0126171095489955,0.00063810224630331,0.012967527964129,0.000499236461881828,2020-07-12
2020-04-19,"15-19 Years",0.0157962593227418,0.000615029597943488,0.0152431689293693,0.000715679895901106,2020-07-12
2020-04-26,"15-19 Years",0.0200841812646011,0.000601390334068435,0.019739936367409,0.00049618320610687,2020-07-12
2020-05-03,"15-19 Years",0.024555122970878,0.000597876491244108,0.0253171834872935,0.000764525993883792,2020-07-12
2020-05-10,"15-19 Years",0.0282709949141337,0.000596535603450066,0.0286475504101817,0.000603070175438597,2020-07-12
2020-05-17,"15-19 Years",0.0312336510870109,0.000593267609386578,0.0306222264637114,0.000351518560179977,2020-07-12
2020-05-24,"15-19 Years",0.0347826313065138,0.000623598739791409,0.0344219943546972,0.000906992084432718,2020-07-12
2020-05-31,"15-19 Years",0.0385461547184883,0.00073705567518948,0.0384368138932294,0.000607410406964973,2020-07-12
2020-06-07,"15-19 Years",0.0410961530229621,0.000911610913971095,0.0429567161330777,0.000843780135004822,2020-07-12
2020-06-14,"15-19 Years",0.0432116398171158,0.00118701043500247,0.041175547247353,0.00120320855614973,2020-07-12
2020-06-21,"15-19 Years",0.0439795922042088,0.00148967434798075,0.0440931780366057,0.00135722041259501,2020-07-12
2020-06-28,"15-19 Years",0.0446656016249204,0.00173136464392184,0.0472504426270972,0.00198598130841121,2020-07-12
2020-07-05,"15-19 Years",0.04538403856567,0.0017864376939341,0.0408307988966359,0.00178773052314641,2020-07-12
2020-07-12,"15-19 Years",0.0460133773165151,0.00162531203308604,0.047957384780933,0.00148879485973985,2020-07-12
2020-07-19,"15-19 Years",0.0460133773165151,0.00141091172221438,NA,0.0016190756549897,2020-07-12
2020-07-26,"15-19 Years",0.0460133773165151,0.00123225289255759,NA,0.000618702492487184,2020-07-12
2020-08-02,"15-19 Years",0.0460133773165151,0.00104302633681737,NA,0.000946670874092774,2020-07-12
2020-08-09,"15-19 Years",0.0460133773165151,0.000837422530474017,NA,0.0010989010989011,2020-07-12
2020-03-15,"20-24 Years",0.073064412703891,0.000937359855206886,0.0743568245002427,0.00087719298245614,2020-07-12
2020-03-22,"20-24 Years",0.0637232095431979,0.000835450547290767,0.0619574513577079,0.000952380952380952,2020-07-12
2020-03-29,"20-24 Years",0.0582487115464028,0.000752064388533192,0.0572469169264128,0.000701192026444956,2020-07-12
2020-04-05,"20-24 Years",0.0565860243665892,0.000686302173255581,0.0567917576978721,0.000743817021012831,2020-07-12
2020-04-12,"20-24 Years",0.0590963105162679,0.00063810224630331,0.0583281261801927,0.000499236461881828,2020-07-12
2020-04-19,"20-24 Years",0.0642573498297021,0.000615029597943488,0.0645242596093258,0.000715679895901106,2020-07-12
2020-04-26,"20-24 Years",0.0708101002193396,0.000601390334068435,0.0709710886706322,0.00049618320610687,2020-07-12
2020-05-03,"20-24 Years",0.0767808320871876,0.000597876491244108,0.0768063168385143,0.000764525993883792,2020-07-12
2020-05-10,"20-24 Years",0.0807796855876736,0.000596535603450066,0.0819941731196811,0.000603070175438597,2020-07-12
2020-05-17,"20-24 Years",0.0836834791331433,0.000593267609386578,0.0831703010927137,0.000351518560179977,2020-07-12
2020-05-24,"20-24 Years",0.0878100792458716,0.000623598739791409,0.086688886408216,0.000906992084432718,2020-07-12
2020-05-31,"20-24 Years",0.093428309127716,0.00073705567518948,0.0932956860573214,0.000607410406964973,2020-07-12
2020-06-07,"20-24 Years",0.0994035265571541,0.000911610913971095,0.102357303186994,0.000843780135004822,2020-07-12
2020-06-14,"20-24 Years",0.10835130953996,0.00118701043500247,0.104030508861554,0.00120320855614973,2020-07-12
2020-06-21,"20-24 Years",0.116497104602238,0.00148967434798075,0.115584346374074,0.00135722041259501,2020-07-12
2020-06-28,"20-24 Years",0.119767618078772,0.00173136464392184,0.131202048731136,0.00198598130841121,2020-07-12
2020-07-05,"20-24 Years",0.119821839189334,0.0017864376939341,0.114840693436771,0.00178773052314641,2020-07-12
2020-07-12,"20-24 Years",0.116061328736552,0.00162531203308604,0.115955522654598,0.00148879485973985,2020-07-12
2020-07-19,"20-24 Years",0.116061328736552,0.00141091172221438,NA,0.0016190756549897,2020-07-12
2020-07-26,"20-24 Years",0.116061328736552,0.00123225289255759,NA,0.000618702492487184,2020-07-12
2020-08-02,"20-24 Years",0.116061328736552,0.00104302633681737,NA,0.000946670874092774,2020-07-12
2020-08-09,"20-24 Years",0.116061328736552,0.000837422530474017,NA,0.0010989010989011,2020-07-12
2020-03-15,"25-29 Years",0.073064412703891,0.00548106021659679,0.0743568245002427,0.0043859649122807,2020-07-12
2020-03-22,"25-29 Years",0.0637232095431979,0.00502102042465852,0.0619574513577079,0.00619047619047619,2020-07-12
2020-03-29,"25-29 Years",0.0582487115464028,0.00450968901580973,0.0572469169264128,0.00565962135630572,2020-07-12
2020-04-05,"25-29 Years",0.0565860243665892,0.00393180522024014,0.0567917576978721,0.00334717659455774,2020-07-12
2020-04-12,"25-29 Years",0.0590963105162679,0.00337869543764383,0.0583281261801927,0.00352402208387173,2020-07-12
2020-04-19,"25-29 Years",0.0642573498297021,0.00268704934292769,0.0645242596093258,0.00230969420949902,2020-07-12
2020-04-26,"25-29 Years",0.0708101002193396,0.00266411114727769,0.0709710886706322,0.00297709923664122,2020-07-12
2020-05-03,"25-29 Years",0.0767808320871876,0.00285756562121323,0.0768063168385143,0.00256341068537507,2020-07-12
2020-05-10,"25-29 Years",0.0807796855876736,0.00304356426227939,0.0819941731196811,0.00301535087719298,2020-07-12
2020-05-17,"25-29 Years",0.0836834791331433,0.00342273923203768,0.0831703010927137,0.00414791901012373,2020-07-12
2020-05-24,"25-29 Years",0.0878100792458716,0.00387054914811071,0.086688886408216,0.00288588390501319,2020-07-12
2020-05-31,"25-29 Years",0.093428309127716,0.00419499358128946,0.0932956860573214,0.00404940271309982,2020-07-12
2020-06-07,"25-29 Years",0.0994035265571541,0.00451233431434828,0.102357303186994,0.00590646094503375,2020-07-12
2020-06-14,"25-29 Years",0.10835130953996,0.00495518227216214,0.104030508861554,0.00441176470588235,2020-07-12
2020-06-21,"25-29 Years",0.116497104602238,0.0054390715526011,0.115584346374074,0.00420738327904452,2020-07-12
2020-06-28,"25-29 Years",0.119767618078772,0.00576841423882545,0.131202048731136,0.0066588785046729,2020-07-12
2020-07-05,"25-29 Years",0.119821839189334,0.00599717705427659,0.114840693436771,0.00611592021076402,2020-07-12
2020-07-12,"25-29 Years",0.116061328736552,0.00548908374131489,0.115955522654598,0.00587682181476258,2020-07-12
2020-07-19,"25-29 Years",0.116061328736552,0.00472556010524706,NA,0.00456284957315278,2020-07-12
2020-07-26,"25-29 Years",0.116061328736552,0.00386934128630889,NA,0.00256319604030405,2020-07-12
2020-08-02,"25-29 Years",0.116061328736552,0.00283159831280614,NA,0.00268223414326286,2020-07-12
2020-08-09,"25-29 Years",0.116061328736552,0.00160786859353059,NA,0.0021978021978022,2020-07-12
2020-03-15,"30-34 Years",0.0947552483295988,0.00548106021659679,0.0943691805304267,0.0043859649122807,2020-07-12
2020-03-22,"30-34 Years",0.0857747410484742,0.00502102042465852,0.0864496472097498,0.00619047619047619,2020-07-12
2020-03-29,"30-34 Years",0.0794250174793035,0.00450968901580973,0.0796144464019515,0.00565962135630572,2020-07-12
2020-04-05,"30-34 Years",0.0756956958571897,0.00393180522024014,0.0751571203486227,0.00334717659455774,2020-07-12
2020-04-12,"30-34 Years",0.0746057217302746,0.00337869543764383,0.0735787905213791,0.00352402208387173,2020-07-12
2020-04-19,"30-34 Years",0.0767687384444277,0.00268704934292769,0.0775276393423841,0.00230969420949902,2020-07-12
2020-04-26,"30-34 Years",0.0803925383022734,0.00266411114727769,0.0801874394798727,0.00297709923664122,2020-07-12
2020-05-03,"30-34 Years",0.0834535096937773,0.00285756562121323,0.0839395913986738,0.00256341068537507,2020-07-12
2020-05-10,"30-34 Years",0.0852597399338229,0.00304356426227939,0.0855516368933528,0.00301535087719298,2020-07-12
2020-05-17,"30-34 Years",0.0865493742796833,0.00342273923203768,0.0861724801577834,0.00414791901012373,2020-07-12
2020-05-24,"30-34 Years",0.0881764089058095,0.00387054914811071,0.0874942191461878,0.00288588390501319,2020-07-12
2020-05-31,"30-34 Years",0.0896111536193091,0.00419499358128946,0.0901259964001029,0.00404940271309982,2020-07-12
2020-06-07,"30-34 Years",0.0896873926359482,0.00451233431434828,0.0910342508701302,0.00590646094503375,2020-07-12
2020-06-14,"30-34 Years",0.0891590144769812,0.00495518227216214,0.0877700562230657,0.00441176470588235,2020-07-12
2020-06-21,"30-34 Years",0.0895949513035006,0.0054390715526011,0.0884794618696005,0.00420738327904452,2020-07-12
2020-06-28,"30-34 Years",0.0897503452957429,0.00576841423882545,0.0913682446673973,0.0066588785046729,2020-07-12
2020-07-05,"30-34 Years",0.0898312200308938,0.00599717705427659,0.090699951234584,0.00611592021076402,2020-07-12
2020-07-12,"30-34 Years",0.0897848460059524,0.00548908374131489,0.0889508749704273,0.00587682181476258,2020-07-12
2020-07-19,"30-34 Years",0.0897848460059524,0.00472556010524706,NA,0.00456284957315278,2020-07-12
2020-07-26,"30-34 Years",0.0897848460059524,0.00386934128630889,NA,0.00256319604030405,2020-07-12
2020-08-02,"30-34 Years",0.0897848460059524,0.00283159831280614,NA,0.00268223414326286,2020-07-12
2020-08-09,"30-34 Years",0.0897848460059524,0.00160786859353059,NA,0.0021978021978022,2020-07-12
2020-03-15,"35-39 Years",0.0947552483295988,0.0183833984916655,0.0943691805304267,0.0166666666666667,2020-07-12
2020-03-22,"35-39 Years",0.0857747410484742,0.0152306791753039,0.0864496472097498,0.0177777777777778,2020-07-12
2020-03-29,"35-39 Years",0.0794250174793035,0.0125448536444787,0.0796144464019515,0.013172393068216,2020-07-12
2020-04-05,"35-39 Years",0.0756956958571897,0.0102891164042357,0.0751571203486227,0.00942168226616252,2020-07-12
2020-04-12,"35-39 Years",0.0746057217302746,0.00854022317819817,0.0735787905213791,0.00828145189709856,2020-07-12
2020-04-19,"35-39 Years",0.0767687384444277,0.00728163675522663,0.0775276393423841,0.00670136629798308,2020-07-12
2020-04-26,"35-39 Years",0.0803925383022734,0.00710387719080039,0.0801874394798727,0.00774809160305343,2020-07-12
2020-05-03,"35-39 Years",0.0834535096937773,0.00734823553205834,0.0839395913986738,0.00760028782155064,2020-07-12
2020-05-10,"35-39 Years",0.0852597399338229,0.00748517072505771,0.0855516368933528,0.00778508771929825,2020-07-12
2020-05-17,"35-39 Years",0.0865493742796833,0.00798416653326346,0.0861724801577834,0.00738188976377953,2020-07-12
2020-05-24,"35-39 Years",0.0881764089058095,0.00876757921828007,0.0874942191461878,0.00824538258575198,2020-07-12
2020-05-31,"35-39 Years",0.0896111536193091,0.00996108858134377,0.0901259964001029,0.0103259769184045,2020-07-12
2020-06-07,"35-39 Years",0.0896873926359482,0.0112748202570697,0.0910342508701302,0.0116923818707811,2020-07-12
2020-06-14,"35-39 Years",0.0891590144769812,0.0126008887078135,0.0877700562230657,0.0133689839572193,2020-07-12
2020-06-21,"35-39 Years",0.0895949513035006,0.0137952222775982,0.0884794618696005,0.011400651465798,2020-07-12
2020-06-28,"35-39 Years",0.0897503452957429,0.0145881299079501,0.0913682446673973,0.0158878504672897,2020-07-12
2020-07-05,"35-39 Years",0.0898312200308938,0.0148007984715834,0.090699951234584,0.0161836657884833,2020-07-12
2020-07-12,"35-39 Years",0.0897848460059524,0.0142791540032299,0.0889508749704273,0.0130073656166745,2020-07-12
2020-07-19,"35-39 Years",0.0897848460059524,0.0130389597852248,NA,0.0128054165440094,2020-07-12
2020-07-26,"35-39 Years",0.0897848460059524,0.0109977485350701,NA,0.0113134170054799,2020-07-12
2020-08-02,"35-39 Years",0.0897848460059524,0.00821819993587609,NA,0.00867781634585043,2020-07-12
2020-08-09,"35-39 Years",0.0897848460059524,0.00470249045493791,NA,0.0043956043956044,2020-07-12
2020-03-15,"40-44 Years",0.0897533373953138,0.0183833984916655,0.0893164467587485,0.0166666666666667,2020-07-12
2020-03-22,"40-44 Years",0.0871073936281101,0.0152306791753039,0.0872888603805859,0.0177777777777778,2020-07-12
2020-03-29,"40-44 Years",0.0849355303000318,0.0125448536444787,0.0864141482585716,0.013172393068216,2020-07-12
2020-04-05,"40-44 Years",0.0832898737124282,0.0102891164042357,0.0826221672943671,0.00942168226616252,2020-07-12
2020-04-12,"40-44 Years",0.0819897551164672,0.00854022317819817,0.080476265681542,0.00828145189709856,2020-07-12
2020-04-19,"40-44 Years",0.0818070280937051,0.00728163675522663,0.0834708140001146,0.00670136629798308,2020-07-12
2020-04-26,"40-44 Years",0.0822008851886294,0.00710387719080039,0.0818301286484991,0.00774809160305343,2020-07-12
2020-05-03,"40-44 Years",0.0819415692715333,0.00734823553205834,0.0815056153934609,0.00760028782155064,2020-07-12
2020-05-10,"40-44 Years",0.0813413450134236,0.00748517072505771,0.0821436786015487,0.00778508771929825,2020-07-12
2020-05-17,"40-44 Years",0.0811908084224255,0.00798416653326346,0.08053395047001,0.00738188976377953,2020-07-12
2020-05-24,"40-44 Years",0.081255923642323,0.00876757921828007,0.0810595308338782,0.00824538258575198,2020-07-12
2020-05-31,"40-44 Years",0.0812801539164175,0.00996108858134377,0.081492177146587,0.0103259769184045,2020-07-12
2020-06-07,"40-44 Years",0.0802572856318269,0.0112748202570697,0.0809607328177679,0.0116923818707811,2020-07-12
2020-06-14,"40-44 Years",0.077664614857159,0.0126008887078135,0.0777526470504295,0.0133689839572193,2020-07-12
2020-06-21,"40-44 Years",0.0759486555222682,0.0137952222775982,0.0749492246019386,0.011400651465798,2020-07-12
2020-06-28,"40-44 Years",0.0755816454378509,0.0145881299079501,0.0738344153106821,0.0158878504672897,2020-07-12
2020-07-05,"40-44 Years",0.0762348510422312,0.0148007984715834,0.0778515670077764,0.0161836657884833,2020-07-12
2020-07-12,"40-44 Years",0.0780425343077088,0.0142791540032299,0.07766745781597,0.0130073656166745,2020-07-12
2020-07-19,"40-44 Years",0.0780425343077088,0.0130389597852248,NA,0.0128054165440094,2020-07-12
2020-07-26,"40-44 Years",0.0780425343077088,0.0109977485350701,NA,0.0113134170054799,2020-07-12
2020-08-02,"40-44 Years",0.0780425343077088,0.00821819993587609,NA,0.00867781634585043,2020-07-12
2020-08-09,"40-44 Years",0.0780425343077088,0.00470249045493791,NA,0.0043956043956044,2020-07-12
2020-03-15,"45-49 Years",0.0897533373953138,0.0400304213640411,0.0893164467587485,0.0368421052631579,2020-07-12
2020-03-22,"45-49 Years",0.0871073936281101,0.0355136962522486,0.0872888603805859,0.039047619047619,2020-07-12
2020-03-29,"45-49 Years",0.0849355303000318,0.0313674770432506,0.0864141482585716,0.034458579585295,2020-07-12
2020-04-05,"45-49 Years",0.0832898737124282,0.0275433312286055,0.0826221672943671,0.0262815347424534,2020-07-12
2020-04-12,"45-49 Years",0.0819897551164672,0.0242957838124125,0.080476265681542,0.0232291789028545,2020-07-12
2020-04-19,"45-49 Years",0.0818070280937051,0.0211859905200772,0.0834708140001146,0.0223162003903709,2020-07-12
2020-04-26,"45-49 Years",0.0822008851886294,0.0203694049623122,0.0818301286484991,0.0196564885496183,2020-07-12
2020-05-03,"45-49 Years",0.0819415692715333,0.0206393602073444,0.0815056153934609,0.0202824248965641,2020-07-12
2020-05-10,"45-49 Years",0.0813413450134236,0.0215329256828398,0.0821436786015487,0.0226973684210526,2020-07-12
2020-05-17,"45-49 Years",0.0811908084224255,0.0234565790128331,0.08053395047001,0.0228487064116985,2020-07-12
2020-05-24,"45-49 Years",0.081255923642323,0.0257621485778613,0.0810595308338782,0.0248186015831135,2020-07-12
2020-05-31,"45-49 Years",0.0812801539164175,0.0280304680752837,0.081492177146587,0.0293581696699737,2020-07-12
2020-06-07,"45-49 Years",0.0802572856318269,0.0302144411517288,0.0809607328177679,0.0302555448408872,2020-07-12
2020-06-14,"45-49 Years",0.077664614857159,0.032154027989976,0.0777526470504295,0.0306149732620321,2020-07-12
2020-06-21,"45-49 Years",0.0759486555222682,0.0329530635677145,0.0749492246019386,0.0340662323561346,2020-07-12
2020-06-28,"45-49 Years",0.0755816454378509,0.0330648378392321,0.0738344153106821,0.0342289719626168,2020-07-12
2020-07-05,"45-49 Years",0.0762348510422312,0.0324903271170576,0.0778515670077764,0.0313323296951449,2020-07-12
2020-07-12,"45-49 Years",0.0780425343077088,0.0311127700031522,0.07766745781597,0.0305594734367654,2020-07-12
2020-07-19,"45-49 Years",0.0780425343077088,0.0294662725908474,NA,0.0299528996173094,2020-07-12
2020-07-26,"45-49 Years",0.0780425343077088,0.0279385575354299,NA,0.0275764539508573,2020-07-12
2020-08-02,"45-49 Years",0.0780425343077088,0.0263760494669143,NA,0.0239823288103503,2020-07-12
2020-08-09,"45-49 Years",0.0780425343077088,0.024731913422493,NA,0.0263736263736264,2020-07-12
2020-03-15,"5-9 Years",0.00385663399556323,0.000678206578005776,0.00382816292308371,0.00087719298245614,2020-07-12
2020-03-22,"5-9 Years",0.00353411816618422,0.000375435237249959,0.0034851400470387,0.000158730158730159,2020-07-12
2020-03-29,"5-9 Years",0.00354855056685918,0.000162619870947998,0.00367936034693048,0,2020-07-12
2020-04-05,"5-9 Years",0.00391614069289715,4.25348907771722e-05,0.00414399428333792,6.19847517510692e-05,2020-07-12
2020-04-12,"5-9 Years",0.00459419104584283,-5.30825123744237e-06,0.00461777207089053,0,2020-07-12
2020-04-19,"5-9 Years",0.00575489546657008,5.73397216137433e-05,0.00545912814343816,3.25309043591412e-05,2020-07-12
2020-04-26,"5-9 Years",0.00766869121397636,9.38831520564142e-05,0.00770161848111772,0.000114503816793893,2020-07-12
2020-05-03,"5-9 Years",0.0100658715767561,0.000120171767731838,0.010107708229522,0.000134916351861846,2020-07-12
2020-05-10,"5-9 Years",0.0124248741450712,9.82585264812601e-05,0.0126504638503412,0.000164473684210526,2020-07-12
2020-05-17,"5-9 Years",0.0146393740701368,6.40764096694676e-05,0.0144541998695742,0,2020-07-12
2020-05-24,"5-9 Years",0.0169611528785425,2.96590777955675e-05,0.016720621302247,0,2020-07-12
2020-05-31,"5-9 Years",0.0189421935668263,1.46303478614434e-05,0.0190131930296497,0,2020-07-12
2020-06-07,"5-9 Years",0.0198900976865523,1.66512108503058e-05,0.0206559373324488,0.000120540019286403,2020-07-12
2020-06-14,"5-9 Years",0.0198222954480319,5.39735731478229e-05,0.0192606809555067,0,2020-07-12
2020-06-21,"5-9 Years",0.0193526242982329,9.92487793413244e-05,0.0190844440760062,0,2020-07-12
2020-06-28,"5-9 Years",0.0188923747734308,0.000143620479682778,0.0188906921844701,0.000233644859813084,2020-07-12
2020-07-05,"5-9 Years",0.0183614272265533,0.000192454225156489,0.0179668916328225,0.000282273240496801,2020-07-12
2020-07-12,"5-9 Years",0.0177757706259279,0.000210843632724577,0.0180336251173369,7.83576241968344e-05,2020-07-12
2020-07-19,"5-9 Years",0.0177757706259279,0.000200891294913033,NA,0.000220783043862231,2020-07-12
2020-07-26,"5-9 Years",0.0177757706259279,0.000155942078460995,NA,0.000265158211065936,2020-07-12
2020-08-02,"5-9 Years",0.0177757706259279,8.33004636868332e-05,NA,0,2020-07-12
2020-08-09,"5-9 Years",0.0177757706259279,-1.75810656953151e-05,NA,0,2020-07-12
2020-03-15,"50-54 Years",0.0928468804290113,0.0400304213640411,0.0914897842107586,0.0368421052631579,2020-07-12
2020-03-22,"50-54 Years",0.0975328411211167,0.0355136962522486,0.0989897370109044,0.039047619047619,2020-07-12
2020-03-29,"50-54 Years",0.0994945533482545,0.0313674770432506,0.10141279306139,0.034458579585295,2020-07-12
2020-04-05,"50-54 Years",0.0988352805036891,0.0275433312286055,0.0986387784149149,0.0262815347424534,2020-07-12
2020-04-12,"50-54 Years",0.0950807814045037,0.0242957838124125,0.0949372738321672,0.0232291789028545,2020-07-12
2020-04-19,"50-54 Years",0.0901718555060007,0.0211859905200772,0.0903734891447557,0.0223162003903709,2020-07-12
2020-04-26,"50-54 Years",0.0853369786527862,0.0203694049623122,0.085229630654309,0.0196564885496183,2020-07-12
2020-05-03,"50-54 Years",0.0813665476663838,0.0206393602073444,0.0808999961669669,0.0202824248965641,2020-07-12
2020-05-10,"50-54 Years",0.0787765681682108,0.0215329256828398,0.0786015487234532,0.0226973684210526,2020-07-12
2020-05-17,"50-54 Years",0.0767464963301139,0.0234565790128331,0.0771579901703488,0.0228487064116985,2020-07-12
2020-05-24,"50-54 Years",0.0743469385621148,0.0257621485778613,0.0749318257929737,0.0248186015831135,2020-07-12
2020-05-31,"50-54 Years",0.0719650136727016,0.0280304680752837,0.0711128033704532,0.0293581696699737,2020-07-12
2020-06-07,"50-54 Years",0.0700561489211547,0.0302144411517288,0.0698148871784153,0.0302555448408872,2020-07-12
2020-06-14,"50-54 Years",0.0679443488190631,0.032154027989976,0.0692799452039156,0.0306149732620321,2020-07-12
2020-06-21,"50-54 Years",0.0666793426541437,0.0329530635677145,0.0662182246670733,0.0340662323561346,2020-07-12
2020-06-28,"50-54 Years",0.0664638159122841,0.0330648378392321,0.0637751875895793,0.0342289719626168,2020-07-12
2020-07-05,"50-54 Years",0.0669880362822653,0.0324903271170576,0.069719654696184,0.0313323296951449,2020-07-12
2020-07-12,"50-54 Years",0.0684114144806141,0.0311127700031522,0.0675898437798112,0.0305594734367654,2020-07-12
2020-07-19,"50-54 Years",0.0684114144806141,0.0294662725908474,NA,0.0299528996173094,2020-07-12
2020-07-26,"50-54 Years",0.0684114144806141,0.0279385575354299,NA,0.0275764539508573,2020-07-12
2020-08-02,"50-54 Years",0.0684114144806141,0.0263760494669143,NA,0.0239823288103503,2020-07-12
2020-08-09,"50-54 Years",0.0684114144806141,0.024731913422493,NA,0.0263736263736264,2020-07-12
2020-03-15,"55-59 Years",0.0928468804290113,0.0652043834599966,0.0914897842107586,0.0578947368421053,2020-07-12
2020-03-22,"55-59 Years",0.0975328411211167,0.0667194859925267,0.0989897370109044,0.0736507936507936,2020-07-12
2020-03-29,"55-59 Years",0.0994945533482545,0.0665732876305416,0.10141279306139,0.0732244816187519,2020-07-12
2020-04-05,"55-59 Years",0.0988352805036891,0.0647513096605225,0.0986387784149149,0.0671914708981591,2020-07-12
2020-04-12,"55-59 Years",0.0950807814045037,0.0619866018281119,0.0949372738321672,0.0591448373076471,2020-07-12
2020-04-19,"55-59 Years",0.0901718555060007,0.0566846345100997,0.0903734891447557,0.0566363044892648,2020-07-12
2020-04-26,"55-59 Years",0.0853369786527862,0.0551757674453559,0.085229630654309,0.0530916030534351,2020-07-12
2020-05-03,"55-59 Years",0.0813665476663838,0.0550066102702938,0.0808999961669669,0.0567548120165497,2020-07-12
2020-05-10,"55-59 Years",0.0787765681682108,0.055852276822465,0.0786015487234532,0.0545504385964912,2020-07-12
2020-05-17,"55-59 Years",0.0767464963301139,0.056974315622737,0.0771579901703488,0.0595472440944882,2020-07-12
2020-05-24,"55-59 Years",0.0743469385621148,0.0587707786815344,0.0749318257929737,0.0573878627968338,2020-07-12
2020-05-31,"55-59 Years",0.0719650136727016,0.0616582641244518,0.0711128033704532,0.0581089289329824,2020-07-12
2020-06-07,"55-59 Years",0.0700561489211547,0.064703775250763,0.0698148871784153,0.0688283510125362,2020-07-12
2020-06-14,"55-59 Years",0.0679443488190631,0.0676412296972995,0.0692799452039156,0.0668449197860963,2020-07-12
2020-06-21,"55-59 Years",0.0666793426541437,0.0694809010526285,0.0662182246670733,0.0703040173724213,2020-07-12
2020-06-28,"55-59 Years",0.0664638159122841,0.0705237556150604,0.0637751875895793,0.0686915887850467,2020-07-12
2020-07-05,"55-59 Years",0.0669880362822653,0.0706459754202894,0.069719654696184,0.0723560406473466,2020-07-12
2020-07-12,"55-59 Years",0.0684114144806141,0.070218363543785,0.0675898437798112,0.0706785770255446,2020-07-12
2020-07-19,"55-59 Years",0.0684114144806141,0.0695419443203241,NA,0.0680011775095673,2020-07-12
2020-07-26,"55-59 Years",0.0684114144806141,0.0689196012290904,NA,0.0692946791585646,2020-07-12
2020-08-02,"55-59 Years",0.0684114144806141,0.0682338290485052,NA,0.0656358472704323,2020-07-12
2020-08-09,"55-59 Years",0.0684114144806141,0.0674569384902158,NA,0.0692307692307692,2020-07-12
2020-03-15,"60-64 Years",0.0740592832171692,0.0652043834599966,0.0736287012929703,0.0578947368421053,2020-07-12
2020-03-22,"60-64 Years",0.0775750504608653,0.0667194859925267,0.0782178747060081,0.0736507936507936,2020-07-12
2020-03-29,"60-64 Years",0.0788712904403675,0.0665732876305416,0.0788521479875322,0.0732244816187519,2020-07-12
2020-04-05,"60-64 Years",0.0779724331003822,0.0647513096605225,0.0786275325223014,0.0671914708981591,2020-07-12
