"start_date","b1","loss"
2020-01-31,0,0.563140018645173
2020-02-07,0,0.567924569943872
2020-02-14,0,0.58657829286602
2020-02-21,0,0.630125093924362
2020-02-28,0,0.71255631000135
2020-03-06,0,0.847348425601081
2020-03-13,0,1.04473183717416
2020-01-31,0.05,0.560371536527414
2020-02-07,0.05,0.534774660830171
2020-02-14,0.05,0.530455671683127
2020-02-21,0.05,0.564307614373561
2020-02-28,0.05,0.651099693299933
2020-03-06,0.05,0.796029876797263
2020-03-13,0.05,0.995890320483463
2020-01-31,0.1,0.644240715235213
2020-02-07,0.1,0.540938733406446
2020-02-14,0.1,0.477589353884001
2020-02-21,0.1,0.489812203058185
2020-02-28,0.1,0.591850663961907
2020-03-06,0.1,0.764504146998269
2020-03-13,0.1,0.985576037972865
2020-01-31,0.15,4.22948921785597
2020-02-07,0.15,2.08353901286473
2020-02-14,0.15,0.791599924179063
2020-02-21,0.15,0.391385051382777
2020-02-28,0.15,0.416418582060042
2020-03-06,0.15,0.705001788403318
2020-03-13,0.15,0.97432627710412
2020-01-31,0.2,39.4667912615382
2020-02-07,0.2,23.9838436911037
2020-02-14,0.2,12.9073680437607
2020-02-21,0.2,5.44074682144431
2020-02-28,0.2,1.01234912697781
2020-03-06,0.2,0.569581471889347
2020-03-13,0.2,0.958781671639651
2020-01-31,0.25,113.063525021483
2020-02-07,0.25,67.5600246633017
2020-02-14,0.25,36.8913149258775
2020-02-21,0.25,17.3177547785956
2020-02-28,0.25,5.78202652052444
2020-03-06,0.25,0.460708438995154
2020-03-13,0.25,0.926793928712052
2020-01-31,0.3,243.861266888783
2020-02-07,0.3,142.278858363803
2020-02-14,0.3,75.7791302761791
2020-02-21,0.3,35.5231033738336
2020-02-28,0.3,13.0667506713676
2020-03-06,0.3,2.17668121669196
2020-03-13,0.3,0.885455153583463
2020-01-31,0.35,439.422570322413
2020-02-07,0.35,257.608407878315
2020-02-14,0.35,134.712736351617
2020-02-21,0.35,61.7791134433457
2020-02-28,0.35,23.0514083957271
2020-03-06,0.35,4.97359594116559
2020-03-13,0.35,0.837267872172868
2020-01-31,0.4,678.635745183402
2020-02-07,0.4,413.80855150784
2020-02-14,0.4,217.859779164631
2020-02-21,0.4,98.1382254792709
2020-02-28,0.4,36.2167714246556
2020-03-06,0.4,8.60991549857751
2020-03-13,0.4,0.745627109294645
2020-01-31,0.45,924.503494496777
2020-02-07,0.45,597.195608375026
2020-02-14,0.45,325.53729505943
2020-02-21,0.45,146.441033142088
2020-02-28,0.45,53.1513805555516
2020-03-06,0.45,13.116203465873
2020-03-13,0.45,0.701931348065661
2020-01-31,0.5,1150.47698906275
2020-02-07,0.5,787.133799914802
2020-02-14,0.5,452.441960669096
2020-02-21,0.5,207.643416134451
2020-02-28,0.5,74.4715749043281
2020-03-06,0.5,18.5693914023687
2020-03-13,0.5,1.03876496615944
2020-01-31,0.55,1346.81755636557
2020-02-07,0.55,967.3191138211
2020-02-14,0.55,589.122160241579
2020-02-21,0.55,281.1728663901
2020-02-28,0.55,100.736100334034
2020-03-06,0.55,25.0682590784506
2020-03-13,0.55,1.74159955195696
2020-01-31,0.6,1513.52675456959
2020-02-07,0.6,1129.86077824764
2020-02-14,0.6,725.846686193284
2020-02-21,0.6,364.688348016325
2020-02-28,0.6,132.342672223984
2020-03-06,0.6,32.7238326208245
2020-03-13,0.6,2.68401767163803
2020-01-31,0.65,1654.15965067513
2020-02-07,0.65,1273.00142128978
2020-02-14,0.65,855.662308185056
2020-02-21,0.65,454.508948819969
2020-02-28,0.65,169.419728709464
2020-03-06,0.65,41.652579366988
2020-03-13,0.65,3.81809081507992
2020-01-31,0.7,1772.96469725856
2020-02-07,0.7,1397.91487023689
2020-02-14,0.7,975.04129929441
2020-02-21,0.7,546.544681045269
2020-02-28,0.7,211.741325022598
2020-03-06,0.7,51.9696584958658
2020-03-13,0.7,5.12877387798944
2020-01-31,0.75,1873.85905080776
2020-02-07,0.75,1506.75666154514
2020-02-14,0.75,1082.98181652321
2020-02-21,0.75,637.22099935104
2020-02-28,0.75,258.694703843041
2020-03-06,0.75,63.7811317878885
2020-03-13,0.75,6.61290280227851
2020-01-31,0.8,1960.16046628996
2020-02-07,0.8,1601.81022318047
2020-02-14,0.8,1179.88554062739
2020-02-21,0.8,723.996475144388
2020-02-28,0.8,309.326615054233
2020-03-06,0.8,77.1769101103909
2020-03-13,0.8,8.27278103392418
2020-01-31,0.85,2034.56650223513
2020-02-07,0.85,1685.1594683154
2020-02-14,0.85,1266.74278701664
2020-02-21,0.85,805.417078797777
2020-02-28,0.85,362.458678910598
2020-03-06,0.85,92.2211500616347
2020-03-13,0.85,10.1134276658514
2020-01-31,0.9,2099.23885172312
2020-02-07,0.9,1758.6080745746
2020-02-14,0.9,1344.70152997685
2020-02-21,0.9,880.892944288709
2020-02-28,0.9,416.840495642723
2020-03-06,0.9,108.94472939489
2020-03-13,0.9,12.1415172649759
2020-01-31,0.95,2155.89757081028
2020-02-07,0.95,1823.67695741231
2020-02-14,0.95,1414.8691832914
2020-02-21,0.95,950.405649773854
2020-02-28,0.95,471.300162458401
2020-03-06,0.95,127.338144898542
2020-03-13,0.95,14.3650704810974
2020-01-31,1,2205.91192882776
2020-02-07,1,1881.63514210084
2020-02-14,1,1478.24068186901
2020-02-21,1,1014.26095185688
2020-02-28,1,524.851449934576
2020-03-06,1,147.346760055225
2020-03-13,1,16.7926779963459
2020-01-31,1.05,2250.37529563101
2020-02-07,1.05,1933.53625685021
2020-02-14,1.05,1535.68343893625
