"Stay At Home Order","State-Mandated School Closures","start_date","b1","initial.infected","loss"
0.55,0.1,2020-03-20,0.15,1,1.25770648791463
0.56,0.1,2020-03-20,0.15,1,1.25770648791463
0.57,0.1,2020-03-20,0.15,1,1.25770648791463
0.58,0.1,2020-03-20,0.15,1,1.25770648791463
0.59,0.1,2020-03-20,0.15,1,1.25770648791463
0.6,0.1,2020-03-20,0.15,1,1.25770648791463
0.61,0.1,2020-03-20,0.15,1,1.25770648791463
0.62,0.1,2020-03-20,0.15,1,1.25770648791463
0.63,0.1,2020-03-20,0.15,1,1.25770648791463
0.64,0.1,2020-03-20,0.15,1,1.25770648791463
0.65,0.1,2020-03-20,0.15,1,1.25770648791463
0.66,0.1,2020-03-20,0.15,1,1.25770648791463
0.67,0.1,2020-03-20,0.15,1,1.25770648791463
0.68,0.1,2020-03-20,0.15,1,1.25770648791463
0.69,0.1,2020-03-20,0.15,1,1.25770648791463
0.7,0.1,2020-03-20,0.15,1,1.25770648791463
0.71,0.1,2020-03-20,0.15,1,1.25770648791463
0.72,0.1,2020-03-20,0.15,1,1.25770648791463
0.73,0.1,2020-03-20,0.15,1,1.25770648791463
0.74,0.1,2020-03-20,0.15,1,1.25770648791463
0.75,0.1,2020-03-20,0.15,1,1.25770648791463
0.76,0.1,2020-03-20,0.15,1,1.25770648791463
0.77,0.1,2020-03-20,0.15,1,1.25770648791463
0.78,0.1,2020-03-20,0.15,1,1.25770648791463
0.79,0.1,2020-03-20,0.15,1,1.25770648791463
0.8,0.1,2020-03-20,0.15,1,1.25770648791463
0.81,0.1,2020-03-20,0.15,1,1.25770648791463
0.82,0.1,2020-03-20,0.15,1,1.25770648791463
0.83,0.1,2020-03-20,0.15,1,1.25770648791463
0.84,0.1,2020-03-20,0.15,1,1.25770648791463
0.85,0.1,2020-03-20,0.15,1,1.25770648791463
0.86,0.1,2020-03-20,0.15,1,1.25770648791463
0.87,0.1,2020-03-20,0.15,1,1.25770648791463
0.88,0.1,2020-03-20,0.15,1,1.25770648791463
0.89,0.1,2020-03-20,0.15,1,1.25770648791463
0.9,0.1,2020-03-20,0.15,1,1.25770648791463
0.91,0.1,2020-03-20,0.15,1,1.25770648791463
0.92,0.1,2020-03-20,0.15,1,1.25770648791463
0.93,0.1,2020-03-20,0.15,1,1.25770648791463
0.94,0.1,2020-03-20,0.15,1,1.25770648791463
0.95,0.1,2020-03-20,0.15,1,1.25770648791463
0.55,0.2,2020-03-20,0.15,1,1.24603189209779
0.56,0.2,2020-03-20,0.15,1,1.24603189209779
0.57,0.2,2020-03-20,0.15,1,1.24603189209779
0.58,0.2,2020-03-20,0.15,1,1.24603189209779
0.59,0.2,2020-03-20,0.15,1,1.24603189209779
0.6,0.2,2020-03-20,0.15,1,1.24603189209779
0.61,0.2,2020-03-20,0.15,1,1.24603189209779
0.62,0.2,2020-03-20,0.15,1,1.24603189209779
0.63,0.2,2020-03-20,0.15,1,1.24603189209779
0.64,0.2,2020-03-20,0.15,1,1.24603189209779
0.65,0.2,2020-03-20,0.15,1,1.24603189209779
0.66,0.2,2020-03-20,0.15,1,1.24603189209779
0.67,0.2,2020-03-20,0.15,1,1.24603189209779
0.68,0.2,2020-03-20,0.15,1,1.24603189209779
0.69,0.2,2020-03-20,0.15,1,1.24603189209779
0.7,0.2,2020-03-20,0.15,1,1.24603189209779
0.71,0.2,2020-03-20,0.15,1,1.24603189209779
0.72,0.2,2020-03-20,0.15,1,1.24603189209779
0.73,0.2,2020-03-20,0.15,1,1.24603189209779
0.74,0.2,2020-03-20,0.15,1,1.24603189209779
0.75,0.2,2020-03-20,0.15,1,1.24603189209779
0.76,0.2,2020-03-20,0.15,1,1.24603189209779
0.77,0.2,2020-03-20,0.15,1,1.24603189209779
0.78,0.2,2020-03-20,0.15,1,1.24603189209779
0.79,0.2,2020-03-20,0.15,1,1.24603189209779
0.8,0.2,2020-03-20,0.15,1,1.24603189209779
0.81,0.2,2020-03-20,0.15,1,1.24603189209779
0.82,0.2,2020-03-20,0.15,1,1.24603189209779
0.83,0.2,2020-03-20,0.15,1,1.24603189209779
0.84,0.2,2020-03-20,0.15,1,1.24603189209779
0.85,0.2,2020-03-20,0.15,1,1.24603189209779
0.86,0.2,2020-03-20,0.15,1,1.24603189209779
0.87,0.2,2020-03-20,0.15,1,1.24603189209779
0.88,0.2,2020-03-20,0.15,1,1.24603189209779
0.89,0.2,2020-03-20,0.15,1,1.24603189209779
0.9,0.2,2020-03-20,0.15,1,1.24603189209779
0.91,0.2,2020-03-20,0.15,1,1.24603189209779
0.92,0.2,2020-03-20,0.15,1,1.24603189209779
0.93,0.2,2020-03-20,0.15,1,1.24603189209779
0.94,0.2,2020-03-20,0.15,1,1.24603189209779
0.95,0.2,2020-03-20,0.15,1,1.24603189209779
0.55,0.3,2020-03-20,0.15,1,1.23449470468796
0.56,0.3,2020-03-20,0.15,1,1.23449470468796
0.57,0.3,2020-03-20,0.15,1,1.23449470468796
0.58,0.3,2020-03-20,0.15,1,1.23449470468796
0.59,0.3,2020-03-20,0.15,1,1.23449470468796
0.6,0.3,2020-03-20,0.15,1,1.23449470468796
0.61,0.3,2020-03-20,0.15,1,1.23449470468796
0.62,0.3,2020-03-20,0.15,1,1.23449470468796
0.63,0.3,2020-03-20,0.15,1,1.23449470468796
0.64,0.3,2020-03-20,0.15,1,1.23449470468796
0.65,0.3,2020-03-20,0.15,1,1.23449470468796
0.66,0.3,2020-03-20,0.15,1,1.23449470468796
0.67,0.3,2020-03-20,0.15,1,1.23449470468796
0.68,0.3,2020-03-20,0.15,1,1.23449470468796
0.69,0.3,2020-03-20,0.15,1,1.23449470468796
0.7,0.3,2020-03-20,0.15,1,1.23449470468796
0.71,0.3,2020-03-20,0.15,1,1.23449470468796
0.72,0.3,2020-03-20,0.15,1,1.23449470468796
0.73,0.3,2020-03-20,0.15,1,1.23449470468796
0.74,0.3,2020-03-20,0.15,1,1.23449470468796
0.75,0.3,2020-03-20,0.15,1,1.23449470468796
0.76,0.3,2020-03-20,0.15,1,1.23449470468796
0.77,0.3,2020-03-20,0.15,1,1.23449470468796
0.78,0.3,2020-03-20,0.15,1,1.23449470468796
0.79,0.3,2020-03-20,0.15,1,1.23449470468796
0.8,0.3,2020-03-20,0.15,1,1.23449470468796
0.81,0.3,2020-03-20,0.15,1,1.23449470468796
0.82,0.3,2020-03-20,0.15,1,1.23449470468796
0.83,0.3,2020-03-20,0.15,1,1.23449470468796
0.84,0.3,2020-03-20,0.15,1,1.23449470468796
0.85,0.3,2020-03-20,0.15,1,1.23449470468796
0.86,0.3,2020-03-20,0.15,1,1.23449470468796
0.87,0.3,2020-03-20,0.15,1,1.23449470468796
0.88,0.3,2020-03-20,0.15,1,1.23449470468796
0.89,0.3,2020-03-20,0.15,1,1.23449470468796
0.9,0.3,2020-03-20,0.15,1,1.23449470468796
0.91,0.3,2020-03-20,0.15,1,1.23449470468796
0.92,0.3,2020-03-20,0.15,1,1.23449470468796
0.93,0.3,2020-03-20,0.15,1,1.23449470468796
0.94,0.3,2020-03-20,0.15,1,1.23449470468796
0.95,0.3,2020-03-20,0.15,1,1.23449470468796
