"Stay At Home Order","State-Mandated School Closures","Non-Essential Business Closures","start_date","b1","initial.infected","loss"
0.55,0.1,0.25,2020-01-31,0.3,1,47.3528560427334
0.56,0.1,0.25,2020-01-31,0.3,1,47.0276552859231
0.57,0.1,0.25,2020-01-31,0.3,1,46.7036225919306
0.58,0.1,0.25,2020-01-31,0.3,1,46.38075460282
0.59,0.1,0.25,2020-01-31,0.3,1,46.0590481764537
0.6,0.1,0.25,2020-01-31,0.3,1,45.7385004024034
0.61,0.1,0.25,2020-01-31,0.3,1,45.4191083995622
0.62,0.1,0.25,2020-01-31,0.3,1,45.100869307257
0.63,0.1,0.25,2020-01-31,0.3,1,44.7837802853748
0.64,0.1,0.25,2020-01-31,0.3,1,44.4678370254173
0.65,0.1,0.25,2020-01-31,0.3,1,44.153037158302
0.66,0.1,0.25,2020-01-31,0.3,1,43.8393794449366
0.67,0.1,0.25,2020-01-31,0.3,1,43.5268623144155
0.68,0.1,0.25,2020-01-31,0.3,1,43.2154815912729
0.69,0.1,0.25,2020-01-31,0.3,1,42.9052344159451
0.7,0.1,0.25,2020-01-31,0.3,1,42.5961182476427
0.71,0.1,0.25,2020-01-31,0.3,1,42.2881301789783
0.72,0.1,0.25,2020-01-31,0.3,1,41.9812675627513
0.73,0.1,0.25,2020-01-31,0.3,1,41.6755279682847
0.74,0.1,0.25,2020-01-31,0.3,1,41.3709086585458
0.75,0.1,0.25,2020-01-31,0.3,1,41.0674070131314
0.76,0.1,0.25,2020-01-31,0.3,1,40.7650204839579
0.77,0.1,0.25,2020-01-31,0.3,1,40.4637465483526
0.78,0.1,0.25,2020-01-31,0.3,1,40.1635827097107
0.79,0.1,0.25,2020-01-31,0.3,1,39.8645264980046
0.8,0.1,0.25,2020-01-31,0.3,1,39.5665754697114
0.81,0.1,0.25,2020-01-31,0.3,1,39.2697272081687
0.82,0.1,0.25,2020-01-31,0.3,1,38.9739793261143
0.83,0.1,0.25,2020-01-31,0.3,1,38.6793294650476
0.84,0.1,0.25,2020-01-31,0.3,1,38.3857752957517
0.85,0.1,0.25,2020-01-31,0.3,1,38.0933144255425
0.86,0.1,0.25,2020-01-31,0.3,1,37.8019445219888
0.87,0.1,0.25,2020-01-31,0.3,1,37.5116634979315
0.88,0.1,0.25,2020-01-31,0.3,1,37.2224691490365
