"npi.sah.prop.mild","npi.nbc.prop.mild","start_date","b1","loss"
0.83,0.5,2020-03-06,0.48,60.3652260902325
0.84,0.5,2020-03-06,0.48,61.5701981896413
0.85,0.5,2020-03-06,0.48,62.7269824212105
0.86,0.5,2020-03-06,0.48,63.7987777635827
0.87,0.5,2020-03-06,0.48,64.7682958061715
0.88,0.5,2020-03-06,0.48,65.6381971249608
0.89,0.5,2020-03-06,0.48,66.4185755092944
0.9,0.5,2020-03-06,0.48,67.121589486655
0.91,0.5,2020-03-06,0.48,67.7580238349549
0.92,0.5,2020-03-06,0.48,68.3368627519581
0.93,0.5,2020-03-06,0.48,68.8662599151065
0.94,0.5,2020-03-06,0.48,69.3525576902879
0.95,0.5,2020-03-06,0.48,70.3203391953471
0.55,0.55,2020-03-06,0.48,92.3977918389721
0.56,0.55,2020-03-06,0.48,80.7455535861417
0.57,0.55,2020-03-06,0.48,69.5808211656844
0.58,0.55,2020-03-06,0.48,58.901819914394
0.59,0.55,2020-03-06,0.48,48.7144496634538
0.6,0.55,2020-03-06,0.48,39.0395958557335
0.61,0.55,2020-03-06,0.48,29.9313955860746
0.62,0.55,2020-03-06,0.48,21.5330085303096
0.63,0.55,2020-03-06,0.48,14.2847366127528
0.64,0.55,2020-03-06,0.48,9.73768928428311
0.65,0.55,2020-03-06,0.48,10.7043560354803
0.66,0.55,2020-03-06,0.48,15.5666385278265
0.67,0.55,2020-03-06,0.48,21.3725877389447
0.68,0.55,2020-03-06,0.48,27.122072161621
0.69,0.55,2020-03-06,0.48,32.4633227286501
0.7,0.55,2020-03-06,0.48,37.175279502261
0.71,0.55,2020-03-06,0.48,41.0242197031048
0.72,0.55,2020-03-06,0.48,43.7713322611963
0.73,0.55,2020-03-06,0.48,45.6396913446481
0.74,0.55,2020-03-06,0.48,47.3584599948376
0.75,0.55,2020-03-06,0.48,49.0173913772228
0.76,0.55,2020-03-06,0.48,50.6184825724977
0.77,0.55,2020-03-06,0.48,52.163670422887
0.78,0.55,2020-03-06,0.48,53.6548923386469
0.79,0.55,2020-03-06,0.48,55.0940134062621
0.8,0.55,2020-03-06,0.48,56.482858632697
0.81,0.55,2020-03-06,0.48,57.8232139851135
0.82,0.55,2020-03-06,0.48,59.1167675891306
0.83,0.55,2020-03-06,0.48,60.3652260902325
0.84,0.55,2020-03-06,0.48,61.5701981896413
0.85,0.55,2020-03-06,0.48,62.7269824212105
0.86,0.55,2020-03-06,0.48,63.7987777635827
0.87,0.55,2020-03-06,0.48,64.7682958061715
0.88,0.55,2020-03-06,0.48,65.6381971249608
0.89,0.55,2020-03-06,0.48,66.4185755092944
0.9,0.55,2020-03-06,0.48,67.121589486655
0.91,0.55,2020-03-06,0.48,67.7580238349549
0.92,0.55,2020-03-06,0.48,68.3368627519581
0.93,0.55,2020-03-06,0.48,68.8662599151065
0.94,0.55,2020-03-06,0.48,69.3525576902879
0.95,0.55,2020-03-06,0.48,70.3203391953471
0.55,0.6,2020-03-06,0.48,92.3977918389721
0.56,0.6,2020-03-06,0.48,80.7455535861417
0.57,0.6,2020-03-06,0.48,69.5808211656844
0.58,0.6,2020-03-06,0.48,58.901819914394
0.59,0.6,2020-03-06,0.48,48.7144496634538
0.6,0.6,2020-03-06,0.48,39.0395958557335
0.61,0.6,2020-03-06,0.48,29.9313955860746
0.62,0.6,2020-03-06,0.48,21.5330085303096
0.63,0.6,2020-03-06,0.48,14.2847366127528
0.64,0.6,2020-03-06,0.48,9.73768928428311
0.65,0.6,2020-03-06,0.48,10.7043560354803
0.66,0.6,2020-03-06,0.48,15.5666385278265
0.67,0.6,2020-03-06,0.48,21.3725877389447
0.68,0.6,2020-03-06,0.48,27.122072161621
0.69,0.6,2020-03-06,0.48,32.4633227286501
0.7,0.6,2020-03-06,0.48,37.175279502261
0.71,0.6,2020-03-06,0.48,41.0242197031048
0.72,0.6,2020-03-06,0.48,43.7713322611963
0.73,0.6,2020-03-06,0.48,45.6396913446481
0.74,0.6,2020-03-06,0.48,47.3584599948376
0.75,0.6,2020-03-06,0.48,49.0173913772228
0.76,0.6,2020-03-06,0.48,50.6184825724977
0.77,0.6,2020-03-06,0.48,52.163670422887
0.78,0.6,2020-03-06,0.48,53.6548923386469
0.79,0.6,2020-03-06,0.48,55.0940134062621
0.8,0.6,2020-03-06,0.48,56.482858632697
0.81,0.6,2020-03-06,0.48,57.8232139851135
0.82,0.6,2020-03-06,0.48,59.1167675891306
0.83,0.6,2020-03-06,0.48,60.3652260902325
0.84,0.6,2020-03-06,0.48,61.5701981896413
0.85,0.6,2020-03-06,0.48,62.7269824212105
0.86,0.6,2020-03-06,0.48,63.7987777635827
0.87,0.6,2020-03-06,0.48,64.7682958061715
0.88,0.6,2020-03-06,0.48,65.6381971249608
0.89,0.6,2020-03-06,0.48,66.4185755092944
0.9,0.6,2020-03-06,0.48,67.121589486655
0.91,0.6,2020-03-06,0.48,67.7580238349549
0.92,0.6,2020-03-06,0.48,68.3368627519581
0.93,0.6,2020-03-06,0.48,68.8662599151065
0.94,0.6,2020-03-06,0.48,69.3525576902879
0.95,0.6,2020-03-06,0.48,70.3203391953471
0.55,0.65,2020-03-06,0.48,92.3977918389721
0.56,0.65,2020-03-06,0.48,80.7455535861417
0.57,0.65,2020-03-06,0.48,69.5808211656844
0.58,0.65,2020-03-06,0.48,58.901819914394
0.59,0.65,2020-03-06,0.48,48.7144496634538
0.6,0.65,2020-03-06,0.48,39.0395958557335
0.61,0.65,2020-03-06,0.48,29.9313955860746
0.62,0.65,2020-03-06,0.48,21.5330085303096
0.63,0.65,2020-03-06,0.48,14.2847366127528
0.64,0.65,2020-03-06,0.48,9.73768928428311
0.65,0.65,2020-03-06,0.48,10.7043560354803
0.66,0.65,2020-03-06,0.48,15.5666385278265
0.67,0.65,2020-03-06,0.48,21.3725877389447
0.68,0.65,2020-03-06,0.48,27.122072161621
0.69,0.65,2020-03-06,0.48,32.4633227286501
0.7,0.65,2020-03-06,0.48,37.175279502261
0.71,0.65,2020-03-06,0.48,41.0242197031048
0.72,0.65,2020-03-06,0.48,43.7713322611963
0.73,0.65,2020-03-06,0.48,45.6396913446481
0.74,0.65,2020-03-06,0.48,47.3584599948376
0.75,0.65,2020-03-06,0.48,49.0173913772228
0.76,0.65,2020-03-06,0.48,50.6184825724977
0.77,0.65,2020-03-06,0.48,52.163670422887
0.78,0.65,2020-03-06,0.48,53.6548923386469
0.79,0.65,2020-03-06,0.48,55.0940134062621
0.8,0.65,2020-03-06,0.48,56.482858632697
0.81,0.65,2020-03-06,0.48,57.8232139851135
0.82,0.65,2020-03-06,0.48,59.1167675891306
0.83,0.65,2020-03-06,0.48,60.3652260902325
0.84,0.65,2020-03-06,0.48,61.5701981896413
0.85,0.65,2020-03-06,0.48,62.7269824212105
0.86,0.65,2020-03-06,0.48,63.7987777635827
0.87,0.65,2020-03-06,0.48,64.7682958061715
0.88,0.65,2020-03-06,0.48,65.6381971249608
0.89,0.65,2020-03-06,0.48,66.4185755092944
0.9,0.65,2020-03-06,0.48,67.121589486655
0.91,0.65,2020-03-06,0.48,67.7580238349549
0.92,0.65,2020-03-06,0.48,68.3368627519581
0.93,0.65,2020-03-06,0.48,68.8662599151065
0.94,0.65,2020-03-06,0.48,69.3525576902879
0.95,0.65,2020-03-06,0.48,70.3203391953471
0.55,0.7,2020-03-06,0.48,92.3977918389721
0.56,0.7,2020-03-06,0.48,80.7455535861417
0.57,0.7,2020-03-06,0.48,69.5808211656844
0.58,0.7,2020-03-06,0.48,58.901819914394
0.59,0.7,2020-03-06,0.48,48.7144496634538
0.6,0.7,2020-03-06,0.48,39.0395958557335
0.61,0.7,2020-03-06,0.48,29.9313955860746
0.62,0.7,2020-03-06,0.48,21.5330085303096
0.63,0.7,2020-03-06,0.48,14.2847366127528
0.64,0.7,2020-03-06,0.48,9.73768928428311
0.65,0.7,2020-03-06,0.48,10.7043560354803
0.66,0.7,2020-03-06,0.48,15.5666385278265
0.67,0.7,2020-03-06,0.48,21.3725877389447
0.68,0.7,2020-03-06,0.48,27.122072161621
0.69,0.7,2020-03-06,0.48,32.4633227286501
0.7,0.7,2020-03-06,0.48,37.175279502261
0.71,0.7,2020-03-06,0.48,41.0242197031048
0.72,0.7,2020-03-06,0.48,43.7713322611963
0.73,0.7,2020-03-06,0.48,45.6396913446481
0.74,0.7,2020-03-06,0.48,47.3584599948376
0.75,0.7,2020-03-06,0.48,49.0173913772228
0.76,0.7,2020-03-06,0.48,50.6184825724977
0.77,0.7,2020-03-06,0.48,52.163670422887
0.78,0.7,2020-03-06,0.48,53.6548923386469
0.79,0.7,2020-03-06,0.48,55.0940134062621
0.8,0.7,2020-03-06,0.48,56.482858632697
0.81,0.7,2020-03-06,0.48,57.8232139851135
0.82,0.7,2020-03-06,0.48,59.1167675891306
0.83,0.7,2020-03-06,0.48,60.3652260902325
0.84,0.7,2020-03-06,0.48,61.5701981896413
0.85,0.7,2020-03-06,0.48,62.7269824212105
0.86,0.7,2020-03-06,0.48,63.7987777635827
0.87,0.7,2020-03-06,0.48,64.7682958061715
0.88,0.7,2020-03-06,0.48,65.6381971249608
0.89,0.7,2020-03-06,0.48,66.4185755092944
0.9,0.7,2020-03-06,0.48,67.121589486655
0.91,0.7,2020-03-06,0.48,67.7580238349549
0.92,0.7,2020-03-06,0.48,68.3368627519581
0.93,0.7,2020-03-06,0.48,68.8662599151065
0.94,0.7,2020-03-06,0.48,69.3525576902879
0.95,0.7,2020-03-06,0.48,70.3203391953471
0.55,0.75,2020-03-06,0.48,92.3977918389721
0.56,0.75,2020-03-06,0.48,80.7455535861417
0.57,0.75,2020-03-06,0.48,69.5808211656844
0.58,0.75,2020-03-06,0.48,58.901819914394
0.59,0.75,2020-03-06,0.48,48.7144496634538
0.6,0.75,2020-03-06,0.48,39.0395958557335
0.61,0.75,2020-03-06,0.48,29.9313955860746
0.62,0.75,2020-03-06,0.48,21.5330085303096
0.63,0.75,2020-03-06,0.48,14.2847366127528
0.64,0.75,2020-03-06,0.48,9.73768928428311
0.65,0.75,2020-03-06,0.48,10.7043560354803
0.66,0.75,2020-03-06,0.48,15.5666385278265
0.67,0.75,2020-03-06,0.48,21.3725877389447
0.68,0.75,2020-03-06,0.48,27.122072161621
0.69,0.75,2020-03-06,0.48,32.4633227286501
0.7,0.75,2020-03-06,0.48,37.175279502261
0.71,0.75,2020-03-06,0.48,41.0242197031048
0.72,0.75,2020-03-06,0.48,43.7713322611963
0.73,0.75,2020-03-06,0.48,45.6396913446481
0.74,0.75,2020-03-06,0.48,47.3584599948376
0.75,0.75,2020-03-06,0.48,49.0173913772228
0.76,0.75,2020-03-06,0.48,50.6184825724977
0.77,0.75,2020-03-06,0.48,52.163670422887
0.78,0.75,2020-03-06,0.48,53.6548923386469
0.79,0.75,2020-03-06,0.48,55.0940134062621
0.8,0.75,2020-03-06,0.48,56.482858632697
0.81,0.75,2020-03-06,0.48,57.8232139851135
0.82,0.75,2020-03-06,0.48,59.1167675891306
0.83,0.75,2020-03-06,0.48,60.3652260902325
0.84,0.75,2020-03-06,0.48,61.5701981896413
0.85,0.75,2020-03-06,0.48,62.7269824212105
0.86,0.75,2020-03-06,0.48,63.7987777635827
0.87,0.75,2020-03-06,0.48,64.7682958061715
0.88,0.75,2020-03-06,0.48,65.6381971249608
0.89,0.75,2020-03-06,0.48,66.4185755092944
0.9,0.75,2020-03-06,0.48,67.121589486655
0.91,0.75,2020-03-06,0.48,67.7580238349549
0.92,0.75,2020-03-06,0.48,68.3368627519581
0.93,0.75,2020-03-06,0.48,68.8662599151065
0.94,0.75,2020-03-06,0.48,69.3525576902879
0.95,0.75,2020-03-06,0.48,70.3203391953471
