"start_date","b1","loss"
2020-01-31,0,0.468259177005613
2020-02-07,0,0.455478663420629
2020-02-14,0,0.450005749503303
2020-02-21,0,0.461711465696835
2020-02-28,0,0.505053160052396
2020-03-06,0,0.594658912894031
2020-03-13,0,0.739144253885748
2020-01-31,0.05,0.518974642481331
2020-02-07,0.05,0.470391073294274
2020-02-14,0.05,0.430456232684852
2020-02-21,0.05,0.416813934071093
2020-02-28,0.05,0.452875588657565
2020-03-06,0.05,0.551466648578671
2020-03-13,0.05,0.704907958376533
2020-01-31,0.1,0.700344711057349
2020-02-07,0.1,0.570648643302129
2020-02-14,0.1,0.45371620282519
2020-02-21,0.1,0.381198858199238
2020-02-28,0.1,0.40076803975524
2020-03-06,0.1,0.518940188547621
2020-03-13,0.1,0.694780995591741
2020-01-31,0.15,4.32740532317359
2020-02-07,0.15,2.54895724038851
2020-02-14,0.15,1.36939875948882
2020-02-21,0.15,0.498637258680104
2020-02-28,0.15,0.34563809684405
2020-03-06,0.15,0.481404356527152
2020-03-13,0.15,0.683820247341031
2020-01-31,0.2,42.8778133735861
2020-02-07,0.2,25.3448779704393
2020-02-14,0.2,12.9386881648037
2020-02-21,0.2,4.63487479688241
2020-02-28,0.2,0.713476196370644
2020-03-06,0.2,0.438546070992564
2020-03-13,0.2,0.671963857952458
2020-01-31,0.25,128.138107262471
2020-02-07,0.25,74.4038714935006
2020-02-14,0.25,39.2924057435616
2020-02-21,0.25,17.3420576502434
2020-02-28,0.25,4.61671599684568
2020-03-06,0.25,0.253248495252448
2020-03-13,0.25,0.659147628390938
2020-01-31,0.3,292.122442993564
2020-02-07,0.3,162.191203691677
2020-02-14,0.3,82.8207741829712
2020-02-21,0.3,36.9455453104894
2020-02-28,0.3,12.0918347578478
2020-03-06,0.3,0.963672808082733
2020-03-13,0.3,0.645305647112771
2020-01-31,0.35,572.314179869574
2020-02-07,0.35,308.720717971902
2020-02-14,0.35,151.155475148596
2020-02-21,0.35,65.4759943528385
2020-02-28,0.35,22.3708430311422
2020-03-06,0.35,3.35063729414322
2020-03-13,0.35,0.627645770543782
2020-01-31,0.4,978.379214808498
2020-02-07,0.4,532.684078637178
2020-02-14,0.4,253.733625600935
2020-02-21,0.4,105.806002563955
2020-02-28,0.4,35.9327244479601
2020-03-06,0.4,6.68043173765935
2020-03-13,0.4,0.574159300162207
2020-01-31,0.45,1464.66879768963
2020-02-07,0.45,837.990316822813
2020-02-14,0.45,399.535797928704
2020-02-21,0.45,161.379183206055
2020-02-28,0.45,53.4732398051896
2020-03-06,0.45,10.8826644953262
2020-03-13,0.45,0.477007931357629
2020-01-31,0.5,1955.44834897439
2020-02-07,0.5,1203.52100634802
2020-02-14,0.5,593.184372234019
2020-02-21,0.5,235.836219975736
2020-02-28,0.5,75.8371547235728
2020-03-06,0.5,16.0037620464755
2020-03-13,0.5,0.42286666560191
2020-01-31,0.55,2395.78121617343
2020-02-07,0.55,1590.2601334762
2020-02-14,0.55,830.964668729777
2020-02-21,0.55,332.353335335388
2020-02-28,0.55,103.982907439842
2020-03-06,0.55,22.1344149529322
2020-03-13,0.55,0.816955291731986
2020-01-31,0.6,2767.68984759383
2020-02-07,0.6,1960.94894086021
2020-02-14,0.6,1100.01902094445
2020-02-21,0.6,452.726629075914
2020-02-28,0.6,138.935195364539
2020-03-06,0.6,29.3925593431415
2020-03-13,0.6,1.53007228967501
2020-01-31,0.65,3075.77377890458
2020-02-07,0.65,2293.38175282602
2020-02-14,0.65,1382.20664611157
2020-02-21,0.65,596.483793390936
2020-02-28,0.65,181.710352175619
2020-03-06,0.65,37.9168530797365
2020-03-13,0.65,2.43816601961004
2020-01-31,0.7,3331.49787887508
2020-02-07,0.7,2580.7965808851
2020-02-14,0.7,1660.00072118489
2020-02-21,0.7,760.473208714546
2020-02-28,0.7,233.210765203219
2020-03-06,0.7,47.8630445858843
2020-03-13,0.7,3.51321739815519
2020-01-31,0.75,3545.88292123734
2020-02-07,0.75,2825.8655400104
2020-02-14,0.75,1920.61153082593
2020-02-21,0.75,939.25082299562
2020-02-28,0.75,294.094572619779
2020-03-06,0.75,59.4007406537854
2020-03-13,0.75,4.7486057414034
2020-01-31,0.8,3727.70605376187
2020-02-07,0.8,3034.91015585558
2020-02-14,0.8,2157.06359228143
2020-02-21,0.8,1126.15873468424
2020-02-28,0.8,364.64294114153
