region,date,mean,median,lower_90,upper_90,lower_50,upper_50
"Coles County, IL",2020-02-20,1.2417135003545048,1.2392206855196861,0.7562182147197625,1.7360224877900807,0.9845709044135265,1.3879578934023542
"Coles County, IL",2020-02-21,1.2348198497118408,1.2263123571672185,0.7161356201292532,1.7559456068360013,1.0042848373875408,1.4141706704655976
"Coles County, IL",2020-02-22,1.2327884177860342,1.2288940488595008,0.734988376700709,1.8048507259892401,0.9655541577469252,1.3849480365344822
"Coles County, IL",2020-02-23,1.225662159401979,1.2268102242028336,0.6926581727770676,1.7502279070088433,0.9575421823638263,1.3742559483336327
"Coles County, IL",2020-02-24,1.2195817013873484,1.216006246971251,0.7256271274631029,1.772133262946671,0.9456972870542015,1.37595573139472
"Coles County, IL",2020-02-25,1.220667995064706,1.2170741034181063,0.7223125595074951,1.8199509398362859,0.9419172499794836,1.3815220631294176
"Coles County, IL",2020-02-26,1.2156814137118945,1.2127621771300645,0.6699429803981466,1.8119868034339282,0.9146707739046285,1.3547215316566108
"Coles County, IL",2020-02-27,1.2088978764264617,1.2008261816521504,0.6384105124108181,1.8199987402852933,0.9689148186639013,1.4198924921733678
"Coles County, IL",2020-02-28,1.2049981731754933,1.1869500402347937,0.657297408129049,1.8361150182651502,0.9402877396468852,1.3826596173105132
"Coles County, IL",2020-02-29,1.200544568085957,1.1890199335695222,0.5739521171423012,1.7554320130331087,0.9440975338322963,1.3862741964084562
"Coles County, IL",2020-03-01,1.1973604692255722,1.1846169424229347,0.5802552862542661,1.764609789680175,0.8928171237829133,1.3372441553101027
"Coles County, IL",2020-03-02,1.1897613106159046,1.1833149495485236,0.6566666372704777,1.8780377461145392,0.9243438847070218,1.3853753321688937
"Coles County, IL",2020-03-03,1.1855664039963054,1.181594523548713,0.575889927574279,1.793219528420676,0.900216450236237,1.3560858504583357
"Coles County, IL",2020-03-04,1.1809169441791083,1.1806173541527156,0.5559751619391893,1.771573507963102,0.8844913231410971,1.330222024694506
"Coles County, IL",2020-03-05,1.178428921254766,1.1768364704010466,0.6167867622329496,1.830060314262686,0.8919031130674877,1.3404738368888791
"Coles County, IL",2020-03-06,1.1761180664343005,1.1672416101306915,0.5602856116472805,1.784930647385543,0.9562786622103798,1.406814653688156
"Coles County, IL",2020-03-07,1.1703218482164728,1.1590395277713963,0.5621887064495159,1.8112172106008881,0.8810161284573632,1.3388530065201512
"Coles County, IL",2020-03-08,1.1631651282378201,1.1559315740918632,0.5558801593117878,1.8519695150547837,0.8675682534325995,1.3363834958552159
