region,date,mean,median,lower_90,upper_90,lower_50,upper_50
"Yuma County, CO",2020-02-20,1.1246941358568363,1.124655236508552,0.4073974050609418,1.6470833473007516,0.9024852827643148,1.3927650894678574
"Yuma County, CO",2020-02-21,1.110392528935544,1.1058311074620746,0.435562191474643,1.7221566164945699,0.8950872805185204,1.407631846352323
"Yuma County, CO",2020-02-22,1.0939797375943365,1.0948086132453199,0.39386122130694284,1.6947032889028155,0.8060902759988127,1.3239971201790566
"Yuma County, CO",2020-02-23,1.0815350906427539,1.0790510640898707,0.3082961556517274,1.6515890117695176,0.9029020250814276,1.4318483761266656
"Yuma County, CO",2020-02-24,1.0678411672283785,1.0594282390571532,0.3051838954780078,1.6752964088565632,0.7962250480669336,1.327983163596361
"Yuma County, CO",2020-02-25,1.059168346547245,1.0550958746586248,0.27199715059312723,1.664171238504325,0.8154905725638812,1.3548189883235042
"Yuma County, CO",2020-02-26,1.0477741784733694,1.0445901898260088,0.370098718468874,1.789023310191969,0.7857914669359954,1.343814614427004
"Yuma County, CO",2020-02-27,1.0370595634873874,1.0268900963376082,0.3614214331185106,1.7619893736842709,0.8001769405948685,1.3615883710987762
"Yuma County, CO",2020-02-28,1.0259541355806634,1.0209238606463553,0.3721975811852674,1.8296746767999774,0.7936404449531208,1.3514482099014788
"Yuma County, CO",2020-02-29,1.0098834170144995,1.0104984504681895,0.22959412587254172,1.6936921335885768,0.7557613475657198,1.3177661101302642
"Yuma County, CO",2020-03-01,0.9983604048062874,0.9941814188028802,0.22837782005648258,1.713294797184961,0.684676084135269,1.2595399888879826
"Yuma County, CO",2020-03-02,0.9918968304964046,0.9825026927044722,0.2044593419094545,1.632966077300649,0.6651038374865895,1.249762581909637
"Yuma County, CO",2020-03-03,0.9788510250904451,0.983072663939514,0.12299512339564313,1.5997984053969643,0.680014915952281,1.2626738127559214
"Yuma County, CO",2020-03-04,0.9688860496829881,0.963617947378038,0.1286326293988792,1.6010961865034894,0.7701357750783782,1.3840656475404436
"Yuma County, CO",2020-03-05,0.9580890385606706,0.9640275117753723,0.09726387984829668,1.5730664000737966,0.6307816883612546,1.2664346549082173
"Yuma County, CO",2020-03-06,0.948847455942452,0.9456583107294281,0.1343096894156937,1.6025254685261778,0.6813006608709584,1.3208316055971288
"Yuma County, CO",2020-03-07,0.9428198632850202,0.9308930002369669,0.13156622734859794,1.611290261200781,0.6402555167307525,1.279718393999433
