"date","region","mean","median","Low_90","High_90","Low_50","High_50","new_cases","state_abbr","state","ML"
2020-03-10,"AK",1.25524804116655,1.19298668008919,0.849749062972363,1.71171213201575,0.979492124336476,1.27594496611095,0,"AK","Alaska",1.25524804116655
2020-03-11,"AK",1.25474864694244,1.19217526465491,0.873484240946931,1.71990316744109,0.986315686071287,1.28023210245025,0,"AK","Alaska",1.25474864694244
2020-03-12,"AK",1.24612785902956,1.18092045997201,0.804267466443968,1.64379276147687,0.971398592967058,1.24802779845716,0,"AK","Alaska",1.24612785902956
2020-03-13,"AK",1.23470060838718,1.18183263019791,0.873108622275943,1.67728149055694,0.983681726836127,1.24309268190907,0,"AK","Alaska",1.23470060838718
2020-03-14,"AK",1.22541330419451,1.18017453972289,0.88409438602474,1.66358070581041,0.980278216749248,1.23961811298621,0,"AK","Alaska",1.22541330419451
2020-03-15,"AK",1.21752868941927,1.16770796941862,0.880816732145832,1.63647997961571,0.972276241430055,1.22557791480334,0,"AK","Alaska",1.21752868941927
2020-03-16,"AK",1.20692541887211,1.16229967103683,0.867575299528562,1.58375315032209,0.987813984562718,1.23720490115735,0,"AK","Alaska",1.20692541887211
2020-03-17,"AK",1.19219404159757,1.15380483730739,0.8883784831151,1.5706288945337,0.986772379349533,1.22227553976908,3,"AK","Alaska",1.19219404159757
2020-03-18,"AK",1.17833428295021,1.13923152689243,0.873623339758158,1.51701466366419,0.987498055603082,1.21184514733314,0,"AK","Alaska",1.17833428295021
2020-03-19,"AK",1.16449998365459,1.12392163472151,0.862909128057671,1.49706720586101,0.983791840633172,1.19794499190069,0,"AK","Alaska",1.16449998365459
2020-03-20,"AK",1.14494696963176,1.10853925262806,0.857955451520963,1.49748678240686,0.964676477562542,1.17389156557058,3,"AK","Alaska",1.14494696963176
2020-03-21,"AK",1.12572941004391,1.09761264181772,0.855166825435505,1.42262169698448,0.988485986744568,1.17789212681366,2,"AK","Alaska",1.12572941004391
2020-03-22,"AK",1.11040372262354,1.08562661428172,0.823395722926557,1.40006317397282,0.96993232860379,1.15888503670778,8,"AK","Alaska",1.11040372262354
2020-03-23,"AK",1.09443857318096,1.07416081353173,0.82674293371388,1.38081379018661,0.947417730217484,1.1372459201178,14,"AK","Alaska",1.09443857318096
2020-03-24,"AK",1.08047425794435,1.06193438906664,0.80804020822411,1.37888341124903,0.92987285443944,1.13152665068239,6,"AK","Alaska",1.08047425794435
2020-03-25,"AK",1.06252488884945,1.05223846662611,0.799781620315157,1.38395494184336,0.929761989229298,1.11962742192279,17,"AK","Alaska",1.06252488884945
2020-03-26,"AK",1.04532752871422,1.0370607668593,0.772520970004387,1.35613155253476,0.92213457447452,1.11548612095049,10,"AK","Alaska",1.04532752871422
2020-03-27,"AK",1.02705600278224,1.02464808486887,0.737805544574218,1.29199920740512,0.896788300171888,1.08757319427565,16,"AK","Alaska",1.02705600278224
2020-03-28,"AK",1.00827276523822,1.01138560522979,0.728964663872188,1.29798906824658,0.893860118520454,1.08138940946772,17,"AK","Alaska",1.00827276523822
2020-03-29,"AK",0.990021990401044,0.999152232490581,0.68941198228046,1.25987451686394,0.893911106388097,1.07968318138821,12,"AK","Alaska",0.990021990401044
2020-03-30,"AK",0.970103064325899,0.982189900733906,0.687502153719559,1.26049137585823,0.867065006745166,1.04674715473976,5,"AK","Alaska",0.970103064325899
2020-03-31,"AK",0.947425079257857,0.969769672655779,0.666165267959184,1.24375617228438,0.878154780041379,1.06602269463252,14,"AK","Alaska",0.947425079257857
2020-04-01,"AK",0.93658707597532,0.964005245133374,0.634119915686279,1.24496475692295,0.895937094264439,1.08541292395813,10,"AK","Alaska",0.93658707597532
2020-04-02,"AK",0.927697524989512,0.953470502841594,0.589442640205276,1.20362834195899,0.875198598268959,1.07569865756835,4,"AK","Alaska",0.927697524989512
2020-04-03,"AK",0.913201950030457,0.937913698317762,0.576102697052599,1.25454007196186,0.820575110973951,1.03560205942863,10,"AK","Alaska",0.913201950030457
